"TID","TR"
"TID_ARTO_TASK_MEGA_TESLA_FLUFF","Her proje için yeterli miktarda güç gerekir ve bütünüyle tamamlanmış Mega Tesla muhteşem bir güç kaynağıdır!"
"TID_ARTO_TASK_BATTLE_MACHINE_FLUFF","Otomasyon hiç kolay değildir. Neyse ki oldukça güvenli ve köylü dostu Savaş Makinesi var da üzerinde rahatça denemeler yapabiliyoruz."
"TID_MOVE_MASTER_BUILDER_ERROR_VILLAGE_HV","Usta İnşaatçı şu anda İnşaatçı Üssünde."
"TID_MOVE_MASTER_BUILDER_ERROR_VILLAGE_BB","Usta İnşaatçı şu anda Asıl Köyde."
"TID_NOT_ENOUGH_WORKERS_TEXT_ARTO","Önceki binayı tamamlayarak B.O.B'u boşa çıkarmak ister misin?"
"TID_SELFHELP_UNAVAILABLE","Yardım ve Destek şu anda mevcut değil. Lütfen daha sonra tekrar dene."
"TID_CHALLENGE_TH11_EDRAG","Elektro Ameliyat"
"TID_NPC_CHALLENGE_TH11_EDRAG_FUNNEL_EDRAG1","Bu üssün <c54a0fe>Elektro Ejderhalara</c> karşı büyük zaafları var. Bir tane mevzilendirip sıçrayan yıldırımlar ile <cf70d16>Hava Savunmasını</c> yok et."
"TID_NPC_CHALLENGE_TH11_EDRAG_ARCHER_QUEEN","<c9916c8>Okçu Kraliçeyi</c> mevzilendirip sırayı tamamla."
"TID_NPC_CHALLENGE_TH11_EDRAG_BATTLE_BLIMP","<c54a0fe>Zeplin</c> kullanarak <c54a0fe>Elektro Ejderhayı</c> merkeze götür ve <cf70d16>Kartal Topunu</c> yok et."
"TID_NPC_CHALLENGE_TH11_EDRAG_RAGE1","Saldırının gücünü artırmak için <cf07bf8>Öfke Büyüsü</c> kullan."
"TID_NPC_CHALLENGE_TH11_EDRAG_CLONES","Merkezde daha fazla <c54a0fe>Balon</c> oluşturmak için <ca0c0fe>Klon Büyüsü</c> kullan."
"TID_NPC_CHALLENGE_TH11_EDRAG_DEPLOY_BLIMP","İçindeki Klan Kalesi birliklerini mevzilendirmek için <c54a0fe>Zeplini</c> etkinleştir."
"TID_NPC_CHALLENGE_TH11_EDRAG_FUNNEL_EDRAG2","Köşeyi temizlemek için bir <c54a0fe>Elektro Ejderha</c> mevzilendir."
"TID_NPC_CHALLENGE_TH11_EDRAG_EDRAGS","Kalan <c54a0fe>Elektro Ejderhaları</c> sıra halinde mevzilendir."
"TID_NPC_CHALLENGE_TH11_EDRAG_GRAND_WARDEN","<c54a0fe>Elektro Ejderhaları</c> desteklemek için <c9916c8>Büyük Koruyucuyu</c> mevzilendir. Kara birliklerinden kaçınmak için hava modunu kullanmayı unutma!"
"TID_NPC_CHALLENGE_TH11_EDRAG_BALLOONS","Son olarak <c54a0fe>Balonları</c> mevzilendir."
"TID_NPC_CHALLENGE_SPELLS_TO_CLEAN_UP","Üssün kalanını temizlemek için kalan büyüleri kullan."
"TID_LEGENDS_MATCHMAKING_ONGOING","Rakip aranıyor!"
"TID_LEGENDS_ATTACKS_EXHAUSTED","Bugünün saldırıları tamamlandı!"
"TID_UPGRADE_TASKS_TITLE","Yükseltme Gereklilikleri"
"TID_UPGRADE_ARTO_INFO","Yükseltmek için aşağıdaki gereklilikleri tamamla. Dört gerekliliği de tamamladığında Usta İnşaatçının son icadı B.O.B'u açabilirsin!"
"TID_ARTO_UNLOCKED","B.O.B tamamlandı!"
"TID_ARTO_UNLOCKED_INFO","B.O.B, artık asıl köyde çalışıyor! Neyse ki inşaatçıların hiçbiri herhangi bir şeyden şüphelenmedi."
"TID_LEGENDS_GUARD_NOT_ENABLED","Efsane Ligde mevcut değil."
"TID_BUTTON_SEND_AWAY_MASTERBUILDER","Yola Çık"
"TID_LEGENDS_MATCHMAKING_SOON","Yakında..."
"TID_OBSTACLE_BIRTHDAY2019","7. Yıl Dönümü Sürprizi"
"TID_ARTO_BUILDING_INFO","Usta İnşaatçının son icadının evi ve şarj istasyonu! O.T.T.O tamamen yükseltildiğinde İnşaatçı Üssünde ekstra bir inşaatçı olur ve Usta İnşaatçının iki köy arasında rahatça seyahat etmesine olanak sağlar."
"TID_LEGEND_LEAGUE_INFO_TAB0_HEADER","Genel Bakış"
"TID_LEGEND_LEAGUE_INFO_TAB1_HEADER","Savunma"
"TID_LEGEND_LEAGUE_INFO_TAB2_HEADER","Kalkanlar"
"TID_LEGEND_LEAGUE_INFO_TAB0_TEXT","Efsane Ligde elit oyuncular birbirleriyle mücadele edip ne kadar iyi saldırılara ve üs tasarımlarına sahip olduklarını gösterirler. Efsane Ligde oyuncular her gün belirli sayıda saldırı ve savunma yapar. Saldırılarından maksimum <num> kupa kazanabilirsin ve bu esnada hiç kupa kaybetmezsin. Saldır düğmesine bastıktan sonra arama süresi yoktur.\n\nLig günü sona erdiğinde kupa sayın çok azsa Efsane Ligden normal çok oyunculu sisteme düşürülürsün.\n\nEfsane Lige katıldığın ilk gün daha az saldırı ve savunma hakkın olabilir."
"TID_LEGEND_LEAGUE_INFO_TAB1_TEXT","Efsane Ligdeki savunmanda kullanacağın tasarım diğer oyuncuların üssünü ziyaret ettiklerinde gördüğü tasarımdan farklı olabilir. Saldırı menüsündeki Savunma sekmesine dokunarak tasarımı ve savunmadaki Klan Kalesi birliklerini değiştirebilirsin. Savunma ayarları sen değiştirmedikçe ya da Efsane Ligden düşmedikçe değişmez.\n\nSen köyünde oynarken bile savunma devam edebilir. Efsane Ligde savunma yaptığında hiçbir kaynak kaybetmezsin ve sana saldırılırken oynamaya devam edebilirsin."
"TID_LEGEND_LEAGUE_INFO_TAB2_TEXT","Efsane Ligde sana saldırıldığında Kalkanın veya Koruman olmaz. Ama Kalkan satın alarak Efsane Lige bir ara verebilirsin. Lig günü değiştiğinde Kalkanın etkinse sonraki gün saldırı ve savunma yapmana gerek kalmaz. İçinde bulunduğun lig günü için Kalkan satın alamazsın ya da etkin Kalkanı kaldıramazsın, bunları yalnızca bir sonraki lig günü için yapabilirsin.\n\nBir sonraki Lig Günü için Kalkan satın alır ama Kalkanı kullanmadan Efsane Ligden çıkarsan satın aldığın Kalkanı normal oyunda kullanabilirsin."
"TID_MASTER_BUILDER_BUSY","Usta İnşaatçı meşgul!"
"TID_CHALLENGE_TH10_BOBAT","Yarasalarla Dans"
"TID_NPC_CHALLENGE_TH10_BOBAT_ARCHER_QUEEN","İki <cf70d16>Büyücü Kulesini</c> yok etmesi için <c9916c8>Okçu Kraliçeyi</c> mevzilendir. Böylece daha sonra gelecek <c54a0fe>Yarasaları</c> korursun."
"TID_NPC_CHALLENGE_TH10_BOBAT_RAGE","<c9916c8>Okçu Kraliçe</c> ve <c54a0fe>Duvar Yıkıcıları</c> güçlendirmek için <cf07bf8>Öfke Büyüsü</c> kullan."
"TID_NPC_CHALLENGE_TH10_BOBAT_WALL_BREAKERS","<cf70d16>Büyücü Kulesine</c> ulaşmak için Duvarı yık. <c54a0fe>Duvar Yıkıcılar</c>, <cf07bf8>Öfke Büyüsü</c> ile Duvarlara daha çok hasar verir!"
"TID_NPC_CHALLENGE_TH10_BOBAT_WALL_WRECKER","Diğer birliklerle kalan <cf70d16>Büyücü Kulelerini</c> ve <cf70d16>Çok Hedefli Cehennem Kulelerini</c> yok et. <c54a0fe>Tokmak</c> ile başla."
"TID_NPC_CHALLENGE_TH10_BOBAT_PEKKAS","Yolu açmak için <c54a0fe>PEKKAları</c> mevzilendir."
"TID_NPC_CHALLENGE_TH10_BOBAT_BOWLERS","Saldırıyı desteklemek için <c54a0fe>Atıcıları</c> mevzilendir."
"TID_NPC_CHALLENGE_TH10_BOBAT_BATWAVE","Büyük bir <c54a0fe>Yarasa</c> sürüsü oluşturmak için <c9916c8>Yarasa Büyüleri</c> kullan. Yarasalar kalan savunmaları hızlıca yok eder."
"TID_NPC_CHALLENGE_TH10_BOBAT_FREEZES","<c54a0fe>Yarasalara</c> yardım etmek için hava savunmaları üzerinde <c38eaff>Dondurma Büyüsü</c> kullan."
"TID_NOT_ENOUGH_WORKERS_TEXT_GEAR_UP","Geliştirme tamamlanıp Usta İnşaatçı serbest bırakılsın mı?"
"TID_COMPLETE_NEXT_TASK_TO_UPGRADE","Yükseltmek için sonraki görevi tamamla."
"TID_DECORATION_BATTLEMACHINE","Savaş Makinesi Heykeli"
"TID_OTTO_TASKS_UPDATED","Yükselt!"
"TID_TUTORIAL_ARTO_START_1","Selam! Buraya ilk gelişini hatırlıyor musun? Sizin köyü ziyaret etmek isterim demiştim."
"TID_TUTORIAL_ARTO_START_2","Evet, doğrusu... Fikrimi değiştirdim. O.T.T.O.'yla burada olmayı seviyorum."
"TID_TUTORIAL_ARTO_START_3","Ama seni yarı yolda bırakmayacağım. Oraya benim yerime gidebilecek birisini yapacağım!"
"TID_CHALLENGE_TH12_DRAGBAT","Uçan Sirk"
"TID_NPC_CHALLENGE_TH12_DRAGBAT_SNIPE_ARCHER_TOWER","<cf70d16>Okçu Kulesini</c> <c54a0fe>Balonlarla</c> vur."
"TID_NPC_CHALLENGE_TH12_DRAGBAT_SPAWN_BATS1","<c9916c8>Kartal Topunu</c> ve <cf70d16>Tek Hedefli Cehennem Kulesini</c> yok etmek için <cf70d16>Yarasa Büyüleri</c> kullan."
"TID_NPC_CHALLENGE_TH12_DRAGBAT_ICE_GOLEMS","<c9916c8>Okçu Kraliçeyi</c> korumak için <c54a0fe>Buz Golemlerini</c> mevzilendir."
"TID_NPC_CHALLENGE_TH12_DRAGBAT_STONE_SLAMMER","<cf70d16>Çok Hedefli Cehennem Kulesini</c> yok etmek için <c54a0fe>Kaya Balonunu</c> mevzilendir."
"TID_NPC_CHALLENGE_TH12_DRAGBAT_DRAGONS","<c54a0fe>Ejderhaları</c> sıra halinde mevzilendir."
"TID_NPC_CHALLENGE_TH12_DRAGBAT_BALLOONS","Kalan <c54a0fe>Balonları</c> mevzilendir."
"TID_NPC_CHALLENGE_TH12_DRAGBAT_SPAWN_BATS2","Kalan <cf70d16>Büyücü Kulesini</c> yok etmek için <c9916c8>Yarasa Büyüleri</c> kullan."
"TID_NPC_CHALLENGE_TH12_DRAGBAT_FREEZE1","<c54a0fe>Yarasaları</c> hayatta tutmak için <c38eaff>Dondurma Büyüsü</c> kullan. <cf70d16>Büyücü Kulesini</c> ve <cf70d16>Hava Savunmasını</c> hedef al!"
"TID_NPC_CHALLENGE_TH12_DRAGBAT_FREEZE2","<cf70d16>Belediye Binasının</c> düşmesi için kalan <c38eaff>Dondurma Büyüsünü</c> ve <c9916c8>Büyük Koruyucunun Yeteneğini</c> kullan."
"TID_CURRENT_DAY","Şu Anki Gün"
"TID_UPCOMING_DAYS","Sonraki Günler"
"TID_LEGENDS_SHIELD","Efsane Kalkan"
"TID_LEGENDS_TODAY_SHIELD_ACTIVE","Şu an kalkan koruman var. Bugün saldırı ve savunma yapamazsın."
"TID_LEGENDS_TODAY_SHIELD_INACTIVE","Şu an kalkan koruman yok. Bugün saldırı ve savunma yapabilirsin."
"TID_LEGENDS_UPCOMING_SHIELD_ACTIVE","Sonraki Lig Gününde kalkan koruman olacak. Saldırılara katılmak için yeni Lig gününe geçmeden önce kalkanını kaldırabilirsin."
"TID_LEGENDS_UPCOMING_SHIELD_INACTIVE","Sonraki Lig Gününde kalkanın olmayacak. Saldırıları ve savunmaları atlamak için yeni Lig gününe geçmeden önce bir kalkan satın alabilirsin."
"TID_LEGENDS_MATCHMAKING_COUNTDOWN","Sonraki Lig gününün başlamasına:"
"TID_SHIELD_ACTIVE","Kalkan Etkin"
"TID_NO_SHIELD","Kalkan Yok"
"TID_LEGENDS_SIGNUP","Efsane Lige Katıl"
"TID_BUY_SHIELD","Kalkan Satın Al"
"TID_REMOVE_SHIELD","Kalkanı Kaldır"
"TID_BARBARIAN_KING_PEKKA","P.E.K.K.A. Kral"
"TID_CLANGAMES_TASK_USE_HOGGLIDERS","Havada ve Karada Binici"
"TID_CLANGAMES_TASK_INFO_USE_HOGGLIDERS","<num2> Planör Binicisi kullanarak İnşaatçı Savaşlarından <num> yıldız kazan."
"TID_CLANGAMES_TASK_DESTROY_BB_LAVALAUNCHER","Lav Etkisi"
"TID_CLANGAMES_TASK_INFO_DESTROY_BB_LAVALAUNCHER","İnşaatçı Savaşlarında <num> <building> yok et."
"TID_PARTY_WIZARD","Parti Büyücüsü"
"TID_CHARACTER_INFO_PARTY_WIZARD","Uzaklardan gelen davul sesinin yalnızca bir anlamı olabilir: Parti Büyücüsü yaklaşıyor. Harika müzikler ve devasa alev toplarıyla Parti Büyücüsü savaş sonrası kutlamalarının yıldızı!"
"TID_LEGENDS_CANNOT_ATTACK_DAY_END_TOO_SOON","Saldırı yapamazsın! Lig günü yakında bitiyor."
"TID_LEGENDS_SHIELDED","Kalkanın var! Bugün saldırı veya savunma yapamazsın."
"TID_POPUP_BREAK_LEGENDS_SHIELD_TEXT","Kalkanı kaldırmak istediğinden emin misin? Sıradaki Lig gününün başlangıcından itibaren saldırı ve savunma yapabileceksin."
"TID_LEGEND_ATTACK_CONFIRM_INFO","Hazır ol! Devam edersen kalan saldırılarından biri kullanılacak."
"TID_LEGEND_SIGN_UP_CONFIRM_SHIELD_REMOVAL","Efsane Lige katılırsan kalkanını kaybedeceksin. Devam etmek istiyor musun?"
"TID_LEGEND_SIGN_UP_CONFIRM_TITLE","Efsane Lige katılmak istiyor musun?"
"TID_LEGEND_SIGN_UP_FAILED","Efsane Lige şimdilik katılınamıyor. Daha sonra tekrar dene."
"TID_LEGEND_SIGN_UP_IN_PROGRESS","Efsane Lige katılma işlemi devam ediyor."
"TID_LEGENDS_LIVE_UNDER_ATTACK","Sana saldıran oyuncu:"
"TID_LEGENDS_ESTIMATED_SEARCH_TIME","Tahmini Süre: <time>"
"TID_CLANGAMES_TASK_WIN_STARS_VS_LEGENDLEAGUE","Efsaneler Savaşı"
"TID_CLANGAMES_TASK_INFO_WIN_STARS_VS_LEGENDLEAGUE","Çok Oyunculu Savaşlarda Efsane Ligdeki rakiplere karşı <num> Yıldız kazan."
"TID_TUTORIAL_FAILED","Eyvah, bir hata oldu. Yeniden başlat ve tekrar dene!"
"TID_DIAMOND_BUNDLE_BH9_ALT","Yüce İnşaatçı Paketi"
"TID_SINGLE_PLAYER_LEVEL_WARNING_HEADER","Uyarı!"
"TID_SINGLE_PLAYER_LEVEL_WARNING","Bu savaş için Belediye Binası en az <number>. seviyede olmalıdır."
"TID_BUILDING_UNDER_CONSTRUCTION","<building> inşa ediliyor!"
"TID_VALKYRIE_QUEEN","Valkür Kraliçe"
"TID_ACHIEVEMENT_SEASON_CHALLENGE_POINTS_TITLE","Görmüş Geçirmiş"
"TID_ACHIEVEMENT_SEASON_CHALLENGE_POINTS","Sezon Mücadelelerinde <number> puan kazan"
"TID_ACHIEVEMENT_SEASON_CHALLENGE_POINTS_COMPLETED","Toplam Sezon Mücadelesi puanı: <value>"
"TID_TAB_COMMUNITY","Topluluk"
"TID_LEGENDS_MP_SUMMARY","Savaş Günlüğü"
"TID_LEGENDS_MP_CURRENT_DAY_TITLE","Bulunduğun Lig Günü"
"TID_LEGENDS_MP_PREVIOUS_DAY_TITLE","Önceki Lig Günü"
"TID_SKIN_PREVIEW","Görünüm Ön İzlemesi"
"TID_ALLIANCE_GAMES_REVIVE_TASK","Süre Ekle"
"TID_GAMES_TASK_REVIVE_CONFIRM_TITLE","Süre eklensin mi?"
"TID_GAMES_TASK_REVIVE_CONFIRM_TEXT","Bu görevi tamamlamak için <time> eklensin mi? Mevcut ilerleme kaybedilmez."
"TID_ERROR_DOWNLOADING_SKIN","Görünüm yüklenemedi! Biraz depolama alanı açıp oyunu yeniden yüklemeyi dene."
"TID_DECORATION_DRAGON_STATUE","Ejderha Heykeli"
"TID_CLAN_GAMES_ALREADY_CLAIMED","Bu ödülü zaten aldın!"
"TID_CLAN_GAMES_CHOOSE_BONUS_REWARD","Ekstra Ödülü Seç"
"TID_CLAN_GAMES_CLAIM_BONUS_REWARD_BUTTON","Ödülü Al"
"TID_BUTTON_DISABLED_PICK_A_REWARD","Kilidi açılmış bir ödül kademesinden bir ödül seç."
"TID_CLAN_TAG_CLAN_GAMES","Klan Oyunları"
"TID_CLAN_TAG_CLAN_WARS","Klan Savaşları"
"TID_CLAN_TAG_CLAN_WAR_LEAGUE","Klan Savaşı Ligi:"
"TID_CLAN_TAG_FARMING","Toplayıcılık"
"TID_CLAN_TAG_TROPHY_PUSHING","Kupa Artışı"
"TID_CLAN_TAG_FRIENDLY_WARS","Dostluk Savaşları"
"TID_CLAN_TAG_COMPETITIVE","Rekabetçi"
"TID_CLAN_TAG_FRIENDLY","Dostluk Temelli"
"TID_CLAN_TAG_TALKATIVE","Sohbet Odaklı"
"TID_CLAN_TAG_RELAXED","Rahat"
"TID_CLAN_TAG_NEWBIE_FRIENDLY","Yeni Başlayanlara Uygun"
"TID_CLAN_TAG_INTERNATIONAL","Uluslararası"
"TID_CLAN_TAG_DONATIONS","Bağış Yoğun"
"TID_CLAN_TAG_UNDERDOG","Mazlum"
"TID_CLAN_TAG_BASE_DESIGNING","Üs Tasarımı Odaklı"
"TID_CLAN_TAG_BUILDER_BASE","İnşaatçı Üssü"
"TID_CLAN_TAG_ACTIVE_DONATOR","Aktif Bağışçı"
"TID_CLAN_TAG_ACTIVE_DAILY","Her Gün Aktif"
"TID_CLAN_TAG_AMATEUR_ATTACKER","Amatör Saldırgan"
"TID_CLAN_TAG_HUNGRY_LEARNER","Hevesli Öğrenci"
"TID_CLAN_TAG_TEACHER","Öğretmen"
"TID_CLAN_TAG_VETERAN","Deneyimli"
"TID_CLAN_TAG_NEWBIE","Acemi"
"TID_CLAN_GAMES_BONUS_REWARD_AVAILABLE","Oyunlar bittiğinde ekstra ödül seçmek için <num> puan kazan!"
"TID_CLAN_GAMES_BONUS_REWARD_UNLOCKED","Oyunlar bittiğinde ekstra ödülünü seçebilirsin!"
"TID_SUPPORT_CREATOR_TITLE","İçerik Üreticisi Desteği"
"TID_SUPPORTING_CURRENT","Destek verilen: <name>"
"TID_SUPPORTING_NOBODY","Bir İçerik Üreticisini Destekle"
"TID_SUPPORT_CREATOR_BUTTON","Kodu Gir"
"TID_CANCEL_CREATOR_SUPPORT_BUTTON","Desteği Bırak"
"TID_SUPPORT_CREATOR_INFO","Kodunu yazarak bir İçerik Üreticisine destek olabilirsin!"
"TID_SUPPORT_TEXTBOX_TITLE","Bir İçerik Üreticisini Destekle"
"TID_SUPPORT_TEXTBOX_PROMPT","İçerik üreticisi kodunu gir"
"TID_SUPPORT_SEND_CODE","Kodu gönder"
"TID_SUPPORT_CREATOR_INVALID_CODE","İçerik üreticisi kodu yanlış. Kontrol edip tekrar dene."
"TID_SUPPORT_CREATOR_CODE_SET","Desteklediğin içerik üreticisi: <name>"
"TID_RECRUITING","Üye Alımı"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_LIGHTNING","Kötü Hava Koşulları"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEAL","Her Şeyin Tedavisi Var"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_RAGE","Öfke Kontrolü"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_JUMP","Haydi Zıpla"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_FREEZE","Soğuk Bir Gün"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_CLONE","Çift Görüyorum"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_POISON","Zehirli Savaş"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HASTE","Hız Tutkusu"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_EARTHQUAKE","Yer Sallanıyor"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_SKELETON","İskelet Çetesi"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BAT","Yarasa İstilası"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_LIGHTNING_INFO","Yıldırım Büyüsü kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEAL_INFO","İyileştirme Büyüsü kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_RAGE_INFO","Öfke Büyüsü kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_JUMP_INFO","Atlama Büyüsü kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_FREEZE_INFO","Dondurma Büyüsü kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_CLONE_INFO","Klon Büyüsü kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_POISON_INFO","Zehir Büyüsü kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HASTE_INFO","Hızlandırma Büyüsü kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_EARTHQUAKE_INFO","Deprem Büyüsü kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_SKELETON_INFO","İskelet Büyüsü kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BAT_INFO","Yarasa Büyüsü kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BARBARIANS","Barbar Ordusu"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_ARCHERS","Tam İsabet"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_GOBLINS","Zafer Hırsızı"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_GIANTS","Yük Omuzlarında"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_WALLBREAKERS","Duvarları Aşmaca"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_LOONS","Zafer Gösterisi"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_WIZARDS","Büyülü Son"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HEALERS","Kritik Destek"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_MINIONS","Güçlü Minyonlar"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HOGRIDERS","Domuzlar Yetişti"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_DRAGONS","Düşman Pişirmece"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_PEKKAS","Ağır Sıklet"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_VALKYRIES","Döner Balta"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_GOLEMS","Ezici Güç"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_WITCHES","Cadı Kazanı"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_LAVAHOUNDS","Lav Patlaması"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BABYDRAGONS","Çocuk Bayramı"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BOWLERS","Bovling Zamanı!"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_MINERS","Altın Kazısı"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_RAGEDBARBARIANS","Öfke Nöbeti"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_SNEAKYARCHERS","Zamana Karşı"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BETAMINIONS","Alfa Minyonlar"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BOXERGIANTS","Yumrukları Konuştur"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BOMBERS","Duvar Yıkımı"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_CANNONCARTS","Araba Yarışı"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_DROPSHIPS","Kurukafa Planı"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_BABYDRAGONS2","Çocuk Bahçesi"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_NIGHTWITCHES","Yarasa Galerisi"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_MEGAPEKKA","Süper Başarı"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_HOGGLIDERS","Domuzların Zaferi"
"TID_BATTLEPASS_TASK_WIN_BATTLES_USING_ELECTRODRAGON","Şok Zamanı"
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BARBARIANS","Barbar kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_ARCHERS","Okçu kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_GOBLINS","Goblin kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_GIANTS","Dev kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_WALLBREAKERS","Duvar Yıkıcı kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_LOONS","Balon kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_WIZARDS","Büyücü kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_HEALERS","Şifacı kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_MINIONS","Minyon kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_HOGRIDERS","Domuz Binicisi kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_DRAGONS","Ejderha kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_PEKKAS","P.E.K.K.A kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_VALKYRIES","Valkür kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_GOLEMS","Golem kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_WITCHES","Cadı kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_LAVAHOUNDS","Lav Tazıları kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BABYDRAGONS","Yavru Ejderha kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BOWLERS","Atıcı kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_MINERS","Madenci kullanarak <num> çok oyunculu savaş kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_RAGEDBARBARIANS","<num2> Öfkeli Barbar kullanarak <num> İnşaatçı Savaşında bir yıldız kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_SNEAKYARCHERS","<num2> Sinsi Okçu kullanarak <num> İnşaatçı Savaşında bir yıldız kazan."
"TID_BATTLEPASS_TASK_INFO_WIN_BATTLES_USING_BETAMINIONS","<num2> Beta Minyon kullanarak <num> İnşaatçı Savaşında bir yıldız kazan."
