"TID","PT"
"TID_DECORATION_GOLDEN_HOG_INFO","Tem cheiro de ouro, cara de ouro, jeito de ouro. Deve ser ouro."
"TID_DECORATION_HOG_FLAG","Bandeira do Porco"
"TID_DECORATION_HOG_FLAG_INFO","Aqui tem porco feliz!"
"TID_SHOP_STORAGE","Estoque:"
"TID_NOT_ENOUGH_BOOSTER_SPACE","Espaço insuficiente. Use ou venda seus itens mágicos para disponibilizar espaço."
"TID_BOOSTER_HERO_POTION_NOT_AVAILABLE","Não é possível aprimorar os heróis. Todos eles estão ocupados."
"TID_DECORATION_SNOWMAN","Boneco de Neve"
"TID_DECORATION_SNOWMAN_INFO","Tem aquela carinha clássica de boneco de neve: cabelo loiro bem moldado, olhos redondos e uma estrutura de gelo sólido."
"TID_HINT_CLAN_GAMES","Inscreva seu clã nos jogos para concluir desafios e ganhar prêmios irados com seus colegas de clã."
"TID_HINT_TRADER","O comerciante na fronteira da sua vila tem produtos mágicos que mudam semanalmente. Fique de olho nos itens grátis!"
"TID_HINT_TH12_WEAPON","Quando o Centro da Vila nível 12 toma dano, uma arma é ativada. Cuidado!"
"TID_HINT_TH12_MAX_LEVEL_WEAPON","Cuidado na hora de atacar um Centro da Vila nível 12 já melhorado. Ele explode quando é destruído."
"TID_HINT_CLAN_WAR_LEAGUES_1","Você leva as Guerra de Clãs a sério? Inscreva seu clã nas Ligas das Guerras de Clãs para saber se vocês mandam bem mesmo."
"TID_HINT_LEAGUE_SHOP","A Loja da Liga oferece algumas das melhores recompensas que existem, mas você vai precisar lutar nas ligas para ter acesso a elas."
"TID_SETTINGS_2_ROW_DEPLOYMENT_BAR","Usar duas fileiras"
"TID_ACHIEVEMENT_SCID_BOUND_TITLE","Conecte sua conta ao Supercell ID para manter seu progresso seguro."
"TID_INFO_POP_UP_TOS_PP_NOTE_AMAZON","O Clash of Clans é grátis para jogar, mas você pode acelerar seu progresso com compras no aplicativo (é possível desativar isso nas configurações da loja de aplicativos da Amazon). Toque em OK para aceitar nossos Termos de Uso e Política de Privacidade."
"TID_RATE_APP_MESSAGE_AMAZON","Avalie o Clash of Clans na loja de aplicativos da Amazon e dê sua preciosa opinião!"
"TID_IAP_NOT_AVAILABLE_AMAZON","As compras não estão disponíveis! Verifique se está usando uma conta da Amazon válida e se o método de pagamento primário está atualizado."
"TID_CHAT_RULES","Regras do bate-papo"
"TID_CHAT_RULES_WARNING","Sua conta pode ser banida por mau comportamento."
"TID_CHAT_RULES_OK","Eu entendo"
"TID_CHAT_RULES_RESPECT","Respeite seus colegas."
"TID_CHAT_RULES_PRIVATE","Mantenha seus dados pessoais em segurança."
"TID_CHAT_RULES_REPORT","Use a opção \qDenunciar\q para nos informar sobre jogadores desrespeitosos."
"TID_DEATH_FREEZE_TIME","Congelamento de destruição: <number>s"
"TID_OBSTACLE_LANTERN_CNY2019","Lanterna Brilhante"
"TID_EVENT_TEXT_HALLOWEEN_GIANT_SKELETON","Apavore seus inimigos sem piedade usando o Esqueleto Gigante durante o evento Assustador e destemido para ganhar 200 gemas e uma poção do poder!"
"TID_EVENT_TEXT_HALLOWEEN_SKEL_BARREL","Veja o circo pegar fogo ao lançar Barris de Esqueletos nos adversários! Ah, e você também pode ganhar 200 gemas e uma poção do poder pelo seu empenho!"
"TID_EVENT_TEXT_TH12_INFERNO_PACK","Pacote infernal do Centro da Vila de nível 12"
"TID_DETAILS_TEXT_TH12_INFERNO_PACK","Exclusivo para o Centro da Vila de nível 12 e disponível por tempo limitado!"
"TID_NOTIFICATION_WL_SIGNUP_STARTED","As inscrições para as Ligas das Guerras de Clãs estão abertas! Conquiste a glória e várias recompensas!"
"TID_NOTIFICATION_WL_LEAGUE_STARTED","Seu clã se inscreveu nas Ligas das Guerras de Clãs!"
"TID_NOTIFICATION_WL_DAY_CHANGED","É um novo dia nas Ligas das Guerras de Clãs. E hoje o seu clã lutará contra <clan>."
"TID_NOTIFICATION_WL_ENDED","As Ligas das Guerras de Clãs acabaram! Confira como o seu clã se saiu!"
"TID_NEED_TO_GIVE_WL_BONUSES","É preciso distribuir as medalhas bônus da Liga de Guerra antes de começar uma guerra."
"TID_CHAT_RULES_MUTE","Silencie jogadores inoportunos no bate-papo."
"TID_DECORATION_FIRECRACKER","Foguetinhos festivos"
"TID_WL_MEDALS_RECEIVED","Você recebeu <num> medalhas como recompensa da liga das Guerras de Clãs."
"TID_WL_MEDALS_ALT_GEMS_RECEIVED","Você recebeu <num> gemas como recompensa da liga das Guerras de Clãs."
"TID_WL_MEDALS_BONUSES_RECEIVED","Você recebeu um bônus de <num> medalhas como recompensa da liga das Guerras de Clãs."
"TID_WL_MEDALS_BONUSES_ALT_GEMS_RECEIVED","Você recebeu um bônus de <num> gemas como recompensa da liga das Guerras de Clãs."
"TID_EVENT_GET_GEM_ALTERNATIVE_TITLE","Estoque lotado"
"TID_EVENT_GET_GEM_ALTERNATIVE_TEXT","Seu armazenamento de itens mágicos não comporta todas as recompensas do evento. Vender as recompensas extras por <amount> gemas?"
"TID_TASK_GET_STAR_BONUS","Estrelas diárias"
"TID_TASK_INFO_GET_STAR_BONUS","Complete o bônus de estrela diário na vila principal."
"TID_TASK_GET_VS_BONUS","Estrelas diárias do construtor"
"TID_TASK_INFO_GET_VS_BONUS","Complete o bônus de estrela diário na base do construtor."
"TID_TASK_DONATE_TROOPS","Doações diárias"
"TID_BP_DAILY_TASKS_HEADER","Desafios diários"
"TID_BP_SEASONAL_TASKS_HEADER","Desafios ativos"
"TID_BP_COMPLETED_TASKS_HEADER","Desafios concluídos"
"TID_BP_UPCOMING_TASKS_HEADER","Disponível em <time>"
"TID_BP_DAILY_REFRESH_IN","Desafios diários atualizados em:"
"TID_BP_TAB_TASKS","Desafios"
"TID_BP_TAB_REWARDS","Recompensas"
"TID_BP_TAB_PERKS","Vantagens"
"TID_BATTLE_PASS_PIGGY_BANK_TITLE","Banco da temporada"
"TID_BP_DAILY_TASKS_REFRESH","Desafios diários atualizados em <time>"
"TID_BP_TITLE","Desafios da temporada"
"TID_BP_PERK_TRAINING_BOOST","Aceleração de treino"
"TID_BP_PERK_TRAINING_BOOST_DESC","Treino de tropas, produção de feitiços e construção de máquinas de cerco precisam de <num>% menos tempo do que o normal. Heróis levam <num>% menos tempo para se recuperarem."
"TID_BP_PERK_BUILDING_BOOST","Aceleração do Construtor"
"TID_BP_PERK_BUILDING_BOOST_DESC","Estruturas precisam de <num>% menos recursos e tempo para serem melhoradas. Usar a forja requer <num>% menos recursos e tempo."
"TID_BP_PERK_SAVINGS_PAYOUT","Banco da temporada"
"TID_BP_PERK_SAVINGS_PAYOUT_DESC","O banco da temporada enche magicamente à medida que você ganha saque nas batalhas multijogador. Você receberá o conteúdo armazenado ao fim da temporada."
"TID_BP_PERK_GEM_DONATION_COST","Doações por 1 gema"
"TID_BP_PERK_GEM_DONATION_COST_DESC","Todas as doações rápidas custam apenas 1 gema."
"TID_BP_TIER_NUMBER","Liga <num>"
"TID_PREMIUM_PASS_PACKAGE","Bilhete dourado"
"TID_PREMIUM_PASS_PACKAGE_INFO","Obtenha o bilhete dourado desta temporada para conseguir ainda mais recompensas nos desafios da temporada!\n\nRecompensas exclusivas:\n• Visual de heróis.\n• Doação rápida por 1 gema.\n• Aceleração de construtores, pesquisa e treinamento.\n• Banco da temporada até 5x maior."
"TID_SETTINGS_API_TOKEN_HEADER","Token de API"
"TID_SETTINGS_API_TOKEN_SHOW","Toque em 'Mostrar' para ver o token de API"
"TID_SETTINGS_API_TOKEN_RECEIVED","Token de API: <token>"
"TID_SETTINGS_API_TOKEN_SHOW_BUTTON","Mostrar"
"TID_SETTINGS_API_TOKEN_COPY_BUTTON","Copiar"
"TID_SETTINGS_API_TOKEN_COPY_NOTIFICATION","Token de API copiado para área de transferência do dispositivo!"
"TID_BATTLEPASS_TASK_DEPLOY_TROOPS","Atacar!"
"TID_BATTLEPASS_TASK_DEPLOY_SPELLS","A magia está no ar"
"TID_BATTLEPASS_TASK_DEPLOY_SIEGE_MACHINES","Sitiado"
"TID_BATTLEPASS_TASK_DONATE_SIEGE_MACHINES","Benfeitor do clã"
"TID_BATTLEPASS_TASK_COLLECT_GOLD","Mineração de ouro"
"TID_BATTLEPASS_TASK_COLLECT_ELIXIR","Coletando elixir"
"TID_BATTLEPASS_TASK_COLLECT_DARKELIXIR","Escavação de elixir negro"
"TID_BATTLEPASS_TASK_START_HOME_UPGRADE","Melhoria da vila principal"
"TID_BATTLEPASS_TASK_START_BB_UPGRADE","Melhoria da base do construtor"
"TID_BATTLEPASS_TASK_START_ANY_UPGRADE","Alegria de construtor"
"TID_BATTLEPASS_TASK_UPGRADE_HOME_WALL","Fortalecendo a vila"
"TID_BATTLEPASS_TASK_UPGRADE_BB_WALL","Fortalecendo a base"
"TID_BATTLEPASS_TASK_UPGRADE_ANY_WALL","Fortificações em massa"
"TID_BATTLEPASS_TASK_COMPLETE_EVENT","Sagaz em evento"
"TID_BATTLEPASS_TASK_GET_CLANGAMES_POINTS","Parceiro do Strongman"
"TID_BATTLEPASS_TASK_GET_STAR_BONUSES","Material estelar"
"TID_BATTLEPASS_TASK_GET_BB_LOOT","Vendo estrelas"
"TID_BATTLEPASS_TASK_INFO_DEPLOY_TROOPS","Mobilize tropas equivalentes a <num> espaços de habitação em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_DEPLOY_SPELLS","Mobilize feitiços equivalentes a <num> espaços de habitação em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_DEPLOY_SIEGE_MACHINES","Mobilize <num> máquinas de cerco em batalhas multijogador."
"TID_BATTLEPASS_TASK_INFO_DONATE_SIEGE_MACHINES","Doe <num> máquinas de cerco a membros do seu clã."
"TID_BATTLEPASS_TASK_INFO_COLLECT_GOLD","Colete <num> unidades de ouro das suas minas de ouro."
"TID_BATTLEPASS_TASK_INFO_COLLECT_ELIXIR","Colete <num> unidades de elixir dos seus coletores de elixir."
"TID_BATTLEPASS_TASK_INFO_COLLECT_DARKELIXIR","Colete <num> unidades de elixir negro das suas brocas de elixir negro."
"TID_BATTLEPASS_TASK_INFO_START_HOME_UPGRADE","Inicie <num> melhorias de construção na vila principal."
"TID_BATTLEPASS_TASK_INFO_START_BB_UPGRADE","Inicie <num> melhorias de construção na base do construtor."
"TID_BATTLEPASS_TASK_INFO_START_ANY_UPGRADE","Inicie <num> melhorias de construção em qualquer base."
"TID_BATTLEPASS_TASK_INFO_UPGRADE_HOME_WALL","Melhore <num> pedaços de muro na vila principal."
"TID_BATTLEPASS_TASK_INFO_UPGRADE_BB_WALL","Melhore <num> pedaços de muro na base do construtor."
"TID_BATTLEPASS_TASK_INFO_UPGRADE_ANY_WALL","Melhore <num> pedaços de muro em qualquer base."
"TID_BATTLEPASS_TASK_INFO_COMPLETE_EVENT","Complete <num> eventos da aba de eventos."
"TID_BATTLEPASS_TASK_INFO_GET_CLANGAMES_POINTS","Ganhe <num> pontos nos Jogos do Clã."
"TID_BATTLEPASS_TASK_INFO_GET_STAR_BONUSES","Complete o bônus de estrela diário <num> vezes na vila principal."
"TID_BATTLEPASS_TASK_INFO_GET_BB_LOOT","Complete o bônus de estrela diário <num> vezes na base do construtor."
"TID_BP_TASK_AVAILABLE_IN","O desafio será revelado em <time>."
"TID_BP_PERK_RESEARCH_BOOST","Aceleração de pesquisa"
"TID_BP_PERK_RESEARCH_BOOST_DESC","Melhorias de tropas, feitiços e máquinas de cerco no laboratório precisam de <num>% menos recursos e tempo para serem concluídas."
"TID_BP_PERK_INCREASED_SAVINGS","Maior"
"TID_NPC_CHALLENGE_TH6_GIWIWA_GIANT","Mobilize um <c54a0fe>Gigante</c> para proteger os <c54a0fe>Destruidores de Muros</c>."
"TID_NPC_CHALLENGE_TH6_GIWIWA_WALL_BREAKERS1","Destrua a primeira camada de muros antes que o <c54a0fe>Gigante</c> seja derrubado."
"TID_NPC_CHALLENGE_TH6_GIWIWA_GIANTS","Comece o ataque principal mobilizando os <c54a0fe>Gigantes</c>, para que eles possam proteger os <c54a0fe>Magos</c>!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_HEAL1","Use um <cffe346>Feitiço de Cura</c> para proteger os <c54a0fe>Gigantes</c> da <cf70d16>Torre do Mago</c>!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_WIZARDS1","Mobilize <c54a0fe>Magos</c> enquanto as defesas estão distraídas!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_WALL_BREAKERS2","Depois que os disparos do <cf70d16>Morteiro</c> atingirem o alvo, derrube a segunda camada de muros para o seu exército chegar até o <cf70d16>Centro da Vila</c>!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_WIZARDS2","A barra está limpa! Mobilize mais <c54a0fe>Magos</c>!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_HEAL2","Use outro <cffe346>Feitiço de Cura</c> nos seus <c54a0fe>Gigantes</c> para restaurar a saúde deles!"
"TID_GUIDANCE_WRONG_UNIT","Selecione a unidade correta!"
"TID_GUIDANCE_WRONG_LOCATION","Mobilize na localização exata!"
"TID_NPC_CHALLENGE_LOON_1","Use vários <c54a0fe>Balões</c> para sobrecarregar as defesas. Sua prioridade é a <cf70d16>Defesa Aérea</c>."
"TID_NPC_CHALLENGE_LOON_2","Mobilize vários grupos para minimizar o dano em área das armadilhas e das <cf70d16>Torres do Mago</c>."
"TID_NPC_CHALLENGE_LOON_3","Priorize a destruição das defesas que atacam unidades aéreas primeiro!"
"TID_NPC_CHALLENGE_LOON_4","Destrua a última <cf70d16>Torre Arqueira</c> com os <c54a0fe>Balões</c> restantes."
"TID_BUTTON_SWAP_SKIN","Alterar visual"
"TID_POPUP_REMOVE_OTHERS_WAR_DONATION_DESCR","Quer mesmo excluir esta unidade doada do castelo de guerra deste jogador?"
"TID_NPC_CHALLENGE_INFO_AIR_SWEEPER","Aproxime-se da base por trás do <cf70d16>Dispersor Aéreo</c>."
"TID_NPC_CHALLENGE_TH7_DRAGON_LIGHTNING","Destrua uma das <cf70d16>Defesas Aéreas</c> com os <c38eaff>Feitiços de Relâmpago</c>."
"TID_NPC_CHALLENGE_TH7_DRAGON_BARBARIAN_KING","Mobilize o <c9916c8>Rei Bárbaro</c> para proteger os <c54a0fe>Dragões</c> das <cf70d16>Torres Arqueiras</c>."
"TID_NPC_CHALLENGE_TH7_DRAGON_DRAGONS1","Mobilize um <c54a0fe>Dragão</c> em cada canto para desobstruir os lados da base."
"TID_NPC_CHALLENGE_TH7_DRAGON_DRAGONS2","Mobilize mais um <c54a0fe>Dragão</c> para desobstruir o canto da base. Isso vai ajudar o seu exército a seguir em direção ao centro."
"TID_NPC_CHALLENGE_TH7_DRAGON_DRAGONS3","Utilize os <c54a0fe>Dragões</c> restantes."
"TID_BUTTON_SELECT_SKIN","Selecionar"
"TID_NPC_CHALLENGE_BOWIGI_HEALERS","Ao iniciar a jornada da Rainha, mobilize <c54a0fe>Curadoras</c> no canto."
"TID_NPC_CHALLENGE_BOWIGI_ARCHERQUEEN","Mobilize sua <c9916c8>Rainha Arqueira</c> na frente das suas <c54a0fe>Curadoras</c>."
"TID_NPC_CHALLENGE_BOWIGI_BALLOON1","<c54a0fe>Balões</c> são ótimos para acabar com armadilhas nocivas às suas <c54a0fe>Curadoras</c>. Use um agora!"
"TID_NPC_CHALLENGE_RAGE_THE_HEALERS","Use um <cf07bf8>Feitiço de Fúria</c> para acelerar as suas <c54a0fe>Curadoras</c>!"
"TID_NPC_CHALLENGE_BOWIGI_QUEENABILITY","Utilize a habilidade da sua <c9916c8>Rainha Arqueira</c> caso ela esteja em apuros!"
"TID_NPC_CHALLENGE_BOWIGI_GIANTS","Mobilize os <c54a0fe>Gigantes</c> no meio e embaixo."
"TID_NPC_CHALLENGE_BOWIGI_WALLWRECKER","Use <c54a0fe>Quebra-muros</c>, <c9916c8>Grande Guardião</c> e <c9916c8>Rei Bárbaro</c> na sequência."
"TID_NPC_CHALLENGE_BOWIGI_WITCHES","<c54a0fe>Bruxas</c> oferecem proteção às suas outras tropas. Mobilize-as com o seu grupo principal."
"TID_NPC_CHALLENGE_BOWIGI_BOWLERS","<c54a0fe>Lançadores</c> são seus causadores de dano principais. Mobilize-os no meio e embaixo!"
"TID_NPC_CHALLENGE_BOWIGI_FREEZE1","Use um <c38eaff>Feitiço de Gelo</c> na <cf70d16>Torre Inferno</c> antes que ela acabe com seu <c54a0fe>Quebra-muros</c>!"
"TID_NPC_CHALLENGE_BOWIGI_FREEZE2","Agora use outro <c38eaff>Feitiço de Gelo</c> na segunda <cf70d16>Torre Inferno</c>!"
"TID_NPC_CHALLENGE_BOWIGI_WALLBREAKERS","Acione alguns <c54a0fe>Destruidores de Muros</c> embaixo para abrir caminho aos seus <c54a0fe>Lançadores</c>!"
"TID_NPC_CHALLENGE_BOWIGI_RAGE2","Use os <cf07bf8>Feitiços de Fúria</c> para impulsionar seu exército pelo meio e por baixo!"
"TID_NPC_CHALLENGE_WARDENABILITY","Use a habilidade do seu <c9916c8>Grande Guardião</c> para proteger suas tropas quando for preciso!"
"TID_NPC_CHALLENGE_JUMP_TO_CLOSED_COMPARTMENTS","Alcance áreas fechadas com o <c85ff3b>Feitiço de Salto</c>!"
"TID_NPC_CHALLENGE_BOWIGI_KINGABILITY","O <c9916c8>Rei Bárbaro</c> está perdendo pontos de vida. Acione a <c9916c8>habilidade</c> dele!"
"TID_NPC_CHALLENGE_BOWIGI_CLEANUP","Mobilize as tropas restantes para ajudar a terminar a limpeza."
"TID_NPC_CHALLENGE_TH4_GIANT_GIANTS1","Mobilize um <c54a0fe>Gigante</c> para proteger os <c54a0fe>Destruidores de Muros</c>."
"TID_NPC_CHALLENGE_TH4_GIANT_WALL_BREAKERS","Destrua muros rapidamente antes que o <c54a0fe>Gigante</c> sucumba."
"TID_NPC_CHALLENGE_TH4_GIANT_GIANTS2","Agora mobilize todos os outros <c54a0fe>Gigantes</c> para acabar com todas as defesas."
"TID_NPC_CHALLENGE_TH4_GIANT_GOBLINS","Mobilize <c54a0fe>Goblins</c> para ajudarem na devastação quando o <cf70d16>Morteiro</c> for destruído."
"TID_BATTLEPASS_PURCHASE_TEXT","Desbloqueie recompensas incríveis com o bilhete dourado!"
"TID_BP_SEASON_BANK_CURRENT_CAP","Tamanho: <value>"
"TID_BP_SEASON_BANK_NEXT_CAP","Próximo tamanho: <value>"
"TID_BP_SEASON_BANK_MAX_CAP","Tamanho máximo: <value>"
"TID_BP_SEASON_BANK_CAP_INCREASES","Aumento no tamanho:"
"TID_BUTTON_TRY_AGAIN","Jogar de novo"
"TID_BUTTON_ENABLE_TUTORIAL","Iniciar tutorial"
"TID_BUTTON_DISABLE_TUTORIAL","Sair do tutorial"
"TID_BP_CONFIRM_TIER_UNLOCK","Comprar <num> pontos para alcançar o próximo nível de recompensas?"
"TID_BP_CONFIRM_TIER_UNLOCK_TITLE","Comprar pontos?"
"TID_BP_SEASON_ENDS","Fim da temporada:"
"TID_WL_LEADERBOARD_BRACKET_POS1","Vencedores do grupo"
"TID_WL_LEADERBOARD_BRACKET_POS2","Segundo lugar no grupo"
"TID_WL_LEADERBOARD_BRACKET_POS3","Terceiro lugar no grupo"
"TID_WL_LEADERBOARD_BRACKET_POS4","Quarto lugar no grupo"
"TID_WL_LEADERBOARD_BRACKET_POS5","Quinto lugar no grupo"
"TID_WL_LEADERBOARD_BRACKET_POS6","Sexto lugar no grupo"
"TID_WL_LEADERBOARD_BRACKET_POS7","Sétimo lugar no grupo"
"TID_WL_LEADERBOARD_BRACKET_POS8","Oitavo lugar no grupo"
"TID_DAILY_TASK_1_TITLE","Batalha multijogador diária"
"TID_DAILY_TASK_1_DESC","Ganhe uma estrela numa batalha multijogador na vila principal."
"TID_DAILY_TASK_2_TITLE","Batalha tática diária"
"TID_DAILY_TASK_2_DESC","Ganhe uma estrela numa batalha tática."
"TID_BP_REWARDS_LIST_TITLE","Lista de recompensas"
"TID_NPC_CHALLENGE_TH7_HOG_BARBARIAN_KING","Mobilize o <c9916c8>Rei Bárbaro</c> para lidar com o Rei inimigo, senão ele vai acabar com seus <c54a0fe>Corredores</c>!"
"TID_NPC_CHALLENGE_TH7_HOG_WIZARDS","Acione os <c54a0fe>Magos</c> para ajudar seu Rei!"
"TID_NPC_CHALLENGE_TH7_HOG_HOGS","Mobilize todos os <c54a0fe>Corredores</c> para que iniciem o ataque."
"TID_NPC_CHALLENGE_TH7_HOG_HEAL1","Os <c54a0fe>Corredores</c> perderam vários pontos de vida. Utilize um <cffe346>Feitiço de Cura</c> agora!"
"TID_NPC_CHALLENGE_TH7_HOG_HEAL2","Use os <cffe346>Feitiços de Cura</c> restantes para proteger os <c54a0fe>Corredores</c> enquanto eles fazem a limpa na base."
"TID_BP_SEASON_BANK_INCREASE","Aumentos no banco da temporada\nOuro: <gold>\nElixir: <elixir>\nElixir negro: <de>"
"TID_NPC_CHALLENGE_TH7_MINION_BALLOONS","Mobilize os <c54a0fe>Balões</c> para destruir todas as <cf70d16>Defesas Aéreas</c>."
