"TID","NL"
"TID_BOOSTER_FINISH_BUILDING_UPGRADE_OFFER_INFO","<num>x het gebouwenboek: voltooi onmiddellijk een lopende upgradetimer voor gebouwen"
"TID_BOOSTER_FINISH_SPELL_UPGRADE_OFFER_INFO","<num>x het spreukenboek: voltooi onmiddellijk een lopende upgradetimer voor spreuken"
"TID_BOOSTER_FINISH_HERO_UPGRADE_OFFER_INFO","<num>x het heldenboek: voltooi onmiddellijk een lopende upgradetimer voor helden of dieren"
"TID_BOOSTER_FINISH_ANY_UPGRADE_OFFER_INFO","<num>x het allesboek: voltooi onmiddellijk een lopende upgradetimer"
"TID_BOOSTER_MAX_LEVEL_ARMY_OFFER_INFO","<num>x krachtdrankje: boost je troepen en spreuken <time> lang tot het maximale level dat is toegestaan door je stadhuis."
"TID_BOOSTER_BOOST_RESOURCES_OFFER_INFO","<num>x een grondstoffendrankje: geef je grondstofverzamelaars een boost gedurende <time>"
"TID_BOOSTER_BOOST_PRODUCTION_OFFER_INFO","<num>x een trainingsdrankje: verhoog de efficiëntie van je kazernes, spreukenfabrieken, werkplaats en heldenhersteltijden gedurende <time>"
"TID_BOOSTER_FILL_GOLD_STORAGE_OFFER_INFO","<num>x goudrune: vul je goudkluizen volledig"
"TID_BOOSTER_FILL_ELIXIR_STORAGE_OFFER_INFO","<num>x elixirrune: vul je elixirtanks volledig"
"TID_BOOSTER_FILL_DARK_ELIXIR_STORAGE_OFFER_INFO","<num>x duister-elixirrune: vul je duister-elixirtanks volledig"
"TID_BOOSTER_FILL_GOLD2_STORAGE_OFFER_INFO","<num>x bouwersgoudrune: vul de goudkluizen in je bouwersbasis volledig"
"TID_BOOSTER_FILL_ELIXIR2_STORAGE_OFFER_INFO","<num>x bouwerselixirrune: vul de elixirtanks in je bouwersbasis volledig"
"TID_BOOSTER_WALL_UPGRADE_OFFER_INFO","<num>x een murenring: upgrade onmiddellijk je muren (muren van een hoger level hebben misschien meerdere ringen nodig om te upgraden)"
"TID_BOOSTER_BUILDERS_OFFER_INFO","<num>x een bouwvakkersdrankje: je bouwvakkers werken <multiplier>x sneller gedurende <time>"
"TID_BOOSTER_FREE_TROOP_UPGRADE_OFFER_INFO","<num>x een vechthamer: upgrade een troep onmiddellijk"
"TID_BOOSTER_FREE_BUILDING_UPGRADE_OFFER_INFO","<num>x een gebouwenhamer: upgrade een gebouw onmiddellijk"
"TID_BOOSTER_FREE_SPELL_UPGRADE_OFFER_INFO","<num>x een spreukenhamer: upgrade een spreuk onmiddellijk"
"TID_BOOSTER_FREE_HERO_UPGRADE_OFFER_INFO","<num>x een heldenhamer: upgrade een held of dier onmiddellijk"
"TID_BOOSTER_CLOCKTOWER_OFFER_INFO","<num>x een klokkentorendrankje: activeer de klokkentorenboost gedurende <time>"
"TID_OFFER_BUILDING_LEVEL","<building> level <level>"
"TID_OFFER_NO_BUILDING_TIME","Geen bouwtijden!"
"TID_OFFER_ITEM_GIFTS_FOR_EACH","<num> edelstenen elk"
"TID_ACHIEVEMENT_WL_STARS_COMPLETED","Aantal gewonnen sterren voor je clan in oorlogsdivisiesgevechten: <value>"
"TID_ACHIEVEMENT_WL_STARS","Verdien <number> sterren voor je clan in oorlogsdivisiesgevechten"
"TID_ACHIEVEMENT_WL_STARS_TITLE","Divisieseizoen"
"TID_DECORATION_LEAGUE_I_STATUE_INFO","De eigenaar van dit standbeeld heeft zijn kracht op het slagveld laten zien, maar kan nog meer bereiken."
"TID_DECORATION_LEAGUE_II_STATUE_INFO","Een symbool van ontwikkelende vaardigheden. De eigenaar van dit standbeeld moet niet worden onderschat."
"TID_DECORATION_LEAGUE_III_STATUE_INFO","Zij die dit standbeeld in hun bezit hebben, zijn werkelijk krachtig en op weg om kampioen te worden."
"TID_DECORATION_SWORD_IN_STONE_INFO","Een eerbetoon aan kracht. Alleen leden van de beste clans kunnen dit legendarische standbeeld krijgen."
"TID_DECORATION_WAR_SHIELD_INFO","Om dit standbeeld te krijgen, moet je jezelf bewijzen in de clanoorlogsdivisies. Verdien je medailles!"
"TID_WL_HIDDEN_ENEMY_VILLAGE_INFO","Vijandelijke dorpen worden onthuld op de gevechtsdag."
"TID_WL_HIDDEN_FRIENDLY_VILLAGE_INFO","Deelnemers kunnen worden gewijzigd en troepen kunnen worden gedoneerd tijdens de voorbereidingsdag."
"TID_WL_STATS_STARS","Sterren"
"TID_WL_STATS_DESTRUCTION","Vernietiging"
"TID_WL_STATS_WINS","Overwinningen"
"TID_WL_STATS_SELECT_CLASSIC","Klassiek"
"TID_WL_STATS_SELECT_WL","Oorlogsdivisie"
"TID_WL_SEASON_NAME_SHORT","Seizoen <month>"
"TID_WL_STAT_POSITION1","1ste plaats"
"TID_WL_STAT_POSITION2","2de plaats"
"TID_WL_STAT_POSITION3","3de plaats"
"TID_WL_STAT_POSITION4","4de plaats"
"TID_WL_STAT_POSITION5","5de plaats"
"TID_WL_STAT_POSITION6","6de plaats"
"TID_WL_STAT_POSITION7","7de plaats"
"TID_WL_STAT_POSITION8","8ste plaats"
"TID_WAR_LEAGUE_STATS_TITLE","Oorlogsdivisiegeschiedenis"
"TID_CURRENT_WAR_LEAGUE","Huidige divisie:"
"TID_WL_BONUSES_GIVEN_TO_STREAM","Oorlogsdivisiebonussen gegeven aan <people>"
"TID_BOOSTER_MOVE_OBSTACLE","Obstakelschuiver"
"TID_BOOSTER_MOVE_OBSTACLE_INFO","Deze magische schuiver is sterk maar breekbaar en kan in beide dorpen gebruikt worden om één obstakel te verplaatsen."
"TID_BOOSTER_MOVE_OBSTACLE_OFFER_INFO","<num>x een obstakelschuiver: verplaats een obstakel"
"TID_MOVE","Verplaatsen"
"TID_MOVE_OBSTACLE_CONFIRM","<booster> gebruiken om <obstacle> hierheen te verplaatsen?"
"TID_MOVE_OBSTACLE_CONFIRM_TITLE","<obstacle> verplaatsen"
"TID_OBSTACLE_SPIKE","Spike-cactus"
"TID_BOOSTER_HERO_POTION","Heldendrankje"
"TID_BOOSTER_HERO_POTION_INFO","Dit sterke toverdrankje boost al je helden en dieren <time> lang tot het maximale level dat is toegestaan door je stadhuis. Het kan gebruikt worden in beide dorpen."
"TID_BOOSTER_HERO_POTION_OFFER_INFO","<num>x heldendrankje: boost je helden en dieren <time> lang tot het maximale level dat is toegestaan door je stadhuis. Het kan gebruikt worden in beide dorpen."
"TID_BOOSTER_HERO_POTION_STARTED","Je helden en dieren zijn geboost."
"TID_BOOSTER_HERO_POTION_MAXED","Je helden kunnen geen boost krijgen. Al op maximumlevel."
"TID_BOOSTER_HERO_POTION_ENABLED","Helden geboost"
"TID_BOOSTER_USE_HERO_POTION","Helden boosten"
"TID_BOOSTER_USE_HERO_POTION_QUESTION","Wil je '<booster>' gebruiken om je helden en dieren <time> lang te boosten tot het maximale level dat is toegestaan door je stadhuis?"
"TID_BOOSTER_USE_HERO_POTION_QUESTION_TITLE","Helden boosten?"
"TID_EL_PRIMO","El Primo"
"TID_CHARACTER_INFO_EL_PRIMO","Deze mysterieuze, gemaskerde krijger lijkt uit het niets te verschijnen en ramt met gemak muren omver! Niemand kent zijn ware identiteit, alleen dat hij sterk is, een man is en dat hij vecht voor jouw clan."
"TID_PERSONAL_WAR_PREFERENCE_SHORT","Oorlogsvoorkeur"
"TID_POPUP_STORE_DECORATION","Decoratie opslaan?"
"TID_POPUP_TEXT_STORE_DECORATION","Je <item> wordt verplaatst naar de winkel en kan gratis weer in je dorp worden geplaatst."
"TID_BUTTON_STORE_DECO","Opslaan"
"TID_SIEGE_MACHINE_BALLOON","Steenbeuker"
"TID_SIEGE_MACHINE_BALLOON_INFO","De steenbeuker is een zware, vliegende berg die verdedigingsgebouwen bestookt met reusachtige keien en aardbevingen veroorzaakt. Immuun voor de effecten van spreuken."
"TID_SPELL_BATS","Vleermuizenspreuk"
"TID_SPELL_BATS_INFO","Roep een leger vleermuizen op naar het slagveld!\n\nZet versterking vanuit de lucht in waar je die het hardst nodig hebt. Vleermuizen activeren geen vallen."
"TID_SPELL_IMMORTALITY_INFO","Maak je troepen onoverwinnelijk waar dan ook op het slagveld!\n\nGebruik deze spreuk op een groep troepen om ze een tijdje volledig immuun te maken voor schade."
"TID_CHOOSE_WAR_LEAGUE_SIZE","Kies een oorlogsgrootte voor de divisie:"
"TID_DECORATION_GOLDEN_HOG","Gouden varken"
"TID_DECORATION_GOLDEN_HOG_INFO","Het lijkt op goud, ruikt als goud en voelt als goud. Het is waarschijnlijk goud."
"TID_DECORATION_HOG_FLAG","Varkensvlag"
"TID_DECORATION_HOG_FLAG_INFO","Dit is het territorium van de vrolijke varkens."
"TID_SHOP_STORAGE","Opslag:"
"TID_NOT_ENOUGH_BOOSTER_SPACE","Niet genoeg ruimte. Gebruik of verkoop opgeslagen magische artefacten om ruimte te maken."
"TID_BOOSTER_HERO_POTION_NOT_AVAILABLE","Je helden kunnen geen boost krijgen. Al je helden zijn bezig."
"TID_DECORATION_SNOWMAN","Sneeuwpop"
"TID_DECORATION_SNOWMAN_INFO","Het heeft alle klassieke kenmerken van een sneeuwpop: prachtig geel haar, kraaloogjes en een lichaam van puur ijs."
"TID_HINT_CLAN_GAMES","Meld je clan aan voor clanspelen om uitdagingen te voltooien en leuke beloningen te verdienen met je clangenoten."
"TID_HINT_TRADER","De handelaar aan de rand van het dorp heeft een aanbod aan magische goederen dat elke week verandert. Houd ook zijn gratis weggeefacties in de gaten!"
"TID_HINT_TH12_WEAPON","Stadhuislevel 12 heeft een wapen dat wordt geactiveerd wanneer het gebouw schade oploopt. Wees voorzichtig!"
"TID_HINT_TH12_MAX_LEVEL_WEAPON","Ga niet zomaar een volledig geüpgraded stadhuis van level 12 te lijf. Het explodeert wanneer het wordt vernietigd."
"TID_HINT_CLAN_WAR_LEAGUES_1","Neem je clanoorlogen serieus? Meld je clan aan voor clanoorlogsdivisies en kom erachter hoe goed je clan echt is."
"TID_HINT_LEAGUE_SHOP","In de divisiewinkel vind je enkele van de beste beloningen die er zijn, maar je moet vechten in clanoorlogsdivisies om ze te krijgen."
"TID_SETTINGS_2_ROW_DEPLOYMENT_BAR","Op twee rijen"
"TID_ACHIEVEMENT_SCID_BOUND_TITLE","Verbind je account met je Supercell ID om het veilig te houden"
"TID_INFO_POP_UP_TOS_PP_NOTE_AMAZON","Clash of Clans kan gratis worden gespeeld, maar je kunt je voortgang versnellen met in-app aankopen. Je kunt kopen vanuit apps uitschakelen via de instellingen van de Amazon Appstore. Tik op OK om akkoord te gaan met onze Algemene voorwaarden en ons Privacybeleid."
"TID_RATE_APP_MESSAGE_AMAZON","Beoordeel Clash of Clans in de Amazon Appstore om ons te vertellen wat je ervan vindt!"
"TID_IAP_NOT_AVAILABLE_AMAZON","Aankopen niet beschikbaar! Maak gebruik van een geldig Amazon-account en zorg dat je primaire betalingsmethode up-to-date is."
"TID_CHAT_RULES","Chatregels"
"TID_CHAT_RULES_WARNING","Wangedrag kan ertoe leiden dat je account wordt geblokkeerd."
"TID_CHAT_RULES_OK","Ik begrijp het"
"TID_CHAT_RULES_RESPECT","Respecteer je mede-Clashers!"
"TID_CHAT_RULES_PRIVATE","Vergeet niet om je privégegevens privé te houden."
"TID_CHAT_RULES_REPORT","Als een speler aanstootgevend gedrag vertoont, kun je dat aan ons melden met de knop Rapporteren."
"TID_DEATH_FREEZE_TIME","Bevriestijd bij vernietiging: <number> s"
"TID_OBSTACLE_LANTERN_CNY2019","Gloeiende lantaarn"
"TID_EVENT_TEXT_HALLOWEEN_GIANT_SKELETON","Jaag je vijanden de schrik op het lijf en verdien 200 edelstenen en een krachtdrankje door het reuzenskelet te gebruiken tijdens het knokenspook-evenement."
"TID_EVENT_TEXT_HALLOWEEN_SKEL_BARREL","Laat skelettentonnen op je vijanden vallen en kijk naar de chaos die ontstaat. O, en je krijgt ook nog eens 200 edelstenen en een krachtdrankje voor de moeite."
"TID_EVENT_TEXT_TH12_INFERNO_PACK","Stadhuis 12-infernopakket"
"TID_DETAILS_TEXT_TH12_INFERNO_PACK","Exclusief voor stadhuislevel 12 en tijdelijk beschikbaar"
"TID_NOTIFICATION_WL_SIGNUP_STARTED","Je kunt je nu aanmelden voor de clanoorlogsdivisies. Roem en beloningen wachten op je!"
"TID_NOTIFICATION_WL_LEAGUE_STARTED","Je clan neemt deel aan de clanoorlogsdivisies."
"TID_NOTIFICATION_WL_DAY_CHANGED","Er begint een nieuwe dag in de clanoorlogsdivisies. Vandaag neemt je clan het op tegen <clan>."
"TID_NOTIFICATION_WL_ENDED","De clanoorlogsdivisies zijn afgelopen. Kom snel kijken hoe jouw clan het heeft gedaan!"
"TID_NEED_TO_GIVE_WL_BONUSES","Je moet bonusmedailles van de oorlogsdivisie uitreiken voor je een oorlog kunt beginnen."
"TID_CHAT_RULES_MUTE","Je kunt storende spelers uitsluiten in de chat."
"TID_DECORATION_FIRECRACKER","Feestelijk vuurwerk"
"TID_WL_MEDALS_RECEIVED","Je hebt <num> medailles ontvangen als clanoorlogsdivisiebeloning."
"TID_WL_MEDALS_ALT_GEMS_RECEIVED","Je hebt <num> edelstenen ontvangen als clanoorlogsdivisiebeloning."
"TID_WL_MEDALS_BONUSES_RECEIVED","Je hebt een bonus gekregen van <num> medailles als clanoorlogsdivisiebeloning."
"TID_WL_MEDALS_BONUSES_ALT_GEMS_RECEIVED","Je hebt een bonus gekregen van <num> edelstenen als clanoorlogsdivisiebeloning."
"TID_EVENT_GET_GEM_ALTERNATIVE_TITLE","Opslag vol"
"TID_EVENT_GET_GEM_ALTERNATIVE_TEXT","Je opslag voor magische artefacten heeft niet genoeg ruimte voor alle evenementbeloningen. Wil je de overtallige beloningen verkopen voor <amount> edelstenen?"
"TID_TASK_GET_STAR_BONUS","Dagelijkse sterren"
"TID_TASK_INFO_GET_STAR_BONUS","Voltooi de dagelijkse sterbonus in je thuisdorp."
"TID_TASK_GET_VS_BONUS","Sterrenjager"
"TID_TASK_INFO_GET_VS_BONUS","Voltooi de dagelijkse sterbonus in je bouwersbasis."
"TID_TASK_DONATE_TROOPS","Dagelijkse donaties"
"TID_BP_DAILY_TASKS_HEADER","Dagelijkse uitdagingen"
"TID_BP_SEASONAL_TASKS_HEADER","Actieve uitdagingen"
"TID_BP_COMPLETED_TASKS_HEADER","Voltooide uitdagingen"
"TID_BP_UPCOMING_TASKS_HEADER","Actief over <time>"
"TID_BP_DAILY_REFRESH_IN","Nieuwe dagelijkse uitdagingen over:"
"TID_BP_TAB_TASKS","Uitdagingen"
"TID_BP_TAB_REWARDS","Beloningen"
"TID_BP_TAB_PERKS","Voordelen"
"TID_BATTLE_PASS_PIGGY_BANK_TITLE","Seizoensbank"
"TID_BP_DAILY_TASKS_REFRESH","Nieuwe dagelijkse uitdagingen over <time>"
"TID_BP_TITLE","Seizoensuitdagingen"
"TID_BP_PERK_TRAINING_BOOST","Trainingsboost"
"TID_BP_PERK_TRAINING_BOOST_DESC","Het trainen van troepen en belegeringsmachines, en het brouwen van spreuken vereisen <num>% minder tijd dan normaal. Helden hebben <num>% minder tijd nodig om te genezen."
"TID_BP_PERK_BUILDING_BOOST","Bouwvakkersboost"
"TID_BP_PERK_BUILDING_BOOST_DESC","Gebouwen hebben <num>% minder grondstoffen en tijd nodig om te worden gebouwd of geüpgraded. Je hebt <num>% minder grondstoffen en tijd nodig om te smeden in de smederij."
"TID_BP_PERK_SAVINGS_PAYOUT","Seizoensbank"
"TID_BP_PERK_SAVINGS_PAYOUT_DESC","De seizoensbank wordt op magische wijze gevuld naarmate je buit verdient met multiplayergevechten. Wanneer het seizoen eindigt, wordt de inhoud van de bank toegevoegd aan je opslagruimten."
"TID_BP_PERK_GEM_DONATION_COST","Donaties voor 1 edelsteen"
"TID_BP_PERK_GEM_DONATION_COST_DESC","Alle snelle donaties kosten maar 1 edelsteen."
"TID_BP_TIER_NUMBER","Drempel <num>"
"TID_PREMIUM_PASS_PACKAGE","Gulden kaart"
"TID_PREMIUM_PASS_PACKAGE_INFO","Koop de gulden kaart van dit seizoen om nog meer beloningen te verdienen met seizoensuitdagingen!\n\nExclusieve beloningen:\n• Kersverse heldskin\n• Snelle donaties voor 1 edelsteen\n• Boosts voor je bouwvakkers, laboratorium en training\n• Tot 5x grotere seizoensbank"
"TID_SETTINGS_API_TOKEN_HEADER","API-token"
"TID_SETTINGS_API_TOKEN_SHOW","Tik op Tonen om de API-token te zien"
"TID_SETTINGS_API_TOKEN_RECEIVED","API-token: <token>"
"TID_SETTINGS_API_TOKEN_SHOW_BUTTON","Tonen"
"TID_SETTINGS_API_TOKEN_COPY_BUTTON","Kopiëren"
"TID_SETTINGS_API_TOKEN_COPY_NOTIFICATION","API-token gekopieerd naar klembord van apparaat!"
"TID_BATTLEPASS_TASK_DEPLOY_TROOPS","Aanvallen!"
"TID_BATTLEPASS_TASK_DEPLOY_SPELLS","Er hangt magie in de lucht"
"TID_BATTLEPASS_TASK_DEPLOY_SIEGE_MACHINES","Onder belegering"
"TID_BATTLEPASS_TASK_DONATE_SIEGE_MACHINES","Clanvriend"
"TID_BATTLEPASS_TASK_COLLECT_GOLD","Goud delven"
"TID_BATTLEPASS_TASK_COLLECT_ELIXIR","Elixir verzamelen"
"TID_BATTLEPASS_TASK_COLLECT_DARKELIXIR","Naar Duister-elixir boren"
"TID_BATTLEPASS_TASK_START_HOME_UPGRADE","Thuisdorp verbeteren"
"TID_BATTLEPASS_TASK_START_BB_UPGRADE","Bouwersbasis verbeteren"
"TID_BATTLEPASS_TASK_START_ANY_UPGRADE","Bouwvakkerswerk"
"TID_BATTLEPASS_TASK_UPGRADE_HOME_WALL","Dorp versterken"
"TID_BATTLEPASS_TASK_UPGRADE_BB_WALL","Basis versterken"
"TID_BATTLEPASS_TASK_UPGRADE_ANY_WALL","Versterkingen bij de vleet"
"TID_BATTLEPASS_TASK_COMPLETE_EVENT","Evenementenvernuft"
"TID_BATTLEPASS_TASK_GET_CLANGAMES_POINTS","Vriend van de sterke man"
"TID_BATTLEPASS_TASK_GET_STAR_BONUSES","Sterpotentie"
"TID_BATTLEPASS_TASK_GET_BB_LOOT","Sterspeler"
"TID_BATTLEPASS_TASK_INFO_DEPLOY_TROOPS","Zet troepen ter waarde van <num> huisvestingsplaatsen in bij multiplayergevechten."
"TID_BATTLEPASS_TASK_INFO_DEPLOY_SPELLS","Zet spreuken ter waarde van <num> huisvestingsplaatsen in bij multiplayergevechten."
"TID_BATTLEPASS_TASK_INFO_DEPLOY_SIEGE_MACHINES","Zet <num> belegeringsmachines in bij multiplayergevechten."
"TID_BATTLEPASS_TASK_INFO_DONATE_SIEGE_MACHINES","Doneer <num> belegeringsmachines aan je clanleden."
"TID_BATTLEPASS_TASK_INFO_COLLECT_GOLD","Verzamel <num> goud van je goudmijnen."
"TID_BATTLEPASS_TASK_INFO_COLLECT_ELIXIR","Verzamel <num> elixir van je elixirpompen."
"TID_BATTLEPASS_TASK_INFO_COLLECT_DARKELIXIR","Verzamel <num> duister-elixir van je duister-elixirboren."
"TID_BATTLEPASS_TASK_INFO_START_HOME_UPGRADE","Begin <num> gebouwenupgrades in je thuisdorp."
"TID_BATTLEPASS_TASK_INFO_START_BB_UPGRADE","Begin <num> gebouwenupgrades op je bouwersbasis."
"TID_BATTLEPASS_TASK_INFO_START_ANY_UPGRADE","Begin <num> gebouwenupgrades in je thuisdorp of bouwersbasis."
"TID_BATTLEPASS_TASK_INFO_UPGRADE_HOME_WALL","Upgrade <num> muurdelen in je thuisdorp."
"TID_BATTLEPASS_TASK_INFO_UPGRADE_BB_WALL","Upgrade <num> muurdelen op je bouwersbasis."
"TID_BATTLEPASS_TASK_INFO_UPGRADE_ANY_WALL","Upgrade <num> muurdelen in je thuisdorp of bouwersbasis."
"TID_BATTLEPASS_TASK_INFO_COMPLETE_EVENT","Voltooi <num> evenementen op het Evenemententabblad."
"TID_BATTLEPASS_TASK_INFO_GET_CLANGAMES_POINTS","Behaal <num> punten in de clanspelen."
"TID_BATTLEPASS_TASK_INFO_GET_STAR_BONUSES","Voltooi <num> keer de dagelijkse sterbonus in je thuisdorp."
"TID_BATTLEPASS_TASK_INFO_GET_BB_LOOT","Voltooi <num> keer de dagelijkse sterbonus in je bouwersbasis."
"TID_BP_TASK_AVAILABLE_IN","Uitdaging wordt onthuld over <time>."
"TID_BP_PERK_RESEARCH_BOOST","Onderzoeksboost"
"TID_BP_PERK_RESEARCH_BOOST_DESC","Troepen-, spreuken- en belegeringsmachine-upgrades in je laboratorium hebben <num>% minder grondstoffen en tijd nodig."
"TID_BP_PERK_INCREASED_SAVINGS","Groter"
"TID_NPC_CHALLENGE_TH6_GIWIWA_GIANT","Zet een <c54a0fe>reus</c> in om je <c54a0fe>muurbrekers</c> te beschermen."
"TID_NPC_CHALLENGE_TH6_GIWIWA_WALL_BREAKERS1","Vernietig de eerste rij muren voor de <c54a0fe>reus</c> sterft."
"TID_NPC_CHALLENGE_TH6_GIWIWA_GIANTS","Begin de hoofdaanval door eerst je <c54a0fe>reuzen</c> in te zetten zodat ze je <c54a0fe>tovenaars</c> beschermen."
"TID_NPC_CHALLENGE_TH6_GIWIWA_HEAL1","Gebruik een <cffe346>genezingsspreuk</c> om <c54a0fe>reuzen</c> te beschermen tegen de <cf70d16>tovenaarstoren</c>."
"TID_NPC_CHALLENGE_TH6_GIWIWA_WIZARDS1","Zet <c54a0fe>tovenaars</c> in als de verdediging afgeleid is."
"TID_NPC_CHALLENGE_TH6_GIWIWA_WALL_BREAKERS2","Nadat <cf70d16>mortier</c>schoten zijn geland, sla je een bres in de tweede rij muren, zodat je leger bij het <cf70d16>stadhuis</c> kan komen!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_WIZARDS2","De kust is veilig. Zet meer <c54a0fe>tovenaars</c> in."
"TID_NPC_CHALLENGE_TH6_GIWIWA_HEAL2","Gebruik nog een <cffe346>genezingsspreuk</c> op je <c54a0fe>reuzen</c> om ze weer gezond te krijgen."
"TID_GUIDANCE_WRONG_UNIT","Selecteer de juiste eenheid!"
"TID_GUIDANCE_WRONG_LOCATION","Zet je troepen op de juiste plaats in."
"TID_NPC_CHALLENGE_LOON_1","Zet meerdere <c54a0fe>ballonnen</c> in om de verdediging te overrompelen. Je eerste prioriteit is de <cf70d16>luchtafweer</c>."
"TID_NPC_CHALLENGE_LOON_2","Zet meerdere groepen in om de gebiedsschade van vallen en <cf70d16>tovenaarstorens</c> te beperken."
"TID_NPC_CHALLENGE_LOON_3","Richt je eerst op het vernietigen van verdedigingswerken die luchteenheden aanvallen."
"TID_NPC_CHALLENGE_LOON_4","Vernietig de laatste <cf70d16>boogschuttertoren</c> met je overige <c54a0fe>ballonnen</c>."
"TID_BUTTON_SWAP_SKIN","Skins"
"TID_POPUP_REMOVE_OTHERS_WAR_DONATION_DESCR","Weet je zeker dat je deze gedoneerde eenheid uit het oorlogskasteel van deze speler wilt verwijderen?"
"TID_NPC_CHALLENGE_INFO_AIR_SWEEPER","Benader het dorp van achter de <cf70d16>windmachine</c>."
"TID_NPC_CHALLENGE_TH7_DRAGON_LIGHTNING","Vernietig een <cf70d16>luchtafweeronderdeel</c> met <c38eaff>bliksemspreuken</c>."
"TID_NPC_CHALLENGE_TH7_DRAGON_BARBARIAN_KING","Zet de <c9916c8>barbarenkoning</c> in om de <c54a0fe>draken</c> te beschermen tegen de <cf70d16>boogschuttertoren</c>."
