"TID","RU"
"TID_CLANGAMES_TASK_WIN_STARS_USING_RAGE_INFO","Победите в многопользовательском режиме <num> р., используя заклинание ярости (<num2>)."
"TID_CLANGAMES_TASK_WIN_STARS_USING_JUMP_INFO","Победите в многопользовательском режиме <num> р., используя заклинание прыжка (<num2>)."
"TID_CLANGAMES_TASK_WIN_STARS_USING_FREEZE_INFO","Победите в многопользовательском режиме <num> р., используя замораживающее заклинание (<num2>)."
"TID_CLANGAMES_TASK_WIN_STARS_USING_CLONE_INFO","Победите в многопользовательском режиме <num> р., используя клонирующее заклинание (<num2>)."
"TID_CLANGAMES_TASK_WIN_STARS_USING_POISON_INFO","Победите в многопользовательском режиме <num> р., используя ядовитое заклинание (<num2>)."
"TID_CLANGAMES_TASK_WIN_STARS_USING_HASTE_INFO","Победите в многопользовательском режиме <num> р., используя спешное заклинание (<num2>)."
"TID_CLANGAMES_TASK_WIN_STARS_USING_EARTHQUAKE_INFO","Победите в многопользовательском режиме <num> р., используя землетрясущее заклинание (<num2>)."
"TID_CLANGAMES_TASK_WIN_STARS_USING_SKELETON_INFO","Победите в многопользовательском режиме <num> р., используя скелетное заклинание (<num2>)."
"TID_CLANGAMES_TASK_WIN_STARS_USING_BAT_INFO","Победите в многопользовательском режиме <num> р., используя заклинание летучих мышей (<num2>)."
"TID_MASTER_BUILDER_BUILDING","Хижина главного строителя"
"TID_ARTO_BUILDING","Хижина О.Т.Т.О."
"TID_MASTER_BUILDER_INFO","Второй дом главного строителя. Находясь в родной деревне, он может выступать в роли дополнительного строителя."
"TID_MOVE_MASTER_BUILDER_CONFIRMATION_TITLE","Готовы к путешествию?"
"TID_MOVE_MASTER_BUILDER_CONFIRMATION","Хотите отправить главного строителя в родную деревню?"
"TID_MOVE_MASTER_BUILDER_CONFIRMATION_BB","Хотите отправить главного строителя в деревню строителя?"
"TID_MOVE_MASTER_BUILDER_ERROR_HUT","Нужно построить в родной деревне хижину главного строителя."
"TID_CHALLENGE_TH6_GIWIWA","Живой щит"
"TID_CHALLENGE_TH11_LAVALOON","Больше адских шаров"
"TID_CHALLENGE_TH5_LOON","Парад шаров"
"TID_CHALLENGE_TH7_DRAGON","Горячая штучка"
"TID_CHALLENGE_TH12_BOWIGI","Напролом с ведьмами"
"TID_CHALLENGE_TH4_GIANT","Гигантомания"
"TID_CHALLENGE_TH7_HOG","Кабанья лихорадка"
"TID_CHALLENGE_TH7_MINION","Воздух!"
"TID_CHALLENGE_TH8_GOWIPE","Ставка на крупное"
"TID_CHALLENGE_TH8_GOWIVA","Буйный омут"
"TID_CHALLENGE_TH9_LAVALOON","Адские шары"
"TID_CHALLENGE_TH9_BABYDQW","Сердитые малыши"
"TID_SPELL_RADIUS","Радиус: <number> клет."
"TID_BOOSTER_LAB_POTION","Зелье изучения"
"TID_BOOSTER_LAB_POTION_ALT_2_LINE","Зелье изучения"
"TID_BOOSTER_LAB_OFFER_INFO","Зелье изучения (<num> шт.) — ускоряет лабораторные исследования в <multiplier> р. на <time>"
"TID_BOOSTER_LAB_POTION_INFO","Этот полезный c виду напиток помогает таинственным колдунам из лаборатории проводить исследования в <multiplier> р. быстрее в течение <time> Работает в родной деревне!"
"TID_POPUP_BOOST_RESEARCH_TITLE","Ускорить исследование?"
"TID_POPUP_BOOST_RESEARCH_TEXT","Ускорить лабораторию в <multiplier> р. на <time>?"
"TID_TUTORIAL_ARTO_COMPLETE_1","И... готово!"
"TID_TUTORIAL_ARTO_COMPLETE_2","Поздоровайся, Б.О.Б.О.!"
"TID_TUTORIAL_ARTO_COMPLETE_3","ПРИВЕТСТВУЮ, ЧЕЛОВЕК!"
"TID_LEGENDS_MULTIPLAYER","Многопольз. режим"
"TID_LEGENDS_MP_ATTACK","Атака"
"TID_LEGENDS_MP_DEFENCE","Оборона"
"TID_LEGENDS_ATTACKS_LEFT","Осталось сражений"
"TID_LEGENDS_LEAGUE_DAY_ENDS","Этот день лиги заканчивается через"
"TID_LEGENDS_LEAGUE_DAY_STARTS","Новый день лиги начинается через"
"TID_LEGENDS_DEFENCE_LAYOUT_TITLE","Выбрать планировку"
"TID_LEGENDS_DEFENCE_LAYOUT_TEXT","Выберите оборонную планировку для следующего дня лиги."
"TID_LEGENDS_DEFENCE_LAYOUT_BUTTON","Выбрать"
"TID_LEGENDS_DEFENCE_CC_TITLE","Выбрать войска крепости клана"
"TID_LEGENDS_DEFENCE_CC_TEXT","Выберите войска для крепости клана, которые будут защищать вас в следующий день лиги."
"TID_LEGENDS_DEFENCE_CC_BUTTON","Выбрать"
"TID_CHALLENGE_TH10_MINER","Шахтеры, вперед!"
"TID_NPC_CHALLENGE_TH10_MINER_ARCHER_QUEEN","Отправь <c9916c8>королеву лучниц.</c> Она должна обойти деревню против часовой стрелки."
"TID_NPC_CHALLENGE_TH10_MINER_HEALERS","Отправь <c54a0fe>целительниц,</c> чтобы поддержать здоровье <c9916c8>королевы лучниц!</c>"
"TID_NPC_CHALLENGE_TH10_MINER_TEST_WALL_BREAKER","Отправь <c54a0fe>стенобоя</c> проверить, нет ли у стены <cf70d16>бомб.</c>"
"TID_NPC_CHALLENGE_TH10_MINER_WALL_BREAKERS","Отправь еще <c54a0fe>стенобоев,</c> чтобы разрушить стену и проложить путь внутрь <c9916c8>королеве лучниц.</c>"
"TID_NPC_CHALLENGE_TH10_MINER_WIZARDS1","Отправь <c54a0fe>колдунов</c> уничтожить часть зданий — тогда <c9916c8>королева лучниц</c> останется внутри деревни."
"TID_NPC_CHALLENGE_TH10_MINER_RAGE","Используй <cf07bf8>заклинание ярости</c> на входе, чтобы быстро уничтожить <cf70d16>адскую башню,</c>пока она не поджарила твоих <c54a0fe>целительниц!</c>"
"TID_NPC_CHALLENGE_TH10_MINER_MINERS","Окрестности деревни очищены, и путь для <c54a0fe>шахтеров</c> открыт."
"TID_NPC_CHALLENGE_TH10_MINER_WIZARDS2","Отправь несколько <c54a0fe>колдунов</c> разобраться со зданиями в углах и по сторонам, чтобы <c54a0fe>шахтеры</c> не отвлекались на них."
"TID_NPC_CHALLENGE_TH10_MINER_BARBARIAN_KING","Отправь <c9916c8>короля варваров.</c> Он отвлечет оборону врага от <c54a0fe>шахтеров.</c>"
"TID_NPC_CHALLENGE_TH10_MINER_WIZARDS3","Отправь оставшихся <c54a0fe>колдунов,</c> чтобы <c54a0fe>шахтеры</c> могли оставаться внутри деревни."
"TID_NPC_CHALLENGE_TH10_MINER_HEALS","Примени исцеляющее заклинание, чтобы <c54a0fe>шахтеры</c> смогли продержаться под атакой."
"TID_LEGENDS_SET_CASTLE_TROOPS_TEXT","Использовать находящиеся в крепости клана войска для обороны в следующий день лиги?"
"TID_LEGENDS_SET_CASTLE_TROOPS_EMPTY_WARNING","В крепости клана нет ни одного воина!"
"TID_CHALLENGE_TH9_WITCH","Ведьмина пощечина"
"TID_NPC_CHALLENGE_TH9_WITCH_FUNNEL_WIZARD","Отправь <c54a0fe>колдуна</c> разделаться с военным лагерем."
"TID_NPC_CHALLENGE_TH9_WITCH_ARCHER_QUEEN","А сейчас отправь <c9916c8>королеву лучниц.</c> Военного лагеря больше нет, поэтому она будет обходить деревню по часовой стрелке."
"TID_NPC_CHALLENGE_TH9_WITCH_GOLEMS","Отправь <c54a0fe>големов</c> прорваться в деревню. Они примут на себя большую часть урона."
"TID_NPC_CHALLENGE_TH9_WITCH_WITCHES1","Отправь <c54a0fe>ведьм</c> разобраться со зданиями с углов."
"TID_NPC_CHALLENGE_TH9_WITCH_WITCHES2","Отправь оставшихся <c54a0fe>ведьм</c> помочь <c54a0fe>големам.</c>"
"TID_NPC_CHALLENGE_TH9_WITCH_WIZARD","Отправь последнего <c54a0fe>колдуна</c> разобраться с оставшимися зданиями."
"TID_ARTO_TASK_GEAR_UP","\nМодернизируйте три здания в родной деревне."
"TID_ARTO_TASK_UPGRADE_GENERIC","\n<name>: улучшите до <level>-го уровня."
"TID_ARTO_TASK_GEAR_UP_FLUFF","Передовые технологии требуют передового мышления! Завершение нескольких особенных проектов в родной деревне подтолкнет вас к новым открытиям."
"TID_ARTO_TASK_CANNON_CART_FLUFF","Грамотная установка колес — задача не из простых. Доработка конструкции повозки с пушкой поможет добиться идеально ровного расположения осей."
"TID_ARTO_TASK_MEGA_TESLA_FLUFF","Для любого проекта требуется энергия, и полностью законченная мегатесла предоставит ее в избытке!"
"TID_ARTO_TASK_BATTLE_MACHINE_FLUFF","Автоматизация требует значительных усилий. Хорошо, что есть боевая машина — безопасная и интуитивно понятная испытательная платформа."
"TID_MOVE_MASTER_BUILDER_ERROR_VILLAGE_HV","Главный строитель сейчас в деревне строителя"
"TID_MOVE_MASTER_BUILDER_ERROR_VILLAGE_BB","Главный строитель сейчас в родной деревне"
"TID_NOT_ENOUGH_WORKERS_TEXT_ARTO","Достроить предыдущее здание, чтобы освободить Б.О.Б.О.?"
"TID_SELFHELP_UNAVAILABLE","Раздел «Помощь и поддержка» сейчас недоступен. Пожалуйста, попробуйте позже."
"TID_CHALLENGE_TH11_EDRAG","Электрификация"
"TID_NPC_CHALLENGE_TH11_EDRAG_FUNNEL_EDRAG1","Эта деревня очень уязвима перед <c54a0fe>электродраконами.</c> Отправь одного, чтобы разрушить <cf70d16>воздушную оборону</c> цепной молнией."
"TID_NPC_CHALLENGE_TH11_EDRAG_ARCHER_QUEEN","Отправь <c9916c8>королеву лучниц,</c> чтобы закончить начатое."
"TID_NPC_CHALLENGE_TH11_EDRAG_BATTLE_BLIMP","Используй <c54a0fe>боевой дирижабль,</c> чтобы отправить <c54a0fe>электродракона</c> в центр для уничтожения <cf70d16>орлиной артиллерии.</c>"
"TID_NPC_CHALLENGE_TH11_EDRAG_RAGE1","Примени <cf07bf8>заклинание ярости,</c> чтобы увеличить мощь атаки."
"TID_NPC_CHALLENGE_TH11_EDRAG_CLONES","Используй <ca0c0fe>клонирующие заклинания,</c> чтобы создать дополнительные <c54a0fe>шары</c> в центре."
"TID_NPC_CHALLENGE_TH11_EDRAG_DEPLOY_BLIMP","Активируй <c54a0fe>боевой дирижабль,</c> чтобы высадить находящиеся в нем войска из крепости клана."
