"TID","NO"
"TID_ALLIANCE_WAR_EXP_AVAILABLE","Vellykkede angrep gir +<num> klan-XP"
"TID_PERSONAL_WAR_PREFERENCE_TITLE","Valg for klankrig"
"TID_PERSONAL_WAR_PREFERENCE_DESCR","Velg om du vil være med i klankriger eller ikke. Valget vil være synlig for andre klanmedlemmer."
"TID_PERSONAL_WAR_PREFERENCE_IN","Jeg er med"
"TID_PERSONAL_WAR_PREFERENCE_OUT","Jeg er ikke med"
"TID_PERSONAL_WAR_PREFERENCE_BUTTON_LABEL","Klankriger"
"TID_INVALID_WAR_MEMBERS_INFO_LOW","Velg minst <value> medlemmer"
"TID_INVALID_WAR_MEMBERS_INFO_MID","Velg enten <low> eller <high> medlemmer"
"TID_INVALID_WAR_MEMBERS_INFO_HIGH","Velg maksimalt <value> medlemmer"
"TID_ALLIANCE_WAR_BATTLE_XP","<xpnum> klan-XP tjent gjennom vellykkede angrep"
"TID_ALLIANCE_WAR_STAR_XP","<xpnum> klan-XP tjent ved å få <num> stjerner"
"TID_ALLIANCE_WAR_STAR_XP_DESC","+<xpnum> ekstra klan-XP for<num> stjerner"
"TID_ALLIANCE_WAR_WIN_XP","+<xpnum> ekstra klan-XP for seier i krigen!"
"TID_CLANPERK_DESC_TROOP_REQUEST_VALUE","<value> minutter"
"TID_CLANPERK_DESC_DONATION_LIMIT_VALUE","<value> tropper"
"TID_CLANPERK_DESC_DONATION_REFUND_VALUE","<value> % kostnad"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE","<value> nivå"
"TID_CLANPERK_DESC_DONATION_UPGRADE_VALUE_PLURAL","<value> nivåer"
"TID_CLANPERK_DESC_WAR_LOOT_CAPACITY_VALUE","<value> %"
"TID_CLANPERK_DESC_WAR_LOOT_MULT_VALUE","<value> %"
"TID_CLANPERK_DESC_LOCKED_VALUE","Låses opp ved klannivå <num>"
"TID_ALLIANCE_WAR_XP_EARNED","Klan-XP tjent"
"TID_ALLIANCE_WAR_OBJECTIVES","Klanmål"
"TID_CLAN_PERK_BONUS","Fordelsbonus"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP","Klan-XP"
"TID_WAR_STATS_HEADER_DEFEAT_BASES","Beseir fiendtlige krigsbaser"
"TID_WAR_STATS_HEADER_DEFEAT_BASES_SHORT","Beseir krigsbaser"
"TID_WAR_STATS_HEADER_COLLECT_STARS","Få <num> stjerner"
"TID_WAR_STATS_HEADER_WIN_WAR","Vinn krig"
"TID_WAR_STATS_HEADER_ALLIANCE_EXP_INFO","Klan-XP tildeles når krigen er over"
"TID_WAR_STATS_HEADER_TOTAL","Totalt"
"TID_ALLIANCE_TAB_BOOKMARKS","Bokmerker"
"TID_NO_BOOKMARKS","Du har ikke bokmerket noen klaner.\n\nDu kan bokmerke en klan fra klanens informasjonsside."
"TID_ERROR_BOOKMARKS_FULL","Du har for mange bokmerker! Fjern et bokmerke for å legge til et nytt."
"TID_CHANGE_NAME_ALREADY_USED","Navnet kan ikke forandres! Man kan bare bytte navn én gang, og det er allerede foretatt et navnebytte på denne kontoen."
"TID_CHANGE_NAME_BUTTON","Bytt navn"
"TID_CHANGE_NAME_TITLE","Bytt navn"
"TID_SETTINGS_PLAYERNAME_CURRENT","Nåværende navn:"
"TID_SETTINGS_PLAYERNAME_ENTERNEW","Skriv inn nytt navn:"
"TID_CONTINUE","Fortsett"
"TID_NAMECHANGE_WARNING","OBS! Du kan bytte navn bare ÉN GANG"
"TID_CONFIRM","Bekreft"
"TID_SETTINGS_PLAYERNAME_REENTERNEW","Skriv inn navnet på nytt:"
"TID_NAME_ALREADY_CHANGED","Navnet kan bare forandres én gang."
"TID_NAME_CHANGE_TH_LEVEL_TOO_LOW","Bytte av navn er tilgjengelig fra og med rådhusnivå <level>"
"TID_BOOKMARKS_NOT_LOADED_YET","Kan ikke laste inn bokmerker. Prøv på nytt senere."
"TID_ALLIANCE_UNAVAILABLE","Klaninformasjon ikke tilgjengelig"
"TID_BOOKMARK_ADDED","Bokmerke lagt til"
"TID_BOOKMARK_REMOVED","Bokmerke fjernet"
"TID_BOOKMARKS_FULL","Alle bokmerker brukt"
"TID_NAME_CHANGE_ALREADY_USED","Du har allerede byttet navn"
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","Er du sikker på at du vil bytte navn?\nDet nye navnet ditt vil bli:"
"TID_ERROR_NAMES_DONT_MATCH","Navnene er ikke like. Prøv på nytt."
"TID_BUTTON_ROTATE","Roter"
"TID_NAME_CHANGED_SUCCESS","Du byttet navn!"
"TID_NAME_CHANGE_IN_PROGRESS","Kan ikke bytte navn. Navnebytte pågår allerede."
"TID_PLAYER_TAG","Spillermerke"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM","Bekreft at du vil angripe"
"TID_BUTTON_WAR_ATTACK_CONFIRM_ATTACK","Angrip"
"TID_WAR_ATTACK_CONFIRM_TITLE","Angripe nå?"
"TID_WAR_ATTACK_CONFIRM_TROOPS_TEXT","Tropper: <number>"
"TID_WAR_ATTACK_CONFIRM_SPELLS_TEXT","Formler: <number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TEXT","Klanslottropper og -formler: <number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TROOPS_ONLY_TEXT","Klanslott-tropper: <number>"
"TID_WAR_ATTACK_CONFIRM_HEROES","Helter: <number>"
"TID_WAR_ATTACK_CONFIRM_INFO","Sørg for å være klar! Hvis du fortsetter, bruker du et av de gjenværende krigsangrepene."
"TID_AIR_BLASTER","Luftblåser"
"TID_AIR_BLASTER_INFO","Luftblåsere kontrollerer himmelen med kraftige luftutblåsninger som dytter tilbake flygende fiender. Luftblåsere kan bare vende i én retning, så roter dem for at de skal bli maksimalt effektive."
"TID_STREAM_EVENT_CHANGED_SETTINGS","oppdaterte klaninnstillinger"
"TID_KNOCKBACK","Skyvestyrke: <number> felter"
"TID_SETTINGS_CLAN_CHAT_FILTER","Klanchat-filter"
"TID_INFO_SPELL_STORAGE","Formellagring:"
"TID_BUILDING_MINI_SPELL_FACTORY","Mørkeformelfabrikk"
"TID_MINI_SPELL_FACTORY_INFO","Bare de aller fremste eller mest skjødesløse av magikere eksperimenterer med å brygge mørk eliksir. Det krever innsikt å mestre de innviklede mørkeformlene, men de gir unike taktiske fordeler."
"TID_POPUP_BOOST_MINI_SPELL_FACTORY","Øke bryggehastigheten for mørkeformler med <multiplier>x i <time>?"
"TID_LEAGUE_CHAMPION1","Stormesterliga I"
"TID_LEAGUE_CHAMPION2","Stormesterliga II"
"TID_LEAGUE_CHAMPION3","Stormesterliga III"
"TID_LEAGUE_CHAMPION1_SHORT","Stormester I"
"TID_LEAGUE_CHAMPION2_SHORT","Stormester II"
"TID_LEAGUE_CHAMPION3_SHORT","Stormester III"
"TID_LEAGUE_HERO","Titan"
"TID_LEAGUE_HERO1","Titanliga I"
"TID_LEAGUE_HERO2","Titanliga II"
"TID_LEAGUE_HERO3","Titanliga III"
"TID_LEAGUE_HERO1_SHORT","Titan I"
"TID_LEAGUE_HERO2_SHORT","Titan II"
"TID_LEAGUE_HERO3_SHORT","Titan III"
"TID_LEAGUE_LEGENDARY","Legendeliga"
"TID_LEAGUE_LEGENDARY_SHORT","Legende"
"TID_HINT_STORAGES_SPELL_IMMUNITY","Alle ressurslagre er immune mot skade fra formler!"
"TID_STORAGES_SPELL_IMMUNITY","Alle ressurslagre er immune mot skade fra formler!"
"TID_POPUP_ARMY_OVERVIEW","Oversikt over armé"
"TID_SPEEDUP","Turboformel"
"TID_SPEEDUP_INFO","Gi selv dine tyngste enheter fart i beina!\n\nTurboformler gir ikke større skadepotensiale, slik som raseriformler gjør, men gjør at det går raskere å flytte tropper. Mindre lagringsplass betyr dessuten at du kan ta med flere i kamp!"
"TID_HINT_SPELL_SPEEDUP","Turboformler fungerer utmerket på tropper som gjør stor skade men beveger seg sakte, som ballonger eller P.E.K.K.A."
"TID_EARTHQUAKE","Jordskjelvformel"
"TID_EARTHQUAKE_INFO","Ta i bruk lammende jordskjelv for å svekke murer og bygninger!\n\nJordskjelvformler skader byggverk basert på maksimalt antall treffpoeng. Påfølgende jordskjelv påfører de samme bygningene mindre skade, men gjør større skade på de samme murene. Ingen murer klarer å stå imot kreftene i fire jordskjelvformler!"
"TID_HINT_SPELL_EARTHQUAKE1","Jordskjelvformler rammer tette grupper med byggverk med høye treffpoeng hardt."
"TID_HINT_SPELL_EARTHQUAKE2","Påfølgende jordskjelvformler forårsaker mindre skade på samme byggverk."
"TID_POISON_CLOUD","Giftformel"
"TID_POISON_CLOUD_INFO","Ta i bruk denne livsfarlige giften for å gi armeen din overtaket på fiendetroppene!\n\nForsvarstropper som befinner seg i giftskyen etter giftformelen, vil bevege seg saktere, angripe tregere og bli påført mer og mer skade over tid. Giftformler påvirker ikke byggverk."
"TID_HINT_SPELL_POISON_CLOUD1","Giftformler er svært effektive mot store grupper med fiendeskjeletter."
"TID_HINT_SPELL_POISON_CLOUD2","Armeen din kjemper mer effektivt mot klanslottropper som befinner seg i en giftformel."
"TID_HINT_CLAN_CHAT_PROFANITY_FILTER","Gå til Innstillinger for å aktivere et banneordfilter for klanchaten."
"TID_HINT_DARK_SPELLS","Mørkeformler tar opp mindre lagringsplass enn vanlige formler, så du kan ta med flere!"
"TID_SPELL_STORAGE_BREWING_CAPACITY","Bryggekapasitet: <number>"
"TID_ARMY_OVERVIEW_HINT_SPELLS","Tilgjengelig ved rådhusnivå <number>"
"TID_ARMY_OVERVIEW_HINT_CLAN_CASTLE","Bli med i en klan for å motta klanslottropper og -formler"
"TID_ARMY_OVERVIEW_HINT_HEROES","Tilgjengelig ved rådhusnivå <number>"
"TID_INFO_TARGET_TYPE_BUILDINGS_AND_WALLS","Bygninger og murer"
"TID_INFO_TARGET_TYPE_UNITS","Tropper"
"TID_SPELL_DAMAGE_PERCENT","Skade: <number> %"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS","Legendeliga-turnering"
"TID_LEADERBOARDBANNER_PLAYER_REWARD","Toppspillere i forrige turnering:\n(trykk under for å se mer)"
"TID_LEADERBOARDBANNER_PLAYER_TIMELEFT","Slutter om:"
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_TITLE","Legender fra forrige turnering:"
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_INFO","Trofeer vunnet i Legendeligaen tilbakestilles etter hver turnering. Trofeer som trekkes fra, tildeles som permanente legendetrofeer."
"TID_PRESTIGE_TROPHIES","Legendetrofeer"
"TID_LEGEND_SEASON_END_INTRO","Gratulerer med den legendariske prestasjonen!"
"TID_LEGEND_SEASON_END_INFO","Du avsluttet på plass #<rank> på verdensbasis. Den enestående prestasjonen er lagret på spillerprofilen slik at alle kan se og beundre innsatsen din."
"TID_LEGEND_SEASON_END_INFO_WITH_PRESTIGE","Du avsluttet på plass #<rank> på verdensbasis og sikret deg <prestige> legendetrofeer. Den enestående prestasjonen er lagret på spillerprofilen slik at alle kan se og beundre innsatsen din."
"TID_LEGEND_SEASON_END_TROPHY_RESET","Troféantallet er tilbakestilt til <value> til starten av den nye Legendeliga-turneringen."
"TID_LEGEND_SEASON_INFO","Fullfør en sesong i Legendeligaen, så vil sluttplasseringen vises på profilen din!"
"TID_LEGEND_SEASON_INFO_PRESTIGE","Alle legender får redusert troféantallet til <value> trofeer for en ny start på hver sesong. Fjernede trofeer vil tildeles som legendetrofeer!"
"TID_PROFILE_BEST_TROHPIES","Beste gjennom tidene:"
"TID_PROFILE_LEGEND_BEST","Beste: <month> <year>-sesongen"
"TID_PROFILE_LEGEND_LAST","Forrige: <month> <year>-sesongen"
"TID_PROFILE_LEGEND_RANK","Plass"
"TID_PROFILE_LEGEND_RANK_INLINE","Plassering #<value>"
"TID_BUTTON_EDIT","Rediger armé"
"TID_MONTH_1","Januar"
"TID_MONTH_2","Februar"
"TID_MONTH_3","Mars"
"TID_MONTH_4","April"
"TID_MONTH_5","Mai"
"TID_MONTH_6","Juni"
"TID_MONTH_7","Juli"
"TID_MONTH_8","August"
"TID_MONTH_9","September"
"TID_MONTH_10","Oktober"
"TID_MONTH_11","November"
"TID_MONTH_12","Desember"
"TID_SEASON_NAME","<month> <year>-sesong"
"TID_PROFILE_BEST_WAR_STARS","Krigsstjerner vunnet:"
"TID_PROFILE_LEGEND_NO_LAST_RANK","Ikke på tabellen"
"TID_PREFERRED_TARGET_EFFECT_BONUS","(Effekt x<number>)"
"TID_SETTING_CHANGE_FAILED","Det oppsto en feil da innstillingen skulle endres - prøv på nytt senere."
"TID_SLOW_SPEED","Fartsnedgang: <number> %"
"TID_REQUIRED_DARK_SPELL_FORGE_LEVEL","Krever mørkeformelfabrikk på nivå <number>"
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3","Vinnerne av Legendeliga-turneringen vil presenteres her!"
"TID_LEADERBOARDBANNER_PLAYER_NO_HISTORY","Ingen Legendeliga-spillere havnet på tabellen i forrige turnering."
"TID_LEGEND_SEASON_END_TIP","OBS! Det er spesielle regler og belønninger i Legendeligaen ved sesongslutt!"
"TID_LEGEND_SEASON_INFO_PRESTIGE_MORE","Legendesymboler er det fremste statussymbolet. De kan ikke tas fra deg, og trofeene føres videre fra sesong til sesong."
"TID_NEWS_UPDATE_OTHER_TITLE","Spillbalanse"
"TID_NEWS_UPDATE_OTHER_TEXT","*Fryserformler påvirker nå også lufttropper\n*Lavahunder kan ikke lenger angripe lufttropper\n*Angrepstropper går nå i kamp med forsvarstropper på lengre avstand\n*Titan III- og Titan II-ligaene kan nå kjøpe 1 ukes skjold fra butikken"
"TID_REMOVE_ARMY_CONFIRMATION","Bekrefte redigering?"
"TID_PROFILE_LEGEND","Legendeliga-turnering"
"TID_PROFILE_LEGEND_PRESTIGE","Legendetrofeer"
"TID_SPELL_ALREADY_AT_MAX_LEVEL","Trylleformelen er allerede på maksimumsnivå!"
"TID_LEGEND_SEASON_TITLE","<month> <year>-Legendeliga-turnering"
"TID_LEGEND_SEASON_END_PRESTIGE","Legendetrofeer tjent:"
"TID_LEGEND_SEASON_INFO_TEXT","Det er spesielle regler og belønninger i Legendeligaen ved sesongslutt!"
"TID_WAR_STATS_HEADER_TIEBREAKERS","Avgjørende"
"TID_ALLIANCE_WAR_TOTAL_DESTRUCTION","<friendly> Total ødeleggelse <enemy>"
"TID_ALLIANCE_WAR_TOTAL_DURATION","Total varighet av beste angrep"
"TID_BUTTON_GENERATE_CODE","Lenkekode"
"TID_GOOGLE_PLAY_KUNLUN_TUTORIAL_BUTTON","Se opplæring!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","Oppdaterer til ny versjon"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","Vi oppdaterer til en ny versjon av Clash of Clans. Landsbyen din er snart klar. Kom tilbake om en liten stund!"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","OK"
"TID_GOOGLE_PLAY_KUNLUN_LOAD_VILLAGE_TUTORIAL_BUTTON","Last inn landsby"
"TID_GOOGLE_PLAY_KUNLUN_LOAD_VILLAGE_TITLE","Last inn landsby"
"TID_BUILDING_ARTILLERY","Ørneartilleri"
"TID_ARTILLERY_INFO","Ørneartilleriet har nærmest ubegrenset rekkevidde og angriper hardføre fiender med eksploderende prosjektiler. Det aktiveres imidlertid ikke før en stor mengde tropper er utplassert."
"TID_BUTTON_GENERATE_CODE_TITLE","Overfør konto"
"TID_BUTTON_GENERATE_CODE_TEXT","Overfør landsbyen til en annen Android App Store. Ved å overføre landsbyen beskytter du dataene dine!"
"TID_LINK_CODE_GENERATE_CODE_TEXT","Bruk lenkekoden over for å overføre landsbyen din til en annen Android-appbutikk. Se opplæringen for en detaljert veiledning!"
"TID_LINK_DEVICES_ENTER_CODE_KUNLUN_TEXT","Du får en lenkekode fra landsbyen ved å gå til Innstillinger - Knytt sammen med en enhet. Se opplæringen for en detaljert veiledning!"
"TID_MORE_WECHAT","关注官方认证微信订阅号cocsupercell"
"TID_NEWS_ACCOUNT_TRANSFER","Skaff deg den offisielle kinesiske CoC-versjonen til Android!"
"TID_NEWS_ACCOUNT_TRANSFER_TEXT","Overfør landsbyen nå til en støttet Android-appbutikk for å beskytte landsbyen, få offisiell spillstøtte, oppdateringer og mer!"
"TID_SLOW_SPEED_AND_ATTACK","Forsinket bevegelse/angrep: <number> %"
"TID_WAR_TEAM_TAB_ATTACKS","Angrep"
"TID_WAR_TEAM_TAB_DEFENSES","Forsvar"
"TID_SLOW_ATTACK","Svekking av angrepsrate: <number> %"
"TID_MAX_DPS","Maksimal skade per sekund: <number>"
"TID_NEWS_SPELLS_TITLE","Omgjorte og ladede formler"
"TID_NEWS_SPELLS_TEXT","Lynformel\n*Lynformel på nivå 7 rammer både bygninger og tropper\n*Lynformler på nivå 5 og 6 påfører mer skade\n*Lynnedslag fra lynformler treffer nå nærmere og bommer sjeldnere\n\nGiftformel\n*Tropper rammet av giftformler blir mer sårbare over tid\n*Skade etter giftformler øker nå til store mengder og henger igjen etter at rammede tropper forlater formelen\n*Giftformler reduserer nå dessuten angrepsraten til forsvarstropper\n\nJordskjelvformel\n*Jordskjelvformler påfører nå mer skade, uavhengig av en bygnings gjeldende treffpoeng\n*Påfølgende jordskjelvformler påfører mindre og mindre skade på samme bygninger\n*Fire jordskjelvformler ødelegger alltid en mur, uavhengig av murens nivå!"
"TID_MORE_WECHAT_SERVICE","关注官方认证微信服务号coc-kefu"
"TID_ERROR_POP_UP_LOGIN_FAILED_15","Du kan få tilgang til landsbyens fremdrift ved å installere og starte Clash of Clans fra <APP_STORE> Android-appbutikken."
"TID_KUNLUN_APP_STORE_360","360"
"TID_KUNLUN_APP_STORE_ANZHI","Anzhi"
"TID_KUNLUN_APP_STORE_BAIDU","Baidu"
"TID_KUNLUN_APP_STORE_HUAWEI","Huawei"
"TID_KUNLUN_APP_STORE_LANDING_PAGE","Kunlun Landing Page"
"TID_KUNLUN_APP_STORE_LENOVO","Lenovo"
"TID_KUNLUN_APP_STORE_OPPO","Oppo"
"TID_KUNLUN_APP_STORE_UC","UC"
"TID_KUNLUN_APP_STORE_VIVO","Vivo"
"TID_KUNLUN_APP_STORE_WANDOUJIA","Wandoujia"
"TID_KUNLUN_APP_STORE_XIAOMI","Xiaomi"
"TID_ALLIANCE_DONATE_HEADER_TROOPS","Gi bort soldater:"
"TID_ALLIANCE_DONATE_HEADER_SPELLS","Gi bort formler:"
"TID_ALLIANCE_DONATE_DONATED","Donerte tropper og formler:"
"TID_ALLIANCE_DONATE_DONATED_TROOPS","Donerte tropper:"
"TID_OBSTACLE_HALLOWEEN2015","Halloween-gryte"
"TID_OBSTACLE_HALLOWEEN2016","Skummelt gresskar"
"TID_AVATAR_MESSAGE_BUTTON_MORE_INFO","Mer info"
"TID_AVATAR_MESSAGE_BUTTON_SUPPORT","Kontakt brukerstøtte"
"TID_AVATAR_MESSAGE_SENDER_PLAYER_SUPPORT","Spillerstøtte"
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE","Det ble bedt om refundering på denne kontoen. Forespørselen ble godkjent <refundDate>. Midlene vil refunderes via betalingsmåten som ble brukt ved bestilling.\n\nTotalt <totalRevokedGems> juveler er trukket fra kontoen din, noe som tilsvarer verdien på de refunderte midlene. Dette kan føre til en negativ juvelbalanse. Man kan få en positiv balanse ved å foreta ekstra bestillinger og samle ressurser i spillet."
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE_PLURAL","Det ble bedt om refunderinger på denne kontoen. Forespørselen ble godkjent <refundDate>. Midlene vil refunderes via betalingsmåten som ble brukt ved bestilling.\n\nTotalt <totalRevokedGems> juveler er trukket fra kontoen din, noe som tilsvarer verdien på de refunderte midlene. Dette kan føre til en negativ juvelbalanse. Man kan få en positiv balanse ved å foreta ekstra bestillinger og samle ressurser i spillet."
"TID_IAP_INFO_TEXT","청약철회는 구매일로부터 7일 이내 가능(단, 사용시 철회불가) 법정대리인 동의 없는 미성년자명의 결제 시 취소가능 (자세히보기)"
"TID_INFO_POP_UP_TOS_PP_TITLE","Viktig merknad"
"TID_INFO_POP_UP_TOS_PP_NOTE","Det er gratis å spille Clash of Clans, men du kan få raskere fremgang ved å foreta kjøp i appen (du kan deaktivere dette i enhetens innstillinger). Trykk på OK for å godta vilkårene og retningslinjene for personvern."
"TID_INFO_POP_UP_TOS_PP_NOTE_ANDROID","Det er gratis å spille Clash of Clans, men du kan få raskere fremgang ved å foreta kjøp i appen (du kan hindre dette ved å aktivere passordbeskyttelse i innstillingene til Google Play Butikk). Trykk på OK for å godta vilkårene og retningslinjene for personvern."
"TID_INFO_POP_UP_TOS_PP_NOTE_KUNLUN","Det er gratis å spille Clash of Clans, men du kan få raskere fremgang ved å foreta kjøp i appen. Trykk på OK for å godta vilkårene og retningslinjene for personvern."
"TID_INFO_POP_UP_TOS_PP_BUTTON1","OK"
"TID_INFO_POP_UP_TOS_PP_BUTTON2","Tjenestevilkår"
"TID_MORE_CLASH_COM","Bli kjent med Clash-universet på ClashofClans.com"
"TID_ACHIEVEMENT_SPELL_DONATION_TITLE","Å gi er å få"
"TID_ACHIEVEMENT_SPELL_DONATION","Gi bort formellagringskapasitet tilsvarende <number> formler"
"TID_ACHIEVEMENT_SPELL_DONATION_COMPLETED","Formelkapasitet donert totalt: <value>"
"TID_ACHIEVEMENT_DESTROY_ARTILLERY_TITLE","Anti-artilleri"
"TID_ACHIEVEMENT_DESTROY_ARTILLERY","Ødelegg <number> ørneartillerier i flerspillerkamper"
"TID_ACHIEVEMENT_DESTROY_ARTILLERY_COMPLETED","Antall ørneartillerier ødelagt: <value>"
"TID_POPUP_BREAK_SHIELD","Fjerne skjold?"
"TID_POPUP_BREAK_SHIELD_TEXT","Er du sikker på at du vil fjerne skjoldet? Du får vakter hver gang et skjold avsluttes."
"TID_POPUP_BREAK_GUARD","Fjerne vakt?"
"TID_POPUP_BREAK_GUARD_TEXT","Hvis du ikke har vakter, kan andre spillere angripe deg. Er du sikker på at du vil fjerne vakten?"
"TID_LOCAL_NOTIFICATION_GUARD_WILL_DISAPPEAR","Høvding, vakten vår avsluttes snart!"
"TID_GUARD_NOT_AVAILABLE","Vakter kan ikke kjøpes mens skjoldet er aktivt."
"TID_GUARD_ON_COOLDOWN","Vakt ikke tilgjengelig ennå!"
"TID_ATTACK_FAIL_TARGET_HAS_GUARD","Kan ikke angripe! Landsbyen har en aktiv vakt."
"TID_GROWTH_AURA_PERCENT","HP-økning: <number> %"
"TID_GROWTH_AURA_MAX","Maks HP-økning: <number>"
"TID_BUY_SHIELD_WHILE_GUARDED_TEXT","Er du sikker på at du vil kjøpe <name>?\n<cff0000>OBS! Dette vil avløse den aktive vakten</c>"
"TID_FAQ_TITLE_GUARD","Hva er vakten, og hvordan fungerer den?"
"TID_FAQ_TEXT_GUARD","På samme måte som skjoldet forhindrer vakten angrep mot deg. Til forskjell fra skjold kan man imidlertid angripe andre landsbyer uten at vakten påvirkes. Du får automatisk noen vakter hver gang et skjold er tomt, og jo høyere liga du er i, jo flere vakter får du! Man kan også kjøpe ekstra vakter fra butikken hver dag for en liten mengde juveler."
"TID_HINT_GUARD_GAIN","Du får noen få vakter hver gang et skjold er tomt. Dette er en perfekt tid for å angripe!"
"TID_HINT_GUARD_GAIN_TIME","Jo høyere liga du er i, jo flere vakter får du når et skjold går tomt!"
"TID_HINT_GUARD_LOSE","Du kan angripe så mye du vil, uten å miste de aktive vaktene"
"TID_GRAND_WARDEN","Storvokter"
"TID_GRAND_WARDEN_INFO","Storvokteren er en utmerket taktiker som har brukt mange år på å lære å utnytte kraftfulle gjenstander med ukjent opphav. Han sørger for at tropper som angriper fiendelandsbyer eller forsvarer landsbyen din, blir tøffere."
"TID_HERO_INSTRUCTIONS_WARDEN","Denne kloke og erfarne krigeren oppsøker vennligsinnede tropper som han kan kjempe bak og støtte med en livsaura, og da tar han form av et forsvarstårn. I angrep kan han gå over murer eller fly høyt, og han kan gjøre tropper i nærheten immune mot skade når Evighetsbok-ferdigheten låses opp!"
"TID_HERO_AURA_WARDEN_TITLE","Livsaura"
"TID_HERO_AURA_WARDEN_DESC","Vokterens mystiske gjenstander utsondrer konstant en helsefremmende aura, som blir bedre for hvert nivå. Alle vennligsinnede enheter i nærheten, enten de er i angrep eller forsvar, får flere treffpoeng. De mister imidlertid fordelen hvis de vandrer for langt av gårde!"
"TID_HERO_ABILITY_WARDEN_TITLE","Evighetsbok"
"TID_HERO_ABILITY_WARDEN_DESC","Vokteren slipper løs den fulle kraften i den magiske boken, noe som gjør at han selv og vennligsinnede enheter blir helt immune mot skade i en kort periode!"
"TID_HINT_ARTILLERY","En liten tropp kan hjelpe til med å forberede et angrep før ørneartilleriet aktiveres."
"TID_HINT_ARTILLERY2","Et kjapt angrep kan overvelde ørneartilleriet før det får gjort noe særlig med skade."
"TID_HINT_ARTILLERY3","Ørneartilleriet er omringet av en omfangsrik ingen ild-sone. Sørg for at de mest verdifulle bygningene dine befinner seg i sonen!"
"TID_HINT_HERO_GRAND_WARDEN","Storvokteren tar i bruke mystiske gjenstander for å gjøre tropper i nærheten supertøffe."
"TID_HINT_HERO_GRAND_WARDEN_MODE","Bruker du en flyvende hær? Prøv å sette storvokteren i luftmodus!"
