"TID","ES"
"TID_BOOKMARKS_NOT_LOADED_YET","No se han podido cargar los favoritos. Inténtalo de nuevo más tarde."
"TID_ALLIANCE_UNAVAILABLE","La información del clan no está disponible."
"TID_BOOKMARK_ADDED","Favorito añadido"
"TID_BOOKMARK_REMOVED","Favorito eliminado"
"TID_BOOKMARKS_FULL","Favoritos llenos"
"TID_NAME_CHANGE_ALREADY_USED","Ya has cambiado de nombre una vez."
"TID_SETTINGS_PLAYERNAME_CONFIRM_NEW","¿Seguro que quieres cambiar de nombre?\nTu nuevo nombre será:"
"TID_ERROR_NAMES_DONT_MATCH","Los nombres no coinciden. Inténtalo de nuevo."
"TID_BUTTON_ROTATE","Girar"
"TID_NAME_CHANGED_SUCCESS","¡Has cambiado de nombre!"
"TID_NAME_CHANGE_IN_PROGRESS","No puedes cambiar de nombre. Ya hay un cambio de nombre en curso."
"TID_PLAYER_TAG","Etiqueta de jugador"
"TID_ALLIANCE_WAR_ATTACK_CONFIRM","Confirma que quieres atacar."
"TID_BUTTON_WAR_ATTACK_CONFIRM_ATTACK","Atacar"
"TID_WAR_ATTACK_CONFIRM_TITLE","¿Atacar ahora?"
"TID_WAR_ATTACK_CONFIRM_TROOPS_TEXT","Tropas: <number>"
"TID_WAR_ATTACK_CONFIRM_SPELLS_TEXT","Hechizos: <number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TEXT","Tropas y hechizos del castillo del clan: <number>"
"TID_WAR_ATTACK_CONFIRM_CASTLE_TROOPS_ONLY_TEXT","Tropas del castillo del clan: <number>"
"TID_WAR_ATTACK_CONFIRM_HEROES","Héroes: <number>"
"TID_WAR_ATTACK_CONFIRM_INFO","¿Seguro que quieres continuar? Usarás uno de tus ataques restantes."
"TID_AIR_BLASTER","Controlador aéreo"
"TID_AIR_BLASTER_INFO","Controla los cielos con potentes ráfagas de viento que hacen retroceder a los enemigos aéreos. Solo puede apuntar hacia una dirección, así que hazlo girar para maximizar su efectividad."
"TID_STREAM_EVENT_CHANGED_SETTINGS","ha actualizado los ajustes del clan."
"TID_KNOCKBACK","Fuerza de retroceso: <number> casillas"
"TID_SETTINGS_CLAN_CHAT_FILTER","Filtrar chat del clan"
"TID_INFO_SPELL_STORAGE","Almacén de hechizos:"
"TID_BUILDING_MINI_SPELL_FACTORY","Caldero de hechizos oscuros"
"TID_MINI_SPELL_FACTORY_INFO","Solo los magos más brillantes (o temerarios) se atreven a elaborar elixir oscuro. Para dominar los hechizos oscuros más densos se requiere una perspicacia muy aguda, pero con ello se consiguen unas ventajas tácticas únicas."
"TID_POPUP_BOOST_MINI_SPELL_FACTORY","¿Quieres multiplicar por <multiplier> la velocidad de elaboración de hechizos oscuros durante <time>?"
"TID_LEAGUE_CHAMPION1","Liga de Campeones I"
"TID_LEAGUE_CHAMPION2","Liga de Campeones II"
"TID_LEAGUE_CHAMPION3","Liga de Campeones III"
"TID_LEAGUE_CHAMPION1_SHORT","Campeón I"
"TID_LEAGUE_CHAMPION2_SHORT","Campeón II"
"TID_LEAGUE_CHAMPION3_SHORT","Campeón III"
"TID_LEAGUE_HERO","Titán"
"TID_LEAGUE_HERO1","Liga de Titanes I"
"TID_LEAGUE_HERO2","Liga de Titanes II"
"TID_LEAGUE_HERO3","Liga de Titanes III"
"TID_LEAGUE_HERO1_SHORT","Titán I"
"TID_LEAGUE_HERO2_SHORT","Titán II"
"TID_LEAGUE_HERO3_SHORT","Titán III"
"TID_LEAGUE_LEGENDARY","Liga de Leyendas"
"TID_LEAGUE_LEGENDARY_SHORT","Leyenda"
"TID_HINT_STORAGES_SPELL_IMMUNITY","Todos los almacenes de recursos son inmunes al daño de hechizo."
"TID_STORAGES_SPELL_IMMUNITY","Todos los almacenes de recursos son inmunes al daño de hechizo."
"TID_POPUP_ARMY_OVERVIEW","Información del ejército"
"TID_SPEEDUP","Hechizo de aceleración"
"TID_SPEEDUP_INFO","¡Ponles las pilas incluso a las unidades más pesadas!\n\nLos hechizos de aceleración no aumentan tanto el daño como los hechizos de furia, pero proporcionan un aumento de la velocidad de movimiento. Además, al ocupar menos espacio de almacenamiento, podrás llevar más a la batalla."
"TID_HINT_SPELL_SPEEDUP","Los hechizos de aceleración son fantásticos para las unidades lentas capaces de infligir mucho daño, como el globo bombástico y el P.E.K.K.A."
"TID_EARTHQUAKE","Hechizo de terremoto"
"TID_EARTHQUAKE_INFO","¡Debilita los muros y los edificios con terremotos de gran magnitud!\n\nEl hechizo de terremoto daña las estructuras en función de sus puntos de vida. Los siguientes hechizos de terremoto infligirán cada vez menos daño a los mismos edificios, pero más a los mismos muros. ¡Ningún muro podrá resistir la fuerza de cuatro hechizos de terremoto!"
"TID_HINT_SPELL_EARTHQUAKE1","Los hechizos de terremoto pueden afectar gravemente a los grupos de edificios con muchos puntos de vida."
"TID_HINT_SPELL_EARTHQUAKE2","Lanzar más hechizos de terremoto contra los mismos edificios inflige menos daño."
"TID_POISON_CLOUD","Hechizo de veneno"
"TID_POISON_CLOUD_INFO","¡Dales un poco de ventaja a tus tropas con este veneno mortífero!\n\nLas unidades defensivas que se vean envueltas en la nube tóxica del hechizo de veneno se moverán y atacarán más despacio; además, recibirán cada vez más daño. Este hechizo no afecta a las estructuras."
"TID_HINT_SPELL_POISON_CLOUD1","Los hechizos de veneno son muy eficaces contra grandes grupos de esqueletos enemigos."
"TID_HINT_SPELL_POISON_CLOUD2","Los ataques de tu ejército serán mucho más eficaces contra las tropas del castillo del clan afectadas por el hechizo de veneno."
"TID_HINT_CLAN_CHAT_PROFANITY_FILTER","En el menú Ajustes se puede activar un filtro de lenguaje vulgar para el chat del clan."
"TID_HINT_DARK_SPELLS","Los hechizos oscuros ocupan menos espacio de almacenamiento que los hechizos normales, lo que te permite llevar más."
"TID_SPELL_STORAGE_BREWING_CAPACITY","Capacidad de elaboración: <number>"
"TID_ARMY_OVERVIEW_HINT_SPELLS","Disponible con un ayuntamiento de nivel <number>."
"TID_ARMY_OVERVIEW_HINT_CLAN_CASTLE","Únete a un clan para recibir tropas y hechizos del castillo del clan."
"TID_ARMY_OVERVIEW_HINT_HEROES","Disponible con un ayuntamiento de nivel <number>."
"TID_INFO_TARGET_TYPE_BUILDINGS_AND_WALLS","Edificios y muros"
"TID_INFO_TARGET_TYPE_UNITS","Tropas"
"TID_SPELL_DAMAGE_PERCENT","Daño: <number> %"
"TID_LEADERBOARDBANNER_PLAYERTOURNAMENTS","Torneo de la Liga de Leyendas"
"TID_LEADERBOARDBANNER_PLAYER_REWARD","Mejores jugadores del último torneo:\n(toca abajo para ver más)"
"TID_LEADERBOARDBANNER_PLAYER_TIMELEFT","Termina en:"
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_TITLE","Leyendas del último torneo:"
"TID_LEADERBOARDBANNER_PLAYER_HISTORY_INFO","El contador de trofeos de los jugadores se restablece al inicio de la Liga de Leyendas después de cada torneo. Los trofeos deducidos se otorgan de forma permanente como trofeos de leyenda."
"TID_PRESTIGE_TROPHIES","Trofeos de leyenda"
"TID_LEGEND_SEASON_END_INTRO","¡Enhorabuena por tu actuación legendaria!"
"TID_LEGEND_SEASON_END_INFO","Has finalizado con el rango global <rank>. Tu sobresaliente rendimiento se ha grabado en tu perfil de jugador para que todos lo vean."
"TID_LEGEND_SEASON_END_INFO_WITH_PRESTIGE","Has finalizado con el rango global <rank> y has ganado <prestige> trofeos de leyenda. Tu sobresaliente rendimiento se ha grabado en tu perfil de jugador para que todos lo vean."
"TID_LEGEND_SEASON_END_TROPHY_RESET","Tu contador de trofeos se ha restablecido a <value> para el inicio del nuevo torneo de la Liga de Leyendas."
"TID_LEGEND_SEASON_INFO","Termina una temporada de la Liga de Leyendas y tu posición final aparecerá en tu perfil."
"TID_LEGEND_SEASON_INFO_PRESTIGE","El contador de trofeos de todas las leyendas se restablece a <value> al inicio de cada temporada. Los trofeos deducidos se conservan como trofeos de leyenda."
"TID_PROFILE_BEST_TROHPIES","El mejor de la historia:"
"TID_PROFILE_LEGEND_BEST","Mejor: Temporada <month> <year>"
"TID_PROFILE_LEGEND_LAST","Anterior: Temporada <month> <year>"
"TID_PROFILE_LEGEND_RANK","Rango"
"TID_PROFILE_LEGEND_RANK_INLINE","Rango <value>"
"TID_BUTTON_EDIT","Editar ejército"
"TID_MONTH_1","Enero"
"TID_MONTH_2","Febrero"
"TID_MONTH_3","Marzo"
"TID_MONTH_4","Abril"
"TID_MONTH_5","Mayo"
"TID_MONTH_6","Junio"
"TID_MONTH_7","Julio"
"TID_MONTH_8","Agosto"
"TID_MONTH_9","Septiembre"
"TID_MONTH_10","Octubre"
"TID_MONTH_11","Noviembre"
"TID_MONTH_12","Diciembre"
"TID_SEASON_NAME","Temporada <month> <year>"
"TID_PROFILE_BEST_WAR_STARS","Estrellas de guerra ganadas:"
"TID_PROFILE_LEGEND_NO_LAST_RANK","Sin clasificar"
"TID_PREFERRED_TARGET_EFFECT_BONUS","(Efecto x<number>)"
"TID_SETTING_CHANGE_FAILED","Se ha producido un error al cambiar este parámetro. Inténtalo de nuevo más tarde."
"TID_SLOW_SPEED","Disminución de velocidad: <number> %"
"TID_REQUIRED_DARK_SPELL_FORGE_LEVEL","Requiere caldero de hechizos oscuros de nivel <number>."
"TID_LEADERBOARDBANNER_PLAYER_NO_TOP_3","¡Aquí aparecerán los ganadores del torneo de la Liga de Leyendas!"
"TID_LEADERBOARDBANNER_PLAYER_NO_HISTORY","Ningún jugador de la Liga de Leyendas se ha clasificado en el último torneo."
"TID_LEGEND_SEASON_END_TIP","NOTA: La Liga de Leyendas tiene reglas y recompensas especiales de fin de temporada."
"TID_LEGEND_SEASON_INFO_PRESTIGE_MORE","Los trofeos de leyenda son la máxima expresión del prestigio. Se acumulan temporada tras temporada y nunca se pierden."
"TID_NEWS_UPDATE_OTHER_TITLE","Equilibrio del juego:"
"TID_NEWS_UPDATE_OTHER_TEXT","* Ahora el hechizo de hielo afecta también a las tropas defensivas aéreas.\n* Los sabuesos de lava ya no pueden atacar a las tropas aéreas.\n* Las tropas atacantes entrarán en combate con las tropas defensivas desde más lejos.\n* Ahora se pueden comprar escudos de una semana en las Ligas de Titanes II y III."
"TID_REMOVE_ARMY_CONFIRMATION","¿Confirmar edición?"
"TID_PROFILE_LEGEND","Torneo de la Liga de Leyendas"
"TID_PROFILE_LEGEND_PRESTIGE","Trofeos de leyenda"
"TID_SPELL_ALREADY_AT_MAX_LEVEL","¡Este hechizo ha alcanzado su máximo nivel!"
"TID_LEGEND_SEASON_TITLE","Torneo de la Liga de Leyendas <month> <year>"
"TID_LEGEND_SEASON_END_PRESTIGE","Trofeos de leyenda ganados:"
"TID_LEGEND_SEASON_INFO_TEXT","La Liga de Leyendas tiene reglas y recompensas especiales de fin de temporada."
"TID_WAR_STATS_HEADER_TIEBREAKERS","Desempate"
"TID_ALLIANCE_WAR_TOTAL_DESTRUCTION","<friendly> Destrucción total <enemy>"
"TID_ALLIANCE_WAR_TOTAL_DURATION","Duración total de los mejores ataques"
"TID_BUTTON_GENERATE_CODE","Código de enlace"
"TID_GOOGLE_PLAY_KUNLUN_TUTORIAL_BUTTON","Ver tutorial"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_TITLE","Actualización en proceso"
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_MESSAGE","Estamos actualizando a la nueva versión de Clash of Clans. Tu aldea estará disponible de nuevo muy pronto, vuelve en un rato."
"TID_NATIVE_DIALOG_VERSION_NOT_UP_TO_DATE_STORE_NOT_READY_BUTTON","Vale"
"TID_GOOGLE_PLAY_KUNLUN_LOAD_VILLAGE_TUTORIAL_BUTTON","Cargar aldea"
"TID_GOOGLE_PLAY_KUNLUN_LOAD_VILLAGE_TITLE","Cargar aldea"
"TID_BUILDING_ARTILLERY","Águila de artillería"
"TID_ARTILLERY_INFO","El águila de artillería tiene un alcance casi ilimitado y lanza obuses explosivos a los enemigos resistentes, pero no se activará hasta que no se hayan desplegado muchas tropas."
"TID_BUTTON_GENERATE_CODE_TITLE","Transferir cuenta"
"TID_BUTTON_GENERATE_CODE_TEXT","Transfiere tu aldea a otra tienda de aplicaciones para Android, así evitarás perder tus datos."
"TID_LINK_CODE_GENERATE_CODE_TEXT","Usa el enlace de abajo para transferir tu aldea a otra tienda de aplicaciones para Android. Echa un vistazo al tutorial para saber cómo hacerlo."
"TID_LINK_DEVICES_ENTER_CODE_KUNLUN_TEXT","Puedes conseguir un código de enlace desde Ajustes > Enlazar (debajo de Dispositivos). Echa un vistazo al tutorial para saber cómo hacerlo."
"TID_MORE_WECHAT","关注官方认证微信订阅号cocsupercell"
"TID_NEWS_ACCOUNT_TRANSFER","¡Consigue la versión china oficial de CoC para Android!"
"TID_NEWS_ACCOUNT_TRANSFER_TEXT","Transfiere tu aldea a otro dispositivo Android compatible para proteger tus datos y recibir noticias, ayuda del servicio de asistencia ¡y mucho más!"
"TID_SLOW_SPEED_AND_ATTACK","Velocidad de movimiento/ataque: -<number> %"
"TID_WAR_TEAM_TAB_ATTACKS","Ataques"
"TID_WAR_TEAM_TAB_DEFENSES","Defensas"
"TID_SLOW_ATTACK","Ataque: -<number> %"
"TID_MAX_DPS","Daño máximo por segundo: <number>"
"TID_NEWS_SPELLS_TITLE","Ajustes en los hechizos"
"TID_NEWS_SPELLS_TEXT","Hechizo de rayo:\n* El hechizo de rayo de nivel 7 arrasa igualmente con tropas y edificios.\n* Se ha aumentado el daño del hechizo de rayo de niveles 5 y 6.\n* Ahora los rayos se lanzan más juntos para mejorar la puntería.\n\nHechizo de veneno:\n* Al principio, este hechizo no afectará tanto a las tropas, pero infligirá cada vez más daño.\n* Puede llegar a infligir un gran daño que perdura incluso después de disiparse el hechizo.\n* Este hechizo reduce el porcentaje de ataque de las tropas defensivas.\n\nHechizo de terremoto:\n* Este hechizo inflige mucho más daño, independientemente de los puntos de vida actuales del edificio.\n* Lanzar más hechizos de terremoto contra los mismos edificios inflige menos daño.\n* Cualquier muro se podrá destruir con cuatro hechizos de terremoto."
"TID_MORE_WECHAT_SERVICE","关注官方认证微信服务号coc-kefu"
"TID_ERROR_POP_UP_LOGIN_FAILED_15","Instala Clash of Clans desde la tienda de aplicaciones para Android <APP_STORE> y ejecuta el juego para recuperar el progreso de tu aldea."
"TID_KUNLUN_APP_STORE_360","360"
"TID_KUNLUN_APP_STORE_ANZHI","Anzhi"
"TID_KUNLUN_APP_STORE_BAIDU","Baidu"
"TID_KUNLUN_APP_STORE_HUAWEI","Huawei"
"TID_KUNLUN_APP_STORE_LANDING_PAGE","Kunlun Landing Page"
"TID_KUNLUN_APP_STORE_LENOVO","Lenovo"
"TID_KUNLUN_APP_STORE_OPPO","Oppo"
"TID_KUNLUN_APP_STORE_UC","UC"
"TID_KUNLUN_APP_STORE_VIVO","Vivo"
"TID_KUNLUN_APP_STORE_WANDOUJIA","Wandoujia"
"TID_KUNLUN_APP_STORE_XIAOMI","Xiaomi"
"TID_ALLIANCE_DONATE_HEADER_TROOPS","Donar tropas:"
"TID_ALLIANCE_DONATE_HEADER_SPELLS","Donar hechizos:"
"TID_ALLIANCE_DONATE_DONATED","Tropas y hechizos donados:"
"TID_ALLIANCE_DONATE_DONATED_TROOPS","Tropas donadas:"
"TID_OBSTACLE_HALLOWEEN2015","Caldero de Halloween"
"TID_OBSTACLE_HALLOWEEN2016","Calabaza aterradora"
"TID_AVATAR_MESSAGE_BUTTON_MORE_INFO","Información"
"TID_AVATAR_MESSAGE_BUTTON_SUPPORT","Asistencia técnica"
"TID_AVATAR_MESSAGE_SENDER_PLAYER_SUPPORT","Asistencia al jugador"
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE","El <refundDate> se aprobó un reembolso solicitado para esta cuenta. Este reembolso se realizará en la misma forma de pago que se usó al hacer la compra.\n\nSe ha deducido un total de <totalRevokedGems> gemas de tu cuenta, que corresponde al valor del reembolso. Esto puede resultar en una cantidad negativa de gemas. Para volver a tener una cantidad positiva, compra más gemas y recoge recursos del juego."
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE_PLURAL","El <refundDate> se aprobaron reembolsos solicitados para esta cuenta. Estos reembolsos se realizarán en la misma forma de pago que se usó al hacer la compra.\n\nSe ha deducido un total de <totalRevokedGems> gemas de tu cuenta, que corresponde al valor de los reembolsos. Esto puede resultar en una cantidad negativa de gemas. Para volver a tener una cantidad positiva, compra más gemas y recoge recursos del juego."
"TID_IAP_INFO_TEXT","청약철회는 구매일로부터 7일 이내 가능(단, 사용시 철회불가) 법정대리인 동의 없는 미성년자명의 결제 시 취소가능 (자세히보기)"
"TID_INFO_POP_UP_TOS_PP_TITLE","Aviso importante"
"TID_INFO_POP_UP_TOS_PP_NOTE","Clash of Clans es gratuito, pero puedes acelerar tu progreso con compras integradas (puedes desactivarlas en los ajustes del dispositivo). Toca Vale para aceptar las Condiciones del servicio y la Política de privacidad."
"TID_INFO_POP_UP_TOS_PP_NOTE_ANDROID","Clash of Clans es gratuito, pero puedes acelerar tu progreso con compras integradas (si no quieres hacerlo, activa la protección por contraseña en los ajustes de Google Play Store). Toca Vale para aceptar las Condiciones del servicio y la Política de privacidad."
"TID_INFO_POP_UP_TOS_PP_NOTE_KUNLUN","Clash of Clans es gratuito, pero puedes acelerar tu progreso con compras integradas. Toca Vale para aceptar las Condiciones del servicio y la Política de privacidad."
"TID_INFO_POP_UP_TOS_PP_BUTTON1","Vale"
"TID_INFO_POP_UP_TOS_PP_BUTTON2","Condiciones del servicio"
"TID_MORE_CLASH_COM","¡Explora el mundo de Clash of Clans en ClashofClans.com!"
"TID_ACHIEVEMENT_SPELL_DONATION_TITLE","Compartir es vivir"
"TID_ACHIEVEMENT_SPELL_DONATION","Dona <number> de capacidad de almacenaje de hechizos."
"TID_ACHIEVEMENT_SPELL_DONATION_COMPLETED","Capacidad de almacenaje de hechizos donada: <value>"
"TID_ACHIEVEMENT_DESTROY_ARTILLERY_TITLE","Antiartillería"
"TID_ACHIEVEMENT_DESTROY_ARTILLERY","Destruye <number> águilas de artillería en batallas multijugador."
"TID_ACHIEVEMENT_DESTROY_ARTILLERY_COMPLETED","Águilas de artillería destruidas: <value>"
"TID_POPUP_BREAK_SHIELD","Eliminar escudo"
"TID_POPUP_BREAK_SHIELD_TEXT","¿Seguro que quieres eliminar tu escudo? Cada vez que termina un escudo, recibes un tiempo de guardia."
"TID_POPUP_BREAK_GUARD","Eliminar guardia"
"TID_POPUP_BREAK_GUARD_TEXT","¿Seguro que quieres eliminar tu guardia? Otros jugadores podrán atacarte."
"TID_LOCAL_NOTIFICATION_GUARD_WILL_DISAPPEAR","¡Jefe, nuestra guardia está a punto de acabar!"
"TID_GUARD_NOT_AVAILABLE","No se puede comprar una guardia mientras se tiene un escudo activo."
"TID_GUARD_ON_COOLDOWN","¡Guardia no disponible todavía!"
"TID_ATTACK_FAIL_TARGET_HAS_GUARD","No puedes atacar, la aldea tiene una guardia activa."
"TID_GROWTH_AURA_PERCENT","Aumento de PV: <number> %"
"TID_GROWTH_AURA_MAX","Aumento de PV máx.: <number>"
"TID_BUY_SHIELD_WHILE_GUARDED_TEXT","¿Seguro que quieres comprar un <name>?\n<cff0000>AVISO: Se eliminará la guardia activa.</c>"
"TID_FAQ_TITLE_GUARD","¿Qué es la guardia y cómo funciona?"
"TID_FAQ_TEXT_GUARD","La guardia, al igual que el escudo, impide que te ataquen. Sin embargo, a diferencia del escudo, te permite atacar otras aldeas cuando quieras sin que afecte a tu guardia. Cada vez que tu escudo se agote, recibirás un tiempo de guardia, que será mayor cuanto mayor sea tu liga. También podrás comprar más guardias en la tienda cada día por unas cuantas gemas."
"TID_HINT_GUARD_GAIN","Cada vez que tu escudo se agote, recibirás un tiempo de guardia. ¡Será el momento idóneo para atacar!"
"TID_HINT_GUARD_GAIN_TIME","Cuanto mayor sea tu liga, más tiempo de guardia recibirás cuando tu escudo se agote."
"TID_HINT_GUARD_LOSE","Podrás atacar cuanto quieras sin perder nada de tu guardia activa."
"TID_GRAND_WARDEN","Gran centinela"
"TID_GRAND_WARDEN_INFO","El gran centinela es un brillante estratega que se ha pasado años aprendiendo a usar poderosos artefactos de origen desconocido. Fortalece tanto a tus tropas atacantes como defensivas."
"TID_HERO_INSTRUCTIONS_WARDEN","Este veterano estratega lucha desde la retaguardia de los grupos de tropas aliadas y, gracias a su aura vital, les proporciona puntos de vida adicionales. Al defender toma forma de torre y al atacar puede trepar muros o volar. Con la habilidad del libro eterno desbloqueada, puede hacer que las tropas cercanas sean inmunes al daño."
"TID_HERO_AURA_WARDEN_TITLE","Aura vital"
"TID_HERO_AURA_WARDEN_DESC","Los misteriosos artefactos del centinela emiten continuamente un aura de salud que mejora con cada nivel. Todas las unidades amigas cercanas, tanto en ataque como en defensa, conseguirán puntos de vida adicionales, pero no si se alejan demasiado."
"TID_HERO_ABILITY_WARDEN_TITLE","Libro eterno"
"TID_HERO_ABILITY_WARDEN_DESC","El centinela libera todo el poder de su libro arcano, haciendo que él y las tropas cercanas sean totalmente inmunes al daño durante un tiempo limitado."
"TID_HINT_ARTILLERY","Un escuadrón de tropas puede ayudar en el ataque para que el águila de artillería se active."
"TID_HINT_ARTILLERY2","Un ataque rápido puede superar al águila de artillería antes de que cause estragos."
"TID_HINT_ARTILLERY3","El águila de artillería tiene un área de alto el fuego a su alrededor. ¡Asegúrate de que cubre tus mejores edificios!"
"TID_HINT_HERO_GRAND_WARDEN","El gran centinela usa misteriosos artefactos para fortalecer increíblemente a las tropas cercanas."
"TID_HINT_HERO_GRAND_WARDEN_MODE","¿Tienes un ejército volador? ¡Pon al gran centinela en modo aéreo!"
"TID_HINT_ARTILLERY_TARGET","El águila de artillería dispara a las tropas más resistentes del grupo más grande o cercano."
"TID_HINT_ARTILLERY_TARGET2","El lugar del impacto de los disparos del águila de artillería se marcará con una zona en forma de red."
"TID_HINT_ARTILLERY_TARGET3","Las unidades cercanas al lugar del impacto recibirán daño de onda expansiva."
"TID_POPUP_SHIELD_REMOVAL_REVENGE","Si te vengas, la duración de tu escudo se reducirá. Si esta es menor que el coste de ataque, el escudo se eliminará por completo."
"TID_HINT_GUARD","Una guardia activa te protege de los ataques a la vez que te permite atacar a otros jugadores."
"TID_ERROR_POP_UP_PERSONAL_BREAK_EXTENDED_TITLE","Pausa extendida"
"TID_ERROR_POP_UP_PERSONAL_BREAK_EXTENDED","El límite de tiempo de tu pausa personal no se ha reiniciado completamente porque no compraste ningún escudo la última vez que te tomaste un descanso."
