"TID","EN"
"TID_NEWS_TH11_UPDATE_OTHER_TEXT","• Two new achievements have been added: Anti-Artillery and Sharing is Caring\n• Troop/Spell donation interface has been revamped and now shows existing donations\n• Troops in Barracks can now be queued in sequence, similarly to the Spell Factory\n• The Clan War button now animates when a war attack starts\n• Active Shield or Guard can now be manually dismissed by tapping on the icon\n• You can now be offline a bit longer before being made vulnerable to attack\n• A special sound plays when finding a multiplayer target after 10 seconds of searching\n• A special sound plays when no multiplayer targets are found and a search is cancelled\n• Personal Break online-time limit has been reduced to 3 hours\n• Personal Break limit is now extended instead of reset in some cases\n• Multiplayer matchmaking is less likely to offer opponents under your Town Hall level (only below Champion League)"
"TID_NEWS_TOS_UPDATE","We've updated our Terms of Service and Privacy Policy! Please take some time to peruse them (available in-game behind Settings). These important documents govern your relationship with our games, containing beneficial information for anyone who chooses to play. For more information, visit our forums."
"TID_SHIELD_POPUP_SHIELD_TIP","We're safe, for now. Relax or attack!"
"TID_SHIELD_POPUP_GUARD_TIP","Protection is ending soon. Be prepared!"
"TID_SHIELD_POPUP_NONE_TIP","We're unprotected! Ready the defense!"
"TID_SHIELD_POPUP_SHIELD_DESCRIPTION_1","Shields prevent attacks from others. Shields aren't affected by browsing targets in Multiplayer or Revenge, but they will shorten if you start an attack."
"TID_SHIELD_POPUP_GUARD_DESCRIPTION_1","Guard is the last bit of time before protection from attackers ends. You can attack others without penalty, but be careful - Guard doesn't last for long!"
"TID_SHIELD_POPUP_NONE_DESCRIPTION_1","Without Shield or Guard, an attack might come at any moment. Defend the Town Hall at all costs! Traps, Heroes and Clan Castle troops will maximize the defense."
"TID_SHIELD_POPUP_PERSONAL_BREAK","Note: Villagers will need a short break after being too long without Shield."
"TID_SHIELD_POPUP_PERSONAL_BREAK_REMAINING","Time until Personal Break:"
"TID_SHIELD_POPUP_SHIELD_TITLE","Shield Active"
"TID_SHIELD_POPUP_GUARD_TITLE","Guard Active"
"TID_SHIELD_POPUP_NONE_TITLE","Shield Inactive"
"TID_SHIELD_POPUP_REMOVE_BUTTON","Remove"
"TID_SHIELD_SHIELD","Shield"
"TID_SHIELD_GUARD","Guard"
"TID_BUTTON_TREASURY","Treasury"
"TID_MULTIPLAYER_STAR_BONUS","Star Bonus"
"TID_MULTIPLAYER_BONUS_AVAILABLE_AGAIN","Next in: <time>"
"TID_STAR_BONUS_WINDOW_TITLE","Star Bonus"
"TID_STARBONUS_WINDOW_AWARD","Star Bonus received!"
"TID_STARBONUS_WINDOW_AWARD_EVENT","<c66CC00><num>x Star Bonus received!</c>"
"TID_STARBONUS_WINDOW_TREASURY","Bonus loot has been delivered to the Treasury."
"TID_LOOT_CART","Loot Cart"
"TID_LOOT_CART_INFO","The attackers left behind some loot, make sure to collect it after every defense!"
"TID_NO_TREASURY_LOOT_TO_COLLECT","Treasury is empty! Nothing to collect."
"TID_TREASURY_WINDOW_TITLE","Treasury"
"TID_TREASURY_DESCRIPTION","Clan War and Star Bonus loot is greatly protected inside the Treasury. Increase Treasury capacity by upgrading the Town Hall and through Clan Perks."
"TID_TREASURY_GOLD","Treasury Gold"
"TID_TREASURY_ELIXIR","Treasury Elixir"
"TID_TREASURY_DARK_ELIXIR","Treasury Dark Elixir"
"TID_STAR_BONUS_HELP_TITLE","Star Bonus"
"TID_STAR_BONUS_HELP_TEXT","Win five Stars from multiplayer battles to earn a bonus!"
"TID_STAR_BONUS_BONUS_TEXT","In your current League, the Star Bonus reward is:"
"TID_STAR_BONUS_BONUS_TEXT_BONUS","Ongoing Star Bonus event gives you <num>x reward"
"TID_HINT_TREASURY","The Treasury protects Clan War and Star Bonus loot in the Clan Castle."
"TID_HINT_LOOT_CART","Collect Loot Carts to recover resources lost on defense."
"TID_HINT_STAR_BONUS","Earn a Star Bonus every day by winning multiplayer battles."
"TID_TREASURY_CAPACITY","Treasury <resource>: <number>"
"TID_LOOT_CART_TRANSFERRED","Loot Cart resources collected!"
"TID_STAR_BONUS_DESCRIPTION","Star Bonus loot is delivered to the Treasury."
"TID_JOIN_NOW_BUTTON","Join Now"
"TID_NEWS_TREASURY TITLE","New Treasures and The Treasury"
"TID_NEWS_TREASURY TEXT","Daily Star Bonus\n• Win 5 Stars from multiplayer battles to earn bonus loot\n• Earn bigger bonuses at higher Leagues!\n• A new Star Bonus is available every day!\n• Star Bonus rewards are safeguarded in the Treasury\n\nLoot Cart\n• A broken down Loot Cart appears in your Village after every defense\n• Collect this cart to recover some of your lost resources\n• Only one Loot Cart will appear at a time, so collect it right away!\n\nThe Treasury\n• Clan Castles now house a well-protected resource bank: the Treasury\n• The Treasury safeguards bonus loot from Clan Wars and Star Bonuses\n• It's the safest place to save up bonus loot until you are ready to spend it!\n\nBalancing\n• The Eagle Artillery now deals 3x damage to Golems and Golemites\n• Second Air Defense unlocks now at Town Hall 6, third at Town Hall 7"
"TID_NEWS_ECONOMY_TEXT","\n• Training time and cost have been reduced for some troops\n• Training time and cost have been reduced for some spells\n• Training time and cost have been reduced for some troops and spells"
"TID_NEWS_ECONOMY_TEXT2","\n• Training time has been reduced for some troops\n• Training time has been reduced for some spells\n* Training time has been reduced for some troops and spells"
"TID_NEWS_ECONOMY_TEXT3","\n• Training cost has been reduced for some troops\n• Training cost has been reduced for some spells\n• Training cost has been reduced for some troops and spells"
"TID_HINT_STAR_BONUS_LEAGUE","Earn bigger Star Bonuses at higher Leagues!"
"TID_NEWS_ROYALE","Clash Royale is now available!"
"TID_NEWS_ROYALE_INFO","Clash Royale is a brand new, real-time, head-to-head battle game set in the Clash Universe.\nWelcome to the Arena!"
"TID_NEWS_ROYALE_BUTTON","Play Now!"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_ATTACK_1","Replay 1"
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_ATTACK_2","Replay 2"
"TID_AVATAR_MESSAGE_TEXT_LAYOUTS_SCRAMBLED","Your village layouts have been reset due to an inappropriate layout. Further offenses will lead to increased suspension!\nFor more information about inappropriate Village Layouts, please tap below."
"TID_ALLIANCE_WAR_REPLAY_PERSONAL_DEFENSE","Replay"
"TID_WAR_INFO_BUTTON","War Details"
"TID_STREAM_CLAN_WARS_ENTRY_VS","vs"
"TID_CLAN_WIN_STREAK","War Win Streak:"
"TID_PLAYER_PROFILE_TROOPS","Troops"
"TID_PLAYER_PROFILE_SPELLS","Spells"
"TID_PLAYER_PROFILE_HEROES","Heroes"
"TID_ALL_BUILDERS_AVAILABLE","All Builders available"
"TID_NEWS_NEW_TROOP_TITLE",
"TID_NEWS_NEW_TROOP_TEXT",
"TID_NEWS_UPGRADES_TITLE",
"TID_NEWS_UPGRADES_TEXT",
"TID_NEWS_BALANCING_TITLE",
"TID_NEWS_BALANCING_TEXT",
"TID_NEWS_OTHER_TITLE",
"TID_NEWS_OTHER_TEXT",
"TID_BOWLER","Bowler"
"TID_CHARACTER_INFO_BOWLER","This big blue dude digs the simple things in life - Dark Elixir drinks and throwing rocks. His massive boulders bounce off of their target and hit again behind it for a double strike!"
"TID_IAP_NOT_AVAILABLE_CAFE_BAZAAR","Purchases unavailable! Make sure that the Cafe Bazaar app is installed on your device."
"TID_STREAM_EVENT_ALLIANCE_LEVEL_UP_NO_PERKS","Clan has reached level <value>!"
"TID_EDIT_MODE_MOVE_ALL","Move All"
"TID_EDIT_MODE_WALLS_ONLY","View Walls"
"TID_EDIT_MODE_VIEW_AS_ENEMY","Scout View"
"TID_EDIT_MODE_PHOTO_MODE","Photo Mode"
"TID_CHALLENGE_BUTTON","Challenge"
"TID_CHALLENGE_TITLE","Friendly Challenge"
"TID_CHALLENGE_HEADER","Challenge your Clan member to attack your village"
"TID_CHALLENGE_DEFAULT_INPUT","Can you beat my village?"
"TID_CHALLENGE_CLOSED","Village is already under attack!"
"TID_CANCELLING","Cancelling"
"TID_LIVE_SPECTATOR_COUNT","Spectators <num>"
"TID_ALLIANCE_WAR_STAT_NUM_0STARS","0 Stars"
"TID_HERO_SLEEPING","Sleep"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE","Return home to start a Friendly Challenge!"
"TID_REQUEST_NOT_AVAILABLE_IN_MODE","Return home to request reinforcements!"
"TID_ARMY_FULL","Army Full"
"TID_TRAINING_FULL","Queue is full!"
"TID_ALLIANCE_DATA_FAILED_GENERIC","Could not load Clan info.\n\nPlease try again later."
"TID_ALLIANCE_DATA_FAILED_NOT_FOUND","Clan could not be found."
"TID_ALLIANCE_DATA_FAILED_LOAD_FAILED","Could not load Clan info.\n\nPlease try again later."
"TID_ALLIANCE_DATA_FAILED_DELETED","This Clan has been deleted and could not be loaded."
"TID_ALLIANCE_DONATE_DONATE_INSTANTLY","Donate instantly:"
"TID_ALLIANCE_DONATE_BUTTON_QUICK","Donate Now!"
"TID_ALLIANCE_DONATE_BUTTON_RETURN","Go Back"
"TID_TRAINING_SCREEN_QUEUE","Queue"
"TID_LOCAL_NOTIFICATION_YOUR_ARMY_IS_READY_ALL","Your army is ready to take into battle!"
"TID_LOCAL_NOTIFICATION_TRAINING_HAS_STOPPED","Army training has finished!"
"TID_ERROR_POP_UP_BANNED_ARTICLE_BUTTON","More Info"
"TID_VS","vs"
"TID_COPY_ACTION_BUTTON","Copy"
"TID_PASTE_ACTION_BUTTON","Paste"
"TID_COPIED_TO_DEVICE_CLIPBOARD","Tag copied to device clipboard!"
"TID_NOTHING_TO_PASTE","Nothing to paste"
"TID_RECORDING_CANT_GO_HOME","Can't go home, you need to stop recording first!"
"TID_RECORDING_CANT_GO_MAP","Can't go to War Map, you need to stop recording first!"
"TID_TRAIN_TROOPS_QUEUE_SIZE","Train troops: <num>/<max>"
"TID_TRAIN_SPELLS_QUEUE_SIZE","Brew spells: <num>/<max>"
"TID_TRAINING_QUEUE_IS_EMPTY","Training queue is empty"
"TID_SPELL_QUEUE_IS_EMPTY","Spell queue is empty"
"TID_DUPLICATE_SPELL","Clone Spell"
"TID_DUPLICATE_SPELL_INFO","Turn this Spell into a pop-up army!\n\nClone Spells create a circle of spawning that creates limited-lifetime copies of troops that enter it. It will only spawn up to a maximum housing space of troops."
"TID_SPELL_DUPLICATE_HOUSING","Cloned capacity: <number>"
"TID_WAR_HISTORY_NOT_AVAILABLE_OTHER","This clan has never been to war!"
"TID_WAR_STATS_TITLE","War Stats"
"TID_WAR_STATS_WINS","Wins:"
"TID_WAR_STATS_LOSSES","Losses:"
"TID_WAR_STATS_TIES","Draws:"
"TID_WAR_STATS_TOTAL","Total:"
"TID_AVATAR_MESSAGE_GEM_DONATION","You have been donated gems. Press claim to receive them."
"TID_AVATAR_MESSAGE_BUTTON_CLAIM","Claim"
"TID_AVATAR_MESSAGE_BUTTON_ALREADY_CLAIMED","Already claimed"
"TID_TRAP_EJECT_HOUSING","Spring capacity: <number>"
"TID_SPRING_SIZE_FOR_UNIT","Spring weight:"
"TID_MAINTENANCE_UPDATE_TITLE","Update Incoming!"
"TID_MAINTENANCE_UPDATE_TEXT","Clash of Clans is being updated to the latest release, including a brand new troop and much more!"
"TID_MAINTENANCE_NORMAL_TITLE","Maintenance Break"
"TID_MAINTENANCE_NORMAL_TEXT","In the meanwhile, why not play a round of Clash Royale?"
"TID_MAINTENANCE_ESTIMATED_LONG","Please try again in a few hours."
"TID_MAINTENANCE_ESTIMATED_TWO_HOURS","Please try again in a couple hours."
"TID_MAINTENANCE_ESTIMATED_HOUR_AND_HALF","Please try again in about an hour and a half."
"TID_MAINTENANCE_ESTIMATED_HOUR","Please try again in about an hour."
"TID_MAINTENANCE_ESTIMATED_MINUTES","Please try again in about <value> minutes."
"TID_MAINTENANCE_ESTIMATED_SOON","Please try again in a few minutes."
"TID_MAINTENANCE_ESTIMATED_UNKNOWN","Please try again later."
"TID_CHALLENGE_CHOOSE_LAYOUT","Choose layout"
"TID_FRIENDLY_WAR_CHOOSE_LAYOUT","Choose layout"
"TID_CREATE_SKELETONS_SPELL","Skeleton Spell"
"TID_CREATE_SKELETONS_SPELL_INFO","Summon an army of Skeletons anywhere on the battlefield!\n\nPut a few extra swords when and where you need them most. Skeletons do not trigger traps."
"TID_ALLIANCE_CREATE_SHOW_LOG","Public War Log"
"TID_AVATAR_MESSAGE_SUBJECT_GEM_DONATION","Received <amount> gems"
"TID_UI_TOP_VIEWERS_TITLE","Spectators:"
"TID_CANT_START_PVP_VILLAGE_EDIT_OPEN","Close Village Edit Mode first"
"TID_ARMY_USED","Army used:"
"TID_NEWS_CHALLENGE_BOOST_TEXT","Get ready for the update with a 1-Gem resource boost!"
"TID_NEWS_CHALLENGE_PREVIEW_TITLE","Coming Soon: Friendly Challenges!"
"TID_NEWS_CHALLENGE_PREVIEW_TEXT","• Challenge clanmates to attack your Village at any time\n• Do Friendly Challenge attacks without losing your army\n• Share results, replays and even make Clan competitions"
"TID_NEWS_CHALLENGE_PREVIEW_BUTTON","Learn More"
"TID_CHALLENGE_FAIL_SERVER","Unable to start the challenge, please try again!"
"TID_VS_ATTACK_CONFIRM_INFO","Be sure you are ready before starting the Friendly Challenge!"
"TID_SPELL_SUMMON_TROOP_COUNT","<name> count: <number>"
"TID_BABY_DRAGON_ENRAGE_SPEED_INCREASE","Enraged bonus damage:"
"TID_BABY_DRAGON","Baby Dragon"
"TID_BABY_DRAGON_INFO","This fire-breathing hatchling is shy around other air units, but leave it alone and it'll throw a fit! When not around other air units, Baby Dragons become enraged and gain bonus damage and attack speed."
"TID_MINER","Miner"
"TID_MINER_INFO","These sneaky shovelers burrow underground, pass beneath walls and pop up right next to their targets. While underground, Miners cannot be damaged and will not trigger traps, but still gain bonuses from Spells."
"TID_CHALLENGE_CANCELLED","Challenge is not available anymore!"
"TID_SCOUT_BUTTON","Scout"
"TID_TOP_HUD_FRIENDLY_BATTLE","Friendly Challenge"
"TID_TOP_HUD_WATCH_LIVE_BUTTON","Watch Live"
"TID_NEWS_MAYTROOPS_TITLE","New Troops!"
"TID_NEWS_MAYTROOPS_TEXT","New Town Hall 10 Troop: Miner\n• Miners burrow underground, beneath walls and pop up next to their targets\n• Miners cannot be damaged underground and will not trigger traps\n• Train Miners is the new Barracks level 12\n\nNew Town Hall 9 Troop: Baby Dragon\n• Baby Dragons not around other air units become enraged!\n• Enraged Baby Dragons gaining bonus damage and attack speed\n• Train Baby Dragons in the new Barracks level 11"
"TID_NEWS_MAYSPELLS_TITLE","New Spells!"
"TID_NEWS_MAYSPELLS_TEXT","Town Hall 10 Spell: Clone Spell\n• Clone Spells create copies of troops that enter its circle!\n• Upgraded Clone Spells spawn more housing space of units\n• Brew Clone Spells in Spell Factory level 5\n\nTown Hall 9 Dark Spell: Skeleton Spell\n• Summon an army of Skeletons anywhere on the battlefield!\n• Upgraded Skeleton Spells spawn more and more Skeletons\n• Brew Skeleton Spells in new Dark Spell Factory level 4"
"TID_NEWS_MAYUPGRADES_TITLE","Upgrades and Balancing"
"TID_NEWS_MAYUPGRADES_TEXT","Town Hall 11\n• Cannon level 14\n• Lava Hound level 4\n• Balloon level 7\n\nTown Hall 7+\n• Spring Trap levels 2-4\n\nTown Hall 10+\n• Bowler housing space reduced to 6"
"TID_STREAM_BUTTON_SCOUT","Scout"
"TID_STREAM_BUTTON_ATTACK","Attack"
"TID_WAIT_A_WHILE_BEFORE_RETRY_CHALLENGE","You have recently started a challenge, try again in <time>"
"TID_CHALLENGE_FAIL_SERVER_ALREADY_IN_PROGRESS","Unable to start the challenge! Previous challenge is in progress!"
"TID_LAYOUTS_LAST_USED","Last Used"
"TID_LAYOUT_CHANGED_ERROR","This layout has been recently modified, it can be used again in <time>."
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_REPLAY","Return home to watch a replay!"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_CANCEL","Return home to cancel Challenge!"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_ATTACK","Return home to attack!"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_SCOUT","Return home to scout!"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_LIVE","Return home to watch live!"
"TID_CHALLENGE_CHANGE_LAYOUT","Change layout"
"TID_CHALLENGE_CHANGE_LAYOUT_BUTTON","Change"
"TID_CHALLENGE_LAYOUT","Layout"
"TID_CHALLENGE_SWITCH_LAYOUT","Chosen Layout"
"TID_CHALLENGE_CHOOSE_NEW_LAYOUT","Choose new Challenge Layout"
"TID_FRIENDLY_WAR_CHOOSE_NEW_LAYOUT","Choose new Friendly War Layout"
"TID_CHALLENGE_ALREADY_CLOSED","Challenge already closed"
"TID_SCOUT_PREP_DAY_INFO","Enemy War Base layouts are revealed on Battle Day"
"TID_REPLACE_LAYOUT","Switch Layout"
"TID_INFOBUBBLE_BUILDER_INPROGRESS","Upgrades in progress:"
"TID_INFOBUBBLE_BUILDER_SUGGESTION","Suggested upgrades:"
"TID_SEARCH_TAB_CLANS","Search Clans"
"TID_SEARCH_TAB_PLAYERS","Players"
"TID_SEARCH_TAB","Search"
"TID_PLAYER_SEARCH_HINT","Type the player tag of the player you want to find"
"TID_PROFILE_BUTTON_ADD_FRIEND","Add Friend"
"TID_PLAYER_SEARCH","Search for Player:"
"TID_HASH","#"
"TID_PRESET_SAVE_OK","Army has been saved!"
"TID_PRESET_LOAD_OK","Army added to training queues!"
"TID_PRESET_SAVE_FAIL","Cannot save army, please try again"
"TID_PRESET_LOAD_FAIL","Not enough space in training queues"
"TID_PRESET_LOAD_FAIL_LOCKED_TROOP","Required training building is under construction"
"TID_PRESET_FULL","Full!"
"TID_PRESET_EMPTY","No army prepared"
"TID_AVATAR_SEARCH_INVALID_TAG","Player Tag is invalid. Please check it."
"TID_AVATAR_SEARCH_TAG_NOT_FOUND","Couldn't find a player with this Player Tag."
"TID_PROFILE_FRIEND_REQUEST_SENT","Friend Request Sent"
"TID_PROFILE_FRIENDS","Friends"
"TID_PROFILE_FRIEND_REQUEST_QUERY","Add Friend?"
"TID_FRIENDLIST_FILTER","Filter:"
"TID_FRIEND_LIST_ITEM_PENDING","Add Friend?"
"TID_INVITE_FRIEND_CONFIRMATION_TITLE","Add Friend?"
"TID_INVITE_FRIEND_CONFIRMATION","Send Clash Friend request to <name>?"
"TID_ACCEPT_FRIEND_CONFIRMATION_TITLE","Add Friend?"
"TID_ACCEPT_FRIEND_CONFIRMATION","Would you like to add <name> as your Clash Friend?"
"TID_REMOVE_FRIEND_CONFIRMATION_TITLE","Remove Friend?"
"TID_REMOVE_FRIEND_CONFIRMATION","Are you sure you want to remove <name> from your Clash Friends?"
"TID_REMOVE_FRIEND_INVITE_CONFIRMATION_TITLE","Cancel Friend Request?"
"TID_REMOVE_FRIEND_INVITE_CONFIRMATION","Are you sure you want to cancel your Clash Friend request to <name>?"
"TID_REJECT_FRIEND_CONFIRMATION_TITLE","Reject Friend Request?"
"TID_REJECT_FRIEND_CONFIRMATION","Are you sure you want to reject the friend request from <name>?"
"TID_FRIEND_FILTER_ADDABLE","Friend Requests"
"TID_FRIEND_FILTER_INGAME","Friends"
"TID_FRIEND_FILTER_REQUESTS","Search Players"
"TID_ATTACK_FRIEND_BUTTON","Challenge"
"TID_USE_ATTACK_CODE_BUTTON","Use Challenge Code"
