"TID","VI"
"TID_NEWS_SPELLS_TITLE","Thần chú đã được Tái phù phép và Nạp lại"
"TID_NEWS_SPELLS_TEXT","Thần chú Sấm sét\n* Thần chú Sấm sét cấp 7 tàn phá cả công trình lẫn binh lính\n* Mức sát thương cho Thần chú Sấm sét cấp 5 và 6 được tăng lên\n* Những tia sét của Thần chú Sấm sét nay đã có thể bắn gần nhau hơn để ít trượt hơn\n\nThần chú Độc dược\n* Các binh lính trong Thần chú Độc dược nay có thể chịu sát thương ban đầu ít hơn, nhưng sẽ tăng lên theo thời gian\n* Sát thương của Thần chú Độc dược nay đã tăng lên rất lớn và còn đọng lại sau khi được thoát khỏi thần chú\n* Thần chú Độc dược nay cũng giảm tốc độ tấn công của các Binh lính phòng thủ\n\nThần chú Động đất\n* Thần chú Động đất gây sát thương lớn hơn rất nhiều, không phụ thuộc vào lượng máu hiện tại của công trình\n* Thần chú Động đất lặp lại gây thiệt hại ít hơn lên cùng công trình\n* Bốn Thần chú Động đất sẽ luôn phá hủy được Tường thành ở bất kỳ cấp nào!"
"TID_MORE_WECHAT_SERVICE","关注官方认证微信服务号coc-kefu"
"TID_ERROR_POP_UP_LOGIN_FAILED_15","Có thể truy cập vào tiến trình làng của bạn bằng cách cài đặt và mở Clash of Clans từ Android App Store <APP_STORE>."
"TID_KUNLUN_APP_STORE_360","360"
"TID_KUNLUN_APP_STORE_ANZHI","Anzhi"
"TID_KUNLUN_APP_STORE_BAIDU","Baidu"
"TID_KUNLUN_APP_STORE_HUAWEI","Huawei"
"TID_KUNLUN_APP_STORE_LANDING_PAGE","Trang Đích Kunlun"
"TID_KUNLUN_APP_STORE_LENOVO","Lenovo"
"TID_KUNLUN_APP_STORE_OPPO","Oppo"
"TID_KUNLUN_APP_STORE_UC","UC"
"TID_KUNLUN_APP_STORE_VIVO","Vivo"
"TID_KUNLUN_APP_STORE_WANDOUJIA","Wandoujia"
"TID_KUNLUN_APP_STORE_XIAOMI","Xiaomi"
"TID_ALLIANCE_DONATE_HEADER_TROOPS","Đóng góp Binh lính:"
"TID_ALLIANCE_DONATE_HEADER_SPELLS","Đóng góp Thần chú:"
"TID_ALLIANCE_DONATE_DONATED","Binh lính và Thần chú đã đóng góp:"
"TID_ALLIANCE_DONATE_DONATED_TROOPS","Binh lính đã đóng góp:"
"TID_OBSTACLE_HALLOWEEN2015","Vạc Halloween"
"TID_OBSTACLE_HALLOWEEN2016","Bí ngô Đáng sợ"
"TID_AVATAR_MESSAGE_BUTTON_MORE_INFO","Thêm thông tin"
"TID_AVATAR_MESSAGE_BUTTON_SUPPORT","Liên hệ Hỗ trợ"
"TID_AVATAR_MESSAGE_SENDER_PLAYER_SUPPORT","Hỗ trợ Người chơi"
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE","Đã có yêu cầu hoàn tiền cho tài khoản này và được phê duyệt vào <refundDate>. Việc hoàn tiền sẽ được thực hiện bằng hình thức thanh toán được sử dụng khi đặt hàng.\n\nTổng số <totalRevokedGems> ngọc đã được khấu trừ khỏi tài khoản của bạn để khớp với giá trị hoàn tiền. Điều này có thể dẫn tới số dư ngọc âm. Có thể khôi phục số dư dương bằng cách thực hiện đặt hàng bổ sung và thu thập tài nguyên trong trò chơi."
"TID_AVATAR_MESSAGE_TEXT_GEM_REVOKE_PLURAL","Đã có yêu cầu hoàn tiền cho tài khoản này và được phê duyệt vào <refundDate>. Việc hoàn tiền sẽ được thực hiện bằng hình thức thanh toán được sử dụng khi đặt hàng.\n\nTổng số <totalRevokedGems> ngọc đã được khấu trừ khỏi tài khoản của bạn để khớp với giá trị hoàn tiền. Điều này có thể dẫn tới số dư ngọc âm. Có thể khôi phục số dư dương bằng cách thực hiện đặt hàng bổ sung và thu thập tài nguyên trong trò chơi."
"TID_IAP_INFO_TEXT","청약철회는 구매일로부터 7일 이내 가능(단, 사용시 철회불가) 법정대리인 동의 없는 미성년자명의 결제 시 취소가능 (자세히보기)"
"TID_INFO_POP_UP_TOS_PP_TITLE","Thông báo Quan trọng"
"TID_INFO_POP_UP_TOS_PP_NOTE","Bạn được chơi Clash of Clans miễn phí, nhưng bạn có thể đẩy nhanh tiến trình bằng cách mua vật phẩm trong ứng dụng (bạn có thể tắt chức năng này trong phần cài đặt của thiết bị). Nhấn OK để chấp nhận Điều khoản và Chính sách Quyền riêng tư của chúng tôi."
"TID_INFO_POP_UP_TOS_PP_NOTE_ANDROID","Bạn được chơi Clash of Clans miễn phí, nhưng bạn có thể đẩy nhanh tiến trình bằng cách mua đồ trong ứng dụng (để tắt chức năng này, hãy cài đặt bảo vệ bằng mật khẩu trong phần cài đặt ứng dụng Google Play Store). Nhấn OK để chấp nhận Điều khoản và Chính sách Quyền riêng tư của chúng tôi."
"TID_INFO_POP_UP_TOS_PP_NOTE_KUNLUN","Bạn được chơi Clash of Clans miễn phí, nhưng bạn có thể đẩy nhanh tiến trình bằng cách mua đồ trong ứng dụng. Nhấn OK để chấp nhận Điều khoản và Chính sách Quyền riêng tư của chúng tôi."
"TID_INFO_POP_UP_TOS_PP_BUTTON1","OK"
"TID_INFO_POP_UP_TOS_PP_BUTTON2","Điều khoản dịch vụ"
"TID_MORE_CLASH_COM","Khám phá thế giới Clash tại ClashofClans.com"
"TID_ACHIEVEMENT_SPELL_DONATION_TITLE","Chia sẻ là quan tâm"
"TID_ACHIEVEMENT_SPELL_DONATION","Đóng góp số lượng <number> câu thần chú vào kho"
"TID_ACHIEVEMENT_SPELL_DONATION_COMPLETED","Tổng số câu thần chú đã đóng góp: <value>"
"TID_ACHIEVEMENT_DESTROY_ARTILLERY_TITLE","Kháng Pháo"
"TID_ACHIEVEMENT_DESTROY_ARTILLERY","Tiêu diệt <number> Pháo Đại bàng trong trận chiến Nhiều người chơi"
"TID_ACHIEVEMENT_DESTROY_ARTILLERY_COMPLETED","Tổng số Pháo Đại bàng đã tiêu diệt: <value>"
"TID_POPUP_BREAK_SHIELD","Bạn có muốn bỏ Khiên chắn không?"
"TID_POPUP_BREAK_SHIELD_TEXT","Bạn có chắc chắn muốn bỏ Khiên chắn không? Bạn sẽ nhận được một số Khiên phòng hộ mỗi khi Khiên chắn hết hiệu lực."
"TID_POPUP_BREAK_GUARD","Bạn có muốn bỏ Khiên phòng hộ không?"
"TID_POPUP_BREAK_GUARD_TEXT","Không có Khiên phòng hộ, những người chơi khác sẽ có thể tấn công bạn. Bạn có chắc chắn muốn bỏ Khiên phòng hộ không?"
"TID_LOCAL_NOTIFICATION_GUARD_WILL_DISAPPEAR","Thưa Chỉ huy, Khiên phòng hộ của chúng ta sắp hết hiệu lực!"
"TID_GUARD_NOT_AVAILABLE","Không thể mua Khiên phòng hộ khi Khiên chắn đang hoạt động!"
"TID_GUARD_ON_COOLDOWN","Hiện chưa có Khiên phòng hộ!"
"TID_ATTACK_FAIL_TARGET_HAS_GUARD","Không thể tấn công! Làng này có Khiên phòng hộ đang hoạt động."
"TID_GROWTH_AURA_PERCENT","Tăng máu: <number>%"
"TID_GROWTH_AURA_MAX","Tăng máu tối đa: <number>"
"TID_BUY_SHIELD_WHILE_GUARDED_TEXT","Bạn có chắc muốn mua <name> không?\n<cff0000>LƯU Ý: Làm vậy sẽ hủy bỏ Khiên phòng hộ đang hoạt động của bạn</c>"
"TID_FAQ_TITLE_GUARD","Khiên phòng hộ là gì và có chức năng thế nào?"
"TID_FAQ_TEXT_GUARD","Khiên phòng hộ giống như Khiên chắn ở khả năng ngăn cản các cuộc tấn công nhằm vào bạn. Tuy nhiên, không giống Khiên chắn, bạn có thể tấn công các làng khác bạn muốn mà không ảnh hưởng đến Khiên phòng hộ của bạn. Bạn tự động nhận được một số Khiên phòng hộ mỗi lần Khiên chắn hết hạn và cấp độ Giải đấu của bạn càng cao thì bạn càng nhận được nhiều Khiên phòng hộ! Hàng ngày, bạn cũng có thể tiêu một lượng ngọc rất nhỏ để mua thêm Khiên phòng hộ."
"TID_HINT_GUARD_GAIN","Bạn có thể nhận được một số Khiên phòng hộ mỗi lần Khiên chắn hết hiệu lực. Đây là thời điểm tuyệt vời để tấn công!"
"TID_HINT_GUARD_GAIN_TIME","Cấp độ Giải đấu của bạn càng cao thì bạn càng nhận được nhiều Khiên phòng hộ mỗi khi Khiên chắn hết hiệu lực!"
"TID_HINT_GUARD_LOSE","Bạn có thể tấn công bao nhiêu tùy thích mà không mất bất kỳ Khiên phòng hộ đang hoạt động nào"
"TID_GRAND_WARDEN","Đại Quản giáo"
"TID_GRAND_WARDEN_INFO","Đại Quản giáo là chiến lược gia xuất sắc đã dành nhiều năm học hỏi cách khai thác những kỳ vật không rõ nguồn gốc. Ông ta có thể tôi luyện binh lính tấn công làng của kẻ địch hoặc bảo vệ làng của bạn."
"TID_HERO_INSTRUCTIONS_WARDEN","Học giả chiến tranh kỳ cựu này tìm kiếm những đội quân đồng đội để chiến đấu phía sau và tăng Hào quang Sinh mệnh và có hình hài một tòa tháp phòng thủ. Khi tấn công, hắn có thể nhảy qua tường thành hoặc bay lên cao và có thể giúp các binh lính gần đó miễn nhiễm sát thương khi năng lực của Kỳ thư Vĩnh cửu được mở khóa!"
"TID_HERO_AURA_WARDEN_TITLE","Hào quang Sinh mệnh"
"TID_HERO_AURA_WARDEN_DESC","Món đồ bí ẩn của quản giáo liên tục phóng ra Hào quang tăng máu được tăng lên theo mỗi cấp. Tất cả các binh lính đồng đội xung quanh, dù đang tấn công hay phòng thủ, đều sẽ được tăng máu, nhưng họ sẽ mất hiệu ứng cường hóa này nếu đi ra quá xa!"
"TID_HERO_ABILITY_WARDEN_TITLE","Kỳ thư Vĩnh cửu"
"TID_HERO_ABILITY_WARDEN_DESC","Người quản giáo giải phóng toàn bộ sức mạnh từ bộ Kỳ thư phức tạp của mình, giúp ông ta và tất cả các đơn vị đồng đội xung quanh hoàn toàn miễn nhiễm sát thương trong một thời gian ngắn!"
"TID_HINT_ARTILLERY","Một toán quân nhỏ có thể giúp chuẩn bị cho cuộc tấn công trước khi Pháo Đại bàng kích hoạt."
"TID_HINT_ARTILLERY2","Một đợt tấn công chớp nhoáng có thể áp đảo Pháo Đại bàng trước khi khẩu pháo này gây quá nhiều sát thương."
"TID_HINT_ARTILLERY3","Pháo Đại bàng có một vùng ngoài tầm bắn có phạm vi rộng xung quanh. Hãy bảo đảm các công trình giá trị nhất của bạn nằm trong tầm bảo vệ của khẩu pháo này!"
"TID_HINT_HERO_GRAND_WARDEN","Đại Quản giáo sử dụng những món đồ bí ẩn để khiến các đội quân xung quanh trở nên mạnh mẽ như thép."
"TID_HINT_HERO_GRAND_WARDEN_MODE","Bạn có muốn sử dụng không quân không? Thử cài đặt Đại Quản giáo sang chế độ trên không!"
"TID_HINT_ARTILLERY_TARGET","Pháo Đại bàng nhắm đến những binh lính mạnh nhất ở gần nhất hoặc nhóm lớn nhất."
"TID_HINT_ARTILLERY_TARGET2","Một hình chữ thập xuất hiện tại vị trí Pháo Đại bàng sẽ bắn tới."
"TID_HINT_ARTILLERY_TARGET3","Các đội quân ở gần tầm ảnh hưởng của pháo sẽ chịu sát thương sóng âm."
"TID_POPUP_SHIELD_REMOVAL_REVENGE","Khiên chắn của bạn sẽ bị rút ngắn thời gian nếu bạn tấn công Trả thù. Nếu bạn có ít hơn Chi phí Tấn công, Khiên chắn của bạn sẽ bị gỡ bỏ."
"TID_HINT_GUARD","Khiên phòng hộ đang hoạt động sẽ bảo vệ bạn khỏi bị tấn công và cho phép bạn tự do tấn công người khác!"
"TID_ERROR_POP_UP_PERSONAL_BREAK_EXTENDED_TITLE","Giờ nghỉ kéo dài"
"TID_ERROR_POP_UP_PERSONAL_BREAK_EXTENDED","Giới hạn thời gian giờ nghỉ cá nhân của bạn không được đặt lại toàn bộ vì bạn không có Khiên chắn vào lần gần nhất bạn nghỉ."
"TID_ERROR_POP_UP_PERSONAL_BREAK_FINAL_TITLE","Giờ nghỉ kéo dài"
"TID_ERROR_POP_UP_PERSONAL_BREAK_EXTENDED_FINAL","Giới hạn thời gian giờ nghỉ cá nhân của bạn đã được kéo dài nhưng giờ sẽ đặt lại. Để tránh xảy ra điều này trong tương lai, hãy chắc chắn Nhà chính của bạn được bảo vệ và cố gắng tăng số lượng Chiến tích."
"TID_ERROR_POP_UP_PERSONAL_BREAK_MULTIPLE_FINAL","Giới hạn thời gian giờ nghỉ cá nhân của bạn đã được kéo dài nhiều lần nhưng giờ sẽ được đặt lại. Để tránh xảy ra điều này trong tương lai, hãy chắc chắn Nhà chính của bạn được bảo vệ và cố gắng tăng số lượng Chiến tích."
"TID_DAMAGE_PER_HIT","Mức sát thương trên mỗi cú đánh: <number>"
"TID_SHOCKWAVE_DAMAGE","Sát thương sóng âm: <number>"
"TID_DIE_DAMAGE","Sát thương khi bị phá hủy: <number>"
"TID_NEWS_TH11_UPDATE_OVERVIEW_TITLE","Một trong những Bản Cập nhật Clash Lớn nhất - Từ trước đến nay!"
"TID_NEWS_TH11_UPDATE_OVERVIEW_TEXT","• Nhà chính 11 sắp hiện hình! BÙM!\n• Đại Quản giáo & Tháp Đại bàng: Phần bổ sung mạnh mẽ và có tính chiến lược nhất!\n• Các cấp độ binh lính, cấp độ công trình phòng thủ mới và đóng góp Thần chú Hội\n• Tấn công xuyên qua Khiên chắn bất kỳ lúc nào, nhưng đừng quên bảo vệ Nhà chính của bạn!\n• Bảo vệ thời gian chơi của bạn khi Khiên chắn đang hạ và không bao giờ bị tấn công phục kích bất ngờ lại nữa\n• Yêu tinh săn Nhà chính, Phần thưởng Giải đấu lớn hơn, tặng thưởng Thành tích và nhiều nội dung khác!"
"TID_NEWS_TH11_UPDATE_TH11_TITLE","Nâng cấp lên Nhà chính 11"
"TID_NEWS_TH11_UPDATE_TH11_TEXT","• Trải nghiệm cấp độ Nhà chính lớn nhất, khó nhằn nhất, thách thức nhất từ trước đến nay: Nhà chính cấp 11!\n• Tướng Đại Quản giáo mới của Nhà chính cấp 11 có thể khiến đội quân mạnh đến nỗi không ai có thể cản bước!\n• Đơn vị phòng thủ Pháo Đại bàng của Nhà chính cấp 11 có sức tàn phá kinh hoàng từ xa\n• Thêm lực lượng phòng thù, bao gồm Đại bác, Tháp Cung thủ, Tháp Pháp sư và Tháp cung!\n• Các cấp mới cho Minion, Phù thủy, Tháp Pháp sư của Nhà chính 11 và nhiều nội dung khác!"
"TID_NEWS_TH11_UPDATE_HERO_TITLE","Đại Quản giáo: Vị Tướng mới nhất trong quân đội của bạn"
"TID_NEWS_TH11_UPDATE_HERO_TEXT","• Triển khai các chiến thuật trận địa mới mạnh mẽ bằng cách cường hóa và bảo vệ binh lính của bạn\n• Đại Quản giáo tôi luyện mọi binh lính xung quanh và khiến họ tạm thời bất khả chiến bại!\n• Ông ta có thể bay, nhảy - hãy đưa Đại Quản giáo vào bất kỳ chiến lược nào để khiến binh lính của bạn tỏa sáng"
"TID_NEWS_TH11_UPDATE_ARTILLERY_TITLE","Pháo Đại bàng: Lính gác Ngủ quên"
"TID_NEWS_TH11_UPDATE_ARTILLERY_TEXT","• Vũ khí cỡ lớn, tầm xa này tiêu diệt những đội quân xông lên tấn công mà không được chuẩn bị kỹ càng\n• Vũ khí này bắn pháo nổ liên tục vào những đội quân hùng mạnh và tiêu diệt cả các đơn vị ở gần vụ nổ\n• Pháo Đại bàng chỉ kích hoạt khi đã triển khai nhiều quân, tạo điều kiện đánh chiến thuật và tấn công khôn ngoan!"
"TID_NEWS_TH11_UPDATE_SPELLS_TITLE","Thực hiện Trộn Thần chú"
"TID_NEWS_TH11_UPDATE_SPELLS_TEXT","• Có thể xin thần chú tiếp viện chứ không chỉ binh lính, bắt đầu từ Hội Thành cấp 4\n• Thần chú đóng góp được nhận tất cả lợi ích Đặc quyền Hội hiện có\n• Hiện đã mở khóa Thần chú Đóng băng ở Nhà chính 9 và có hiệu lực lâu hơn một chút so với các cấp thấp hơn"
"TID_NEWS_TH11_UPDATE_SHIELDS_TITLE","Khiên chắn - Phương thức phòng thủ linh hoạt và hợp lý"
"TID_NEWS_TH11_UPDATE_SHIELDS_TEXT","• Phá hủy Nhà chính không còn được tặng Khiên chắn nữa - hãy đưa Nhà chính của bạn vào bên trong!\n• Bạn có thể tấn công bất kỳ lúc nào khi đang được che chắn mà chỉ giảm chút thời gian hiệu lực của Khiên chắn\n• Nhận Khiên chắn khi bị phá hủy 30%, nhận thêm ở mức 60%, nhưng chỉ cho những cuộc tấn công quân đội quy mô"
"TID_NEWS_TH11_UPDATE_GUARD_TITLE","Khiên phòng hộ - An toàn trước những kẻ tấn công"
"TID_NEWS_TH11_UPDATE_GUARD_TEXT","• Khiên phòng hộ giúp bảo vệ bạn khỏi bị tấn công và cho phép bạn tấn công bất kỳ ai bạn muốn\n• Nhận Khiên phòng hộ miễn phí khi Khiên chắn hết hiệu lực và chơi thoải mái mà không lo bị tấn công\n• Các Giải đấu cấp cao hơn tặng nhiều Khiên phòng hộ miễn phí hơn - người chơi Titan I và Huyền thoại nhận mức bảo vệ 100%!\n• Cung cấp thêm 2 giờ Khiên phòng hộ mỗi ngày trong Cửa hàng"
"TID_NEWS_TH11_UPDATE_LOOT_TITLE","Tập kích thu lợi nhiều hơn: Chiến lợi phẩm và Chiến tích"
"TID_NEWS_TH11_UPDATE_LOOT_TEXT","• Các Nhà chính giờ đây chứa rất nhiều chiến lợi phẩm - hãy phá hủy chúng trong trận chiến để nhận được phần thưởng lớn!\n• Phần Thưởng Giải đấu lớn hơn bao giờ hết, nhưng sẽ tỷ lệ thuận với phần trăm phá hủy của bạn\n• Khi ở Giải đấu càng cao thì số Chiến tích trao ra càng nhiều, mà số Chiến tích bị mất đi lại càng ít hơn!"
"TID_NEWS_TH11_UPDATE_GAMEPLAY_TITLE","Cân bằng Cách chơi"
"TID_NEWS_TH11_UPDATE_GAMEPLAY_TEXT","• Giới hạn thời gian chiến đấu đã được tăng thêm 30 giây\n• Yêu tinh giờ đây tấn công Nhà chính và Hội Thành với mức độ phá hủy 2x\n• Chi phí tái vũ trang cho các bẫy đã giảm xuống đáng kể\n• Chi phí nạp đầy cho Tháp cung đã giảm xuống đáng kể\n• Số lượng lớn Thầy thuốc hiện bị giảm hiệu quả trên cùng một đơn vị\n• Cường hóa quân đội đã giảm xuống còn 5 ngọc cho 1 giờ cường hóa\n• Chi phí tìm trận đấu và \qChuyển trận tiếp theo\q đã giảm xuống ở Nhà chính 10\n• Ngày Chuẩn bị Hội Chiến đã giảm xuống còn 23 giờ\n• Cách thức chiến đấu và AI tìm đường trở nên rõ ràng và chặt chẽ hơn\n• Phần trăm chiến lợi phẩm ở các cấp Nhà chính 6-10 đã tăng lên chút ít\n• Các làng có Nhà chính cấp thấp hơn sẽ cho ít chiến lợi phẩm hơn\n• Sân chơi và khu vực triển khai quân đều được mở rộng (các chướng ngại ngoài rìa đã được tự động dỡ bỏ)"
"TID_NEWS_TH11_UPDATE_OTHER_TITLE","Các Cân bằng và Cải tiến khác"
"TID_NEWS_TH11_UPDATE_OTHER_TEXT","• Đã thêm hai thành tích mới: Kháng Pháo và Chia sẻ là Quan tâm\n• Giao diện đóng góp Binh lính/Thần chú đã được chỉnh sửa và đã hiển thị các đồ đóng góp hiện có\n• Binh lính trong Trại lính giờ có thể xếp hàng theo trật tự, tương tự như trong Nhà máy Thần chú\n• Nút Hội Chiến hiện sẽ chuyển động khi bắt đầu một cuộc tấn công\n• Hiện đã có thể gỡ bỏ Khiên chắn hoặc Khiên phòng hộ theo cách thủ công bằng cách nhấn vào biểu tượng\n• Giờ đây bạn có thể ngoại tuyến lâu hơn mà không lo bị tấn công\n• Sẽ phát ra âm thanh đặc biệt khi tìm thấy mục tiêu nhiều người chơi sau 10 giây tìm kiếm\n• Sẽ phát ra âm thanh đặc biệt khi không tìm thấy mục tiêu nhiều người chơi và phần tìm kiếm bị hủy\n• Hạn chế thời gian trực tuyến Giờ nghỉ Cá nhân đã được giảm xuống còn 3 giờ\n• Hạn chế Giờ nghỉ Cá nhân hiện được kéo dài thay vì đặt lại trong một số trường hợp\n• Quá trình tìm trận đấu nhiều người chơi khó có khả năng mang đến các đối thủ dưới cấp Nhà chính của bạn hơn (chỉ dưới Giải đấu Quán quân)"
