"TID","EN","FR","DE","ES","IT","NL","NO","PT","TR","JP","CN","KR","RU"
"TID_ACHIEVEMENT_WAR_LOOT_COMPLETED","Total gold collected in Clan War bonuses: <value>","Total d'or en bonus des guerres de clans : <value>","Durch Clankrieg-Boni erbeutetes Gold (insgesamt): <value>","Oro recogido en los bonus de guerras de clanes: <value>","Oro totale ottenuto come bonus nelle Guerre tra clan: <value>","Aantal verzamelde eenheden goud via clanoorlogbonussen: <value>","Mengde gull samlet i klankrigbonus: <value>","Total de Ouro coletado em bônus de Guerra de Clãs: <value>","Klan Savaşı bonuslarında toplanan toplam altın: <value>","クラン対戦ボーナスで獲得したゴールド：<value>","通过部落对战获得的金币总数：<value>","클랜전 보너스로 획득한 골드 합계: <value>","Получено как бонус в Войне Кланов: <value>"
"TID_CANCEL_WAR_MATCHMAKING_CONFIRMATION_TITLE","Stop search?","Arrêter la recherche ?","Suche beenden?","Detener la búsqueda","Interrompere la ricerca?","Stoppen met zoeken?","Avbryte søket?","Interromper a busca?","Arama durdurulsun mu?","検索を中止しますか？","确定要停止搜索吗？","검색을 중지할까요?","Остановить поиск?"
"TID_CANCEL_WAR_MATCHMAKING_CONFIRMATION_TEXT","Wait! You can close the Clan Wars screen without stopping the search. Are you sure you want to stop?","Attendez ! Vous pouvez fermer l'écran de Guerres de clans sans arrêter la recherche. Voulez-vous vraiment arrêter ?","Warte! Du kannst den Clankrieg-Bildschirm, ohne die Suche abzubrechen, schließen. Möchtest du wirklich abbrechen?","¡Espera! Puedes cerrar la ventana de las guerras de clanes sin tener que detener la búsqueda. ¿Seguro que quieres detenerla?","Aspetta! Puoi chiudere la schermata Guerre tra clan senza interrompere la ricerca. Vuoi davvero interromperla?","Wacht even! Je kunt het scherm voor de clanoorlogen sluiten zonder de zoekopdracht te stoppen. Weet je zeker dat je wilt stoppen?","Vent! Du kan lukke klankrigskjermen uten å avbryte søket. Er du sikker på at du vil avbryte?","Espere! Você pode fechar a tela das Guerras de Clãs sem interromper a busca. Tem certeza de que quer interromper?","Bekle! Aramayı durdurmadan Klan Savaşları ekranını kapatabilirsin. Durdurmak istediğinden emin misin?","お待ちください！検索を中止しなくてもクラン対戦画面を閉じることができます。本当に中止しますか？","等一下！您如果只是为了暂时退出\q部落对战\q界面，您大可不必停止搜索。您真的要停止搜索吗？","잠깐만요! 검색을 중지하지 않아도 클랜전 화면을 닫을 수 있습니다. 정말 중지하시겠습니까?","Погодите! Чтобы закрыть экран Войн Кланов, не обязательно останавливать поиск! Хотите остановить?"
"TID_ALLIANCE_WAR_STAT_WINS","Attacks won","Attaques réussies","Gewonnene Angriffe","Ataques ganados","Attacchi vinti","Gewonnen aanvallen","Angrep vunnet","Ataques vencidos","Kazanılan saldırılar","攻撃成功回数","获胜进攻次数","공격 성공","Атак выиграно"
"TID_ALLIANCE_WAR_BEST_ATTACK_FRIENDLY","Clan best attack:","Meilleure attaque du clan :","Bester Clanangriff:","Mejor ataque aliado:","Miglior attacco del clan:","Beste aanval clan:","Klanens beste angrep:","Melhor ataque do clã:","Klanın en iyi saldırısı:","味方最大の攻撃：","部落最佳进攻：","클랜의 최고 공격:","Лучшая атака клана:"
"TID_ALLIANCE_WAR_BEST_ATTACK_ENEMY","Enemy best attack:","Meilleure attaque ennemie :","Bester Feindangriff:","Mejor ataque enemigo:","Miglior attacco del nemico:","Beste aanval vijand:","Fiendens beste angrep:","Melhor ataque do inimigo:","Düşmanın en iyi saldırısı:","敵軍最大の攻撃：","敌军最佳进攻：","적의 최고 공격:","Лучшая атака оппонента:"
"TID_ALLIANCE_WAR_MY_ATTACKS","My attacks:","Mes attaques :","Meine Angriffe:","Mis ataques:","I miei attacchi:","Mijn aanvallen:","Mine angrep:","Meus ataques:","Saldırılarım:","自分：","我的进攻次数：","내 공격:","Мои атаки:"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_FRIENDLY","No clan best","Aucun record du clan","Kein Clanrekord","No hay mejor ataque.","Nessun record clan","Geen beste aanval van clan","Ingen klanrekord","Não há melhor ataque do clã","En iyi klan rekoru yok","トップ以外（マイクラン）","无部落最好成绩","클랜 최고 기록 없음","Лучшего в клане нет"
"TID_ALLIANCE_WAR_BEST_NO_ATTACK_ENEMY","No enemy best","Aucun record ennemi","Kein Feindrekord","No hay mejor ataque.","Nessun record nemico","Geen beste aanval van vijand","Ingen fienderekord","Não há melhor ataque inimigo","En iyi düşman rekoru yok","トップ以外（敵クラン）","无敌军最好成绩","적 최고 기록 없음","Лучшего врага нет"
"TID_ALLIANCE_WAR_AVAILABLE_BONUS","War win bonus","Bonus de victoire","Siegbonus","Bonus por victoria","Bonus vittoria","Oorlogsbonus winst","Bonus for krigsseier","Bônus de vitória na guerra","Savaş kazanma bonusu","クラン対戦勝利ボーナス","战争胜利奖金","전쟁 승리 보너스","Бонус за победу"
"TID_ALLIANCE_WAR_STARS_WON","Stars","Étoiles","Sterne","Estrellas","Stelle","Sterren","Stjerner","Estrelas","Yıldız","星","胜利之星","별","Звезды"
"TID_ALLIANCE_WAR_PERSONAL_LOOT_RESULT","War bonus awarded","Bonus de guerre obtenu","Erhaltener Kriegsbonus","Bonus de guerra ganado","Bonus di guerra assegnato","Toegekende oorlogsbonus","Krigsbonus tildelt","Bônus de guerra concedido","Alınan savaş bonusu","授与されたクラン対戦ボーナス","战利品","획득한 전쟁 보너스","Военный бонус"
"TID_WAR_PREPARE_ARMYCAMP_INFO","Prepare your village for the war!\nFill your <c2>clan castle</c> and help your clanmates, recruit your best <c2>troops</c>, create powerful <c2>spells</c> and make sure your <c2>heroes</c> are ready to fight!","Préparez votre village pour la guerre !\nRemplissez votre <c2>château de clan</c>, aidez les membres de votre clan, recrutez vos meilleures <c2>troupes</c>, créez des <c2>sorts</c> puissants et assurez-vous que vos <c2>héros</c> sont prêts à se battre !","Bereite dein Dorf auf den Krieg vor!\nFülle deine <c2>Clanburg</c> und hilf deinen Clankameraden, rekrutiere deine besten <c2>Truppen</c>, erzeuge deine mächtigsten <c2>Zauber</c> und sorge dafür, dass deine <c2>Helden</c> kampfbereit sind!","¡Prepara tu aldea para la guerra!\nLlena tu <c2>castillo del clan</c> y ayuda a tus aliados, recluta a las mejores<c2>tropas</c>, elabora poderosos <c2>hechizos</c> ¡y asegúrate de que tus <c2>héroes</c> están listos para luchar!","Prepara il tuo villaggio per la guerra!\nFai scorte nel <c2>castello del clan</c>, aiuta i tuoi compagni, recluta le tue <c2>truppe</c> migliori, crea potenti <c2>incantesimi</c> e assicurati che i tuoi <c2>eroi</c> siano pronti per combattere!","Bereid je dorp voor op de oorlog!\nVul je <c2>clankasteel</c> en help je clangenoten, ronsel je beste <c2>troepen</c>, creëer krachtige <c2>spreuken</c> en zorg dat je <c2>helden</c> klaar zijn om te vechten!","Gjør landsbyen klar til krig!\nFyll <c2>klanslottet</c> og hjelp klanvennene dine, rekrutter de beste <c2>soldatene</c>, lag kraftige <c2>formler</c> og sørg for at <c2>heltene</c> dine er klare til å kjempe!","Prepare sua vila para a guerra!\nPovoe o <c2>castelo do clã</c> e ajude os membros, recrute as melhores <c2>tropas</c>, crie <c2>feitiços</c> poderosos e tenha certeza de que os <c2>heróis</c> estão prontos para lutar!","Köyünü savaşa hazırla!\n<c2>Klan kaleni</c> doldur ve klan arkadaşlarına yardım et, en iyi <c2>birliklerini</c> çağır, güçlü <c2>büyüler</c> yap ve <c2>kahramanlarının</c> savaşa hazır olduğundan emin ol!","クラン対戦に備えて村の戦闘態勢を整えましょう！\n<c2>クランの城</c>が満員になるよう仲間と軍を送り合い、頼りになる<c2>ユニット</c>を揃え、強力な<c2>呪文</c>を作成し、<c2>ヒーロー</c>が出撃できるようにしてきましょう！","让您的村庄准备参战吧！\n让增援部队驻扎在<c2>部落城堡</c>，帮助您的部落成员，招募最英勇的<c2>部队</c>，配制强大的<c2>法术</c>，同时务必让您的<c2>英雄们</c>做好战争准备！","마을에서 전쟁을 준비하세요!\n<c2>클랜 성</c>을 채우고, 클랜 동료를 돕고, 최고의 <c2>병력</c>을 고용하고, 강력한 <c2>마법</c>을 제작하고, <c2>영웅</c>들이 싸울 수 있게 준비시켜야 합니다!","Готовьте деревню к войне!\nЗаполните<c2>Крепость Клана</c> и помогите соклановцам, обучите лучших <c2>воинов</c>, создайте могущественные <c2>заклинания</c> и убедитесь, что <c2>герои</c> готовы к сражению!"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_1","Attack 1","Attaque 1","Angriff 1","Ataque 1","Attacco 1","Aanval 1","Angrep 1","Ataque 1","Saldırı 1","攻撃 1","第一次进攻","공격 1","Атака 1"
"TID_ALLIANCE_WAR_PERSONAL_ATTACK_2","Attack 2","Attaque 2","Angriff 2","Ataque 2","Attacco 2","Aanval 2","Angrep 2","Ataque 2","Saldırı 2","攻撃 2","第二次进攻","공격 2","Атака 2"
"TID_ALLIANCE_WAR_ATTACK_AVAILABLE","Available","Disponible","Verfügbar","Disponible","Disponibile","Beschikbaar","Tilgjengelig","Disponível","Mevcut","攻撃可能","可进攻","공격 가능","Доступно"
"TID_ALLIANCE_WAR_UNDER_ATTACK_BY","Under attack by <name>!","Attaqué par <name>","Angriff von <name>!","¡<name> está atacando!","Sotto attacco da parte di <name>!","Wordt aangevallen door <name>!","Angripes av <name>!","Sob ataque de <name>!","<name> tarafından saldırıya uğruyor!","<name> から攻撃を受けています！","遭到<name>的进攻！","<name>의 공격을 받고 있습니다!","Под атакой <name>!"
"TID_ALLIANCE_WAR_ATTACKS_REMAINING","Attacks remaining","Attaques restantes","Angriffe übrig","Ataques restantes","Attacchi rimanenti","Resterende aanvallen","Gjenværende angrep","Ataques restantes","Kalan saldırı","残り攻撃回数","剩余进攻次数","남은 공격","Атак осталось"
"TID_ALLIANCE_WAR_EVENTS","War Events","Événements de guerre","Kriegsereignisse","Eventos de guerra","Eventi di guerra","Oorlogsacties","Krigshendelser","Eventos de Guerra","Savaş Etkinlikleri","クラン対戦履歴","战争事件","전쟁 이벤트","Военные события"
"TID_ALLIANCE_WAR_LOOT_DELIVERED","War loot has been delivered to your clan castle!","Butin de guerre déposé dans votre château de clan !","Kriegsbeute wurde in deine Clanburg geliefert!","Se ha llevado el botín de guerra hasta tu castillo del clan.","Il bottino di guerra è stato consegnato al castello del tuo clan!","Er is oorlogsbuit afgeleverd bij je clankasteel!","Krigsutbyttet har blitt levert til klanslottet ditt!","O bônus de guerra foi entregue ao castelo do clã!","Savaş ganimeti klan kalene teslim edildi!","クランの城に戦利品が届きました！","战利品已经运送到您的部落城堡！","클랜 성에 전리품이 전달되었습니다!","Военная добыча доставлена в Крепости Клана!"
"TID_ALLIANCE_WAR_LOOT_TRANSFERRED","War loot has been transferred to your storages!","Butin de guerre transféré dans vos réserves !","Kriegsbeute wurde in deine Lager transferiert!","Se ha llevado el botín de guerra a tus almacenes.","Bottino di guerra trasferito nei tuoi depositi!","De oorlogsbuit is overgezet naar je opslagruimten.","Krigsutbyttet er flyttet til lagrene dine!","O bônus de guerra foi transferido para seus depósitos!","Savaş ganimeti, depolarına aktarıldı!","各貯蔵施設に戦利品が届きました！","战利品已经转移到您的仓库！","전리품이 저장소로 옮겨졌습니다!","Военная добыча перенесена в хранилища!"
"TID_ALLIANCE_WAR_LOOT_NOT_EXIST","You have no war loot stored in your clan castle!","Aucun butin de guerre stocké dans votre château de clan !","Du hast keine Kriegsbeute in deiner Clanburg gelagert!","No tienes ningún botín de guerra almacenado en tu castillo del clan.","Non hai alcun bottino nel castello del tuo clan!","Er is geen oorlogsbuit opgeslagen in je clankasteel.","Det er ikke noe krigsutbytte lagret i klanslottet ditt!","Você não tem bônus de guerra armazenado no castelo do clã!","Klan kalende depolanan hiç savaş ganimeti yok!","クランの城にクラン対戦の戦利品がありません。","您的部落城堡中没有战利品！","클랜 성에 보관된 전리품이 없습니다!","В Крепости Клана нет добычи!"
"TID_ALLIANCE_WAR_LOOT_COLLECT_INFO","You can collect the war loot bonus from your clan castle.","Vous pouvez récupérer le butin bonus de la guerre dans votre château de clan.","Du kannst den Kriegsbeutebonus in deiner Clanburg einsammeln.","Puedes recoger el botín de bonus de la guerra en tu castillo del clan.","Puoi ottenere il bonus del bottino di guerra nel castello del tuo clan.","Je kunt de oorlogsbuit ophalen bij je clankasteel.","Du kan hente krigsutbyttebonusen i klanslottet.","Você pode coletar o bônus de guerra no castelo do clã.","Klan kalenden savaş ganimeti bonusu toplayabilirsin.","クランの城からクラン対戦の戦利品ボーナスを回収できます。","您可以从部落城堡收集从部落对战中获得的战利品。","클랜 성에서 전리품 보너스를 획득할 수 있습니다.","Вы можете забрать бонус военной добычи из Крепости Клана."
