"TID","NO"
"TID_BUY_PRIZE_SHOP_ITEM_TEXT","Er du sikker på at du vil kjøpe <item>?"
"TID_PRIZE_SHOP_ITEM_PURCHASED_INVENTORY","<item> ble lagt til i beholdingen din."
"TID_PRIZE_SHOP_ITEM_PURCHASED_TREASURY","<item> ble lagt til rådhuset ditt"
"TID_PRIZE_SHOP_ITEM_PURCHASED_RESOURCE","<count> <resource> lagt til."
"TID_WL_INFO_SIGNUP_TAB1_TEXT","<cFCE27F>Hvordan kan klanen min delta?</c>\n\nLedere og ass. ledere kan melde på klanen din i løpet av registreringsperioden. Hvis det er første gang dere deltar, plasseres dere i et ligatrinn som er basert på styrken til de femten sterkeste medlemmene i klanen. Forberedelsene til den første runden begynner med en gang vi har funnet sju andre klaner fra samme liganivå til dere.<cFCE27F>\n\nKlanen min er ikke veldig sterk. Burde vi delta?</c>\n\nJa! Så lenge dere har minst femten medlemmer, burde dere delta. Dere kan vinne flotte belønninger selv om dere ikke rykker opp til en bedre liga!"
"TID_WL_INFO_SIGNUP_TAB2_TEXT","<cFCE27F>Hva får vi ut av klankrig-ligaer?</c>\n\nHeder og ære, så klart! I tillegg finnes det eksklusive belønninger som bare er tilgjengelige gjennom deltakelse i klankrig-ligaer! Vinner du stjerner i løpet av kampuken, får du ligamedaljer. Jo lenger opp i ligasystemet du er, jo flere ligamedaljer vanker det. De velfortjente ligamedaljene kan veksles inn i butikken mot sjeldne magiske gjenstander og andre unike premier.\n\n<cFCE27F>Finnes det andre måter å tjene ligamedaljer på?</c>\n\nKlanens ledelse kan gi bort et begrenset antall bonusmedaljer til hvem som helst av deltakerne, selv de som ikke var med og sloss! På høyere ligatrinn får du større bonuser og en ekstra for hver seier!"
"TID_WL_INFO_LIVE_TAB0_HEADER","Kampuke"
"TID_WL_INFO_LIVE_TAB1_HEADER","Poeng og resultatliste"
"TID_WL_INFO_LIVE_TAB2_HEADER","Resultater og belønninger"
"TID_WL_INFO_LIVE_TAB0_TEXT","<cFCE27F>Hva er kampuken? </c>\n\nI hver kampuke plasseres klanen din i en gruppe med sju andre klaner fra samme ligatrinn. I løpet av de neste sju dagene vil klanen din krige mot hver av de andre klanene for å avgjøre hvem som er best i gruppen. Klaner som gjør det bra, kan rykke opp til neste liganivå, mens klaner som ikke presterer like bra, rykker ned et trinn.\n\nFør hver kampuke får klanen din tid til å forberede seg. På forberedelsesdagen velger klanen deltakere i neste krig fra alle som har registrert seg. Etter 24 timer er det klart for første krigsdag. Samtidig begynner forberedelsene til andre krigsdag."
"TID_WL_INFO_LIVE_TAB1_TEXT","<cFCE27F>Hvordan fungerer tabellen?</c>\n\nHvis du vil se hvordan klanen din ligger an i forhold til de andre sju klanene, kan du sjekke tabellen. Der ser du hvordan klanen din har prestert i løpet av kampuken. Stillingen er basert på antall stjerner. Klanen din får 10 ekstra stjerner for hver krig den vinner. Jo flere stjerner, jo høyere på tabellen kommer klanen din!"
"TID_WL_INFO_LIVE_TAB2_TEXT","Belønningene dine kommer an på klanens liganivå og -posisjon når sesongen er over. Du får minst 20 prosent av belønningene og 10 prosent ekstra for hver stjerne du har sikret deg. For 8 eller flere stjerner får du hele belønningen."
"TID_WL_INFO_LIVE_TITLE","Kampuke i krigsligaer"
"TID_EFFECT_TIME","Effektens varighet: <number> sekunder"
"TID_VALUE","VERDI!"
"TID_BOOSTER_CLOCKTOWER","Klokketårndrikk"
"TID_BOOSTER_CLOCKTOWER_INFO","Denne tykke eliksiren, laget av oppmalte magiske tannhjultenner, aktiverer klokketårnforsterkningen din i <time>. Fungerer i byggerens base."
"TID_EVENT_TITLE_6TH_ANNIVERSARY_PACK","Pakke til 6-årsjubileet"
"TID_LOCAL_NOTIFICATION_EVENT_6TH_ANNVERSARY_PACK","Høvding, se her! Eksklusive pakker til 6-årsjubileet!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_BOOKS_AND_RUNES_INFO_9999","• <booster1>x heltebok: Fullfør en pågående helteoppgradering øyeblikkelig\n• <booster2>x byggebok: Fullfør en pågående bygningsoppgradering øyeblikkelig\n• <booster3>x rune av gull: Fyll gullageret til randen\n• <booster4>x rune av mørk eliksir: Fyll lageret for mørk eliksir til randen\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 2 ganger!\n\nJubileumspakken er tidsbegrenset, så slå til nå!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_BOOKS_AND_RUNES_INFO_4999","• <booster1>x heltebok: Fullfør en pågående helteoppgradering øyeblikkelig\n• <booster2>x byggebok: Fullfør en pågående bygningsoppgradering øyeblikkelig\n• <booster3>x rune av gull: Fyll gullageret til randen\n• <booster4>x rune av mørk eliksir: Fyll lageret for mørk eliksir til randen\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 4 ganger!\n\nJubileumspakken er tidsbegrenset, så slå til nå!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_BOOK_AND_RUNES_INFO_1999","• <booster1>x rune av gull: Fyll gullageret til randen\n• <booster2>x rune av mørk eliksir: Fyll lageret for mørk eliksir til randen\n• <booster3>x byggebok: Fullfør en pågående bygningsoppgradering øyeblikkelig\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 10 ganger!\n\nJubileumspakken er tidsbegrenset, så slå til nå!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_BOOK_AND_GOLD_INFO_999","• <res0> gull\n• <booster1>x byggebok: Fullfør en pågående bygningsoppgradering øyeblikkelig\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 20 ganger!\n\nJubileumspakken er tidsbegrenset, så slå til nå!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_BOOKS_AND_ALLRUNES_INFO_9999","• <booster1>x murringer: Oppgrader murer øyeblikkelig (murer på høyere nivåer krever muligens flere ringer for å kunne oppgraderes)\n• <booster2>x rune av eliksir: Fyll eliksirlageret til randen\n• <booster3>x rune av gull: Fyll gullageret til randen\n• <booster4>x rune av mørk eliksir: Fyll lageret for mørk eliksir til randen\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 2 ganger!\n\nJubileumspakken er tidsbegrenset, så slå til nå!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_RING_AND_ALLRUNES_INFO_4999","• <booster1>x murringer: Oppgrader murer øyeblikkelig (murer på høyere nivåer krever muligens flere ringer for å kunne oppgraderes)\n• <booster2>x rune av eliksir: Fyll eliksirlageret til randen\n• <booster3>x rune av gull: Fyll gullageret til randen\n• <booster4>x rune av mørk eliksir: Fyll lageret for mørk eliksir til randen\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 4 ganger!\n\nJubileumspakken er tidsbegrenset, så slå til nå!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_RING_AND_GOLD_ELIXIR_INFO_1999","• <res0> gull\n•<res1> eliksir\n• <booster1>x murringer: Oppgrader murer øyeblikkelig (murer på høyere nivåer krever muligens flere ringer for å kunne oppgraderes)\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 10 ganger!\n\nJubileumspakken er tidsbegrenset, så slå til nå!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_BOOK_AND_GOLD_ELIXIR_INFO_999","• <res0> gull\n•<res1> eliksir\n• <booster1>x byggebok: Fullfør en pågående bygningsoppgradering øyeblikkelig\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 20 ganger!\n\nJubileumspakken er tidsbegrenset, så slå til nå!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_POTION_AND_GOLD_ELIXIR_INFO_1999","• <res0> gull\n•<res1> eliksir\n• <booster1>x byggerens drikk: Gjør at byggerne dine jobber 10 ganger så raskt i 1 time\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 10 ganger!\n\nJubileumspakken er tidsbegrenset, så slå til nå!"
"TID_6ANNIVERSARY_OFFER_MAGICITEMS_POTION_AND_GOLD_ELIXIR_INFO_999","• <res0> gull\n•<res1> eliksir\n• <booster1>x byggerens drikk: Gjør at byggerne dine jobber 10 ganger så raskt i 1 time\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 20 ganger!\n\nJubileumspakken er tidsbegrenset, så slå til nå!"
"TID_LOCAL_NOTIFICATION_EVENT_6TH_1_GEM_BOOST","Vi har seksårsjubileum! Fordoble ressursproduksjonen din! Forsterk ressursinnsamlere for bare 1 juvel hver."
"TID_EVENT_TITLE_END_OF_SUMMER_OFFER_TH0712","Mørk og mektig pakke"
"TID_EVENT_TITLE_END_OF_SUMMER_OFFER_TH0206","Veien til seier-pakke"
"TID_LOCAL_NOTIFICATION_EVENT_END_OF_SUMMER_OFFER_TH0212","Sommeren er kanskje over, men kampens hete vedvarer! Ikke gå glipp av disse eksklusive tilbudene!"
"TID_ENDOFSUMMER_OFFER_INFO_9999_4999","• <res0> mørk eliksir\n• <booster1>x heltebok - fullfør en pågående helteoppgradering øyeblikkelig\n• <res1> gull\n• <res2> eliksir\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 2 ganger!\n\nKun i en begrenset periode!"
"TID_ENDOFSUMMER_OFFER_INFO_TH0712_1999","• <res0> mørk eliksir\n• <booster1>x heltebok - fullfør en pågående helteoppgradering øyeblikkelig\n• <res1> gull\n• <res2> eliksir\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 5 ganger!\n\nKun i en begrenset periode!"
"TID_ENDOFSUMMER_OFFER_INFO_TH0712_0999","• <res0> mørk eliksir\n• <booster1>x heltebok - fullfør en pågående helteoppgradering øyeblikkelig\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 5 ganger!\n\nKun i en begrenset periode!"
"TID_ENDOFSUMMER_OFFER_INFO_TH0206_1999_0999","• <res0> gull\n• <res1> eliksir\n• <booster1>x kraftdrikk - styrk troppene og formlene dine til maksimalt nivå i 1 time\n• <booster2>x byggerens drikk - gjør at byggerne dine kan arbeide 10 ganger raskere i 1 time\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 5 ganger!\n\nKun i en begrenset periode!"
"TID_LOCAL_NOTIFICATION_EVENT_GEM_BOOST_ATTACK","Nå kan du få forsterkninger til 1 juvel! Gjør hele hærer 4x raskere ved å styrke troppetreningen, formelbryggingen og heltene dine!"
"TID_CLAN_GAMES_THEME_DARKHEROIC","Mørke og\nheroiske\nleker"
"TID_EVENT_TITLE_REGULAR_THEMED_BUILD_TH0212","Stille før stormen"
"TID_LOCAL_NOTIFICATION_EVENT_REGULAR_THEMED_BUILD_TH0212","Bare slapp av, høvding, krigens uroligheter er ennå et stykke unna. Bruk denne tiden til å oppgradere forsvaret ditt med dette spesialtilbudet."
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0712_9999","• <res0> gull\n• <res1> eliksir\n• <booster1>x murringer: Oppgrader enhver mur, selv om murer med høyere nivåer kanskje krever flere ringer\n• <booster2>x byggebok: Fullfør enhver bygningsoppgradering\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan bare kjøpes 1 gang i løpet av vist tidsperiode\nTa deg tid til å oppgradere forsvarsverkene dine!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0712_4999","• <res0> gull\n• <res1> eliksir\n• <booster1>x murringer: Oppgrader enhver mur, selv om murer med høyere nivåer kanskje krever flere ringer\n• <booster2>x byggebok: Fullfør enhver bygningsoppgradering\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 2 ganger i løpet av vist tidsperiode\n• Ta deg tid til å oppgradere forsvarsverkene dine!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0712_1999","• <res0> gull\n• <res1> eliksir\n• <booster1>x byggebok: Fullfør enhver bygningsoppgradering\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 3 ganger i løpet av vist tidsperiode\n• Ta deg tid til å oppgradere forsvarsverkene dine!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0712_999","• <res0> gull\n• <booster1>x byggebok: Fullfør enhver bygningsoppgradering\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 4 ganger i løpet av vist tidsperiode\n• Ta deg tid til å oppgradere forsvarsverkene dine!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0206_1999","• <res0> gull\n• <res1> eliksir\n• <booster1>x byggerens drikk: Byggerne dine vil jobbe 10x raskere i 1 time\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 3 ganger i løpet av vist tidsperiode\n• Ta deg tid til å oppgradere forsvarsverkene dine!"
"TID_REGULAR_THEMED_BUILD_OFFER_INFO_TH0206_999","• <res0> gull\n• <booster1>x byggerens drikk: Byggerne dine vil jobbe 10x raskere i 1 time\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 4 ganger i løpet av vist tidsperiode\n• Ta deg tid til å oppgradere forsvarsverkene dine!"
"TID_EVENT_TITLE_REGULAR_THEMED_PREPARE_TH0212","Fyr opp i smiene"
"TID_LOCAL_NOTIFICATION_EVENT_REGULAR_THEMED_PREPARE_TH0212","Mobiliser styrkene dine, for nå blir det kamp! Oppgrader heltene og troppene dine, og ta i bruk kraftigere formler med dette oppgraderingstilbudet!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0712_9999","• <res0> mørk eliksir\n•<res1> gull\n• <booster1>x heltebok: Fullfør enhver pågående helteoppgradering øyeblikkelig\n• <booster2>x formelbok: Fullfør enhver pågående formeloppgradering øyeblikkelig\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan bare kjøpes 1 gang i løpet av vist tidsperiode\n• Oppgrader heltene og troppene dine, og ta i bruk kraftigere formler!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0712_4999","• <res0> mørk eliksir\n• <res1> gull\n• <booster1>x heltebok: Fullfør enhver pågående helteoppgradering øyeblikkelig\n• <booster2>x formelbok: Fullfør enhver pågående formeloppgradering øyeblikkelig\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 2 ganger i løpet av vist tidsperiode\n• Oppgrader heltene og troppene dine, og ta i bruk kraftigere formler!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0712_1999","• <res0> mørk eliksir\n•<res1> eliksir\n• <booster1>x heltebok: Fullfør enhver pågående helteoppgradering øyeblikkelig\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 3 ganger i løpet av vist tidsperiode\n• Oppgrader heltene og troppene dine, og ta i bruk kraftigere formler!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0712_999","• <res0> eliksir\n• <booster1>x heltebok: Fullfør enhver pågående helteoppgradering øyeblikkelig\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 4 ganger i løpet av vist tidsperiode\n• Oppgrader heltene og troppene dine, og ta i bruk kraftigere formler!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0206_1999","• <res0> eliksir\n• <booster1>x treningsdrikk: Øker effektiviteten til brakker, formelfabrikker, verkstedet og regenerering av helter i 1 time\n• <booster2>x kraftdrikk: Styrk troppene og formlene dine til rådhusets maksimalt tillatte nivå i 1 time\n• <booster3>x ressursdrikk: Styrk effektiviteten til ressursinnsamleren din i 1 dag\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 3 ganger i løpet av vist tidsperiode\n• Oppgrader heltene og troppene dine, og ta i bruk kraftigere formler!"
"TID_REGULAR_THEMED_PREPARE_OFFER_INFO_TH0206_999","• <res0> eliksir\n• <booster1>x treningsdrikk: Øker effektiviteten til brakker, formelfabrikker, verkstedet og regenerering av helter i 1 time\n• <booster2>x kraftdrikk: Styrk troppene og formlene dine til rådhusets maksimalt tillatte nivå i 1 time\n• <booster3>x ressursdrikk: Styrk effektiviteten til ressursinnsamleren din i 1 dag\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 4 ganger i løpet av vist tidsperiode\n• Oppgrader heltene og troppene dine, og ta i bruk kraftigere formler!"
"TID_EVENT_TITLE_REGULAR_THEMED_BATTLE_TH0212","Krigens skjærsild"
"TID_LOCAL_NOTIFICATION_EVENT_REGULAR_THEMED_BATTLE_TH0212","Krigens trompeter gjaller og ber om seier! Oppgrader troppene dine og led klanen inn i ærerike kamper med dette spesialtilbudet!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_9999","• <res0> mørk eliksir\n• <res1> gull\n• <res2> eliksir\n• <booster1>x stridsbok: Fullfør enhver pågående troppeoppgradering øyeblikkelig\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan bare kjøpes 1 gang i løpet av vist tidsperiode\n• Led klanen din ut i ærerik kamp med dette spesialtilbudet!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_4999","• <res0> mørk eliksir\n• <res1> gull\n• <res2> eliksir\n• <booster1>x stridsbok: Fullfør enhver pågående troppeoppgradering øyeblikkelig\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 2 ganger i løpet av vist tidsperiode\n• Led klanen din ut i ærerik kamp med dette spesialtilbudet!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_1999","• <res0> eliksir\n• <booster1>x stridsbok: Fullfør enhver pågående troppeoppgradering øyeblikkelig\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 3 ganger i løpet av vist tidsperiode\n• Led klanen din ut i ærerik kamp med dette spesialtilbudet!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0712_999","• <res0> eliksir\n• <booster1>x stridsbok: Fullfør enhver pågående troppeoppgradering øyeblikkelig\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 4 ganger i løpet av vist tidsperiode\n• Led klanen din ut i ærerik kamp med dette spesialtilbudet!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0206_1999","• <res0> gull\n• <res1> eliksir\n• <booster1>x kraftdrikk: Styrk troppene og formlene dine til rådhusets maksimalt tillatte nivå i 1 time\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 3 ganger i løpet av vist tidsperiode\n• Led klanen din ut i ærerik kamp med dette spesialtilbudet!"
"TID_REGULAR_THEMED_BATTLE_OFFER_INFO_TH0206_999","• <res0> gull\n• <res1> eliksir\n• <booster1>x kraftdrikk: Styrk troppene og formlene dine til rådhusets maksimalt tillatte nivå i 1 time\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 4 ganger i løpet av vist tidsperiode\n• Led klanen din ut i ærerik kamp med dette spesialtilbudet!"
"TID_EVENT_TITLE_NOOB_PACK_0099_0299","Kongelig engangstilbud!"
"TID_LOCAL_NOTIFICATION_EVENT_NOOB_PACK_0099_0299","Høvding, her har du et engangstilbud på hjelp. Bruk det klokt. Bruk det til å oppnå ære!"
"TID_CONVERSION_OFFER_GEMS_NOOB_INFO_0099_0299","• <res0>x juveler\n• <booster1>x treningsdrikk: Øker effektiviteten til brakker, formelfabrikker, verkstedet og regenerering av helter i 1 time\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan bare kjøpes 1 gang i løpet av vist tidsperiode!\n\nFå litt hjelp med dette utrolige engangstilbudet!"
"TID_EVENT_TITLE_END_OF_SEP_OFFER_TH071","Høste ressurser"
"TID_EVENT_TITLE_END_OF_SEP_OFFER_TH0206","Legge opp et forråd"
"TID_ENDOFSEP_OFFER_INFO_9999","• <booster1>x rune av gull - fyll gullagrene dine helt\n• <booster2>x rune av eliksir - fyll eliksirlagrene dine helt\n• <booster3> stridsbok - fullfør enhver pågående troppeoppgradering øyeblikkelig\n• <booster4> byggebok - fullfør enhver pågående bygningsoppgradering øyeblikkelig\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan bare kjøpes 1 gang i løpet av vist tidsperiode!\n\nDet er tid for høstdrønnet vårt!"
"TID_ENDOFSEP_OFFER_INFO_4999","• <booster1> stridsbok - fullfør enhver pågående troppeoppgradering øyeblikkelig\n• <booster2> byggebok - fullfør enhver pågående bygningsoppgradering øyeblikkelig\n• <res0>x gull\n• <res1>x eliksir\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 2 ganger i løpet av vist periode!\n\nDet er tid for høstdrønnet vårt!"
"TID_ENDOFSEP_OFFER_INFO_TH0712_1999","• <booster1> byggebok - fullfør enhver pågående bygningsoppgradering øyeblikkelig\n• <res0>x gull\n• <res1>x eliksir\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 3 ganger i løpet av vist periode!\n\nDet er tid for høstdrønnet vårt!"
"TID_ENDOFSEP_OFFER_INFO_TH0712_0999","• <booster1> byggebok - fullfør enhver pågående bygningsoppgradering øyeblikkelig\n• <res0>x gull\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 4 ganger i løpet av vist periode!\n\nDet er tid for høstdrønnet vårt!"
"TID_ENDOFSEP_OFFER_INFO_TH0206_1999_0999","• <booster1> byggerens drikk - byggerne dine vil jobbe 10x raskere i 1 time\n• <res0>x gull\n• <res1>x eliksir\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 3 ganger i løpet av vist periode!\n\nDet er tid for høstdrønnet vårt!"
"TID_ENDOFSEP_OFFER_INFO_TH0206_0999","• <booster1>x byggerens drikk – byggerne dine vil jobbe 10x raskere i 1 time\n• <booster2>x kraftdrikk – oppgrader troppene og formlene dine til det maksimalt tillatte nivået i rådhuset ditt i 1 time\n• <res0>x gull\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan kjøpes 4 ganger i løpet av vist periode!\nDet er tid for høstdrønnet vårt!"
"TID_CLAN_GAMES_THEME_DONATEDESTRUCT","Donasjon og\n\nødeleggelse-\n\nleker"
"TID_CONVERSION_OFFER_GEMS_NOOB_INFO_0099_0299_NEW","• <gems>x juveler\n• <booster1>x treningsdrikk: Øker effektiviteten til brakker, formelfabrikker, verkstedet og regenerering av helter i 1 time\n\n• Ingen lagringsbegrensninger!\n• Dette tilbudet kan bare kjøpes 1 gang i løpet av vist tidsperiode!\n\nFå litt hjelp med dette utrolige engangstilbudet!"
"TID_DECORATION_LEAGUE_I_STATUE","Mesterstatuen"
"TID_DECORATION_LEAGUE_II_STATUE","Kandidatstatuen"
"TID_DECORATION_LEAGUE_III_STATUE","Utfordrerstatuen"
"TID_WL_SELECT_BONUSES_TEXT","Velg klanmedlemmer som fortjener ekstra ligamedaljer i bonus. Hvem du valgte, kunngjøres for klanen gjennom klanens chatterom. Bonuser gis på vegne av klanen og kan bare gis én gang per ligasesong, så velg med omhu!"
"TID_BONUSES_ASSIGNED","Bonuser tildelt"
