"TID","DE"
"TID_SETTINGS_API_TOKEN_SHOW_BUTTON","Anzeigen"
"TID_SETTINGS_API_TOKEN_COPY_BUTTON","Kopieren"
"TID_SETTINGS_API_TOKEN_COPY_NOTIFICATION","API-Token in die Zwischenablage kopiert!"
"TID_BATTLEPASS_TASK_DEPLOY_TROOPS","Angriff!"
"TID_BATTLEPASS_TASK_DEPLOY_SPELLS","Magie liegt in der Luft"
"TID_BATTLEPASS_TASK_DEPLOY_SIEGE_MACHINES","Belagerungszustand"
"TID_BATTLEPASS_TASK_DONATE_SIEGE_MACHINES","Wohltäter des Clans"
"TID_BATTLEPASS_TASK_COLLECT_GOLD","Goldabbau"
"TID_BATTLEPASS_TASK_COLLECT_ELIXIR","Elixier sammeln"
"TID_BATTLEPASS_TASK_COLLECT_DARKELIXIR","Nach Dunklem Elixier bohren"
"TID_BATTLEPASS_TASK_START_HOME_UPGRADE","Heimatdorf-Verbesserung"
"TID_BATTLEPASS_TASK_START_BB_UPGRADE","Bauarbeiterbasis-Verbesserung"
"TID_BATTLEPASS_TASK_START_ANY_UPGRADE","Bauarbeiterfreude"
"TID_BATTLEPASS_TASK_UPGRADE_HOME_WALL","Dorfverstärkung"
"TID_BATTLEPASS_TASK_UPGRADE_BB_WALL","Basisverstärkung"
"TID_BATTLEPASS_TASK_UPGRADE_ANY_WALL","Verstärkungen bis zum Abwinken"
"TID_BATTLEPASS_TASK_COMPLETE_EVENT","Ereignismeister"
"TID_BATTLEPASS_TASK_GET_CLANGAMES_POINTS","Clanspielmeister"
"TID_BATTLEPASS_TASK_GET_STAR_BONUSES","Greif nach den Sternen"
"TID_BATTLEPASS_TASK_GET_BB_LOOT","Sternensturm"
"TID_BATTLEPASS_TASK_INFO_DEPLOY_TROOPS","Entsende in Mehrspieler-Kämpfen Truppen im Wert von <num> Truppenkapazität."
"TID_BATTLEPASS_TASK_INFO_DEPLOY_SPELLS","Setze in Mehrspieler-Kämpfen Zauber im Wert von <num> Lagerplätzen ein."
"TID_BATTLEPASS_TASK_INFO_DEPLOY_SIEGE_MACHINES","Entsende in Mehrspieler-Kämpfen <num>-mal eine Belagerungsmaschine."
"TID_BATTLEPASS_TASK_INFO_DONATE_SIEGE_MACHINES","Spende deinen Clankameraden <num>-mal eine Belagerungsmaschine."
"TID_BATTLEPASS_TASK_INFO_COLLECT_GOLD","Sammle <num> Gold aus deinen Goldminen."
"TID_BATTLEPASS_TASK_INFO_COLLECT_ELIXIR","Sammle <num> Elixier von deinen Elixiersammlern."
"TID_BATTLEPASS_TASK_INFO_COLLECT_DARKELIXIR","Sammle <num> Dunkles Elixier von deinen Bohrern."
"TID_BATTLEPASS_TASK_INFO_START_HOME_UPGRADE","Beginne <num>-mal eine Gebäudeverbesserung in deinem Heimatdorf."
"TID_BATTLEPASS_TASK_INFO_START_BB_UPGRADE","Beginne <num>-mal eine Gebäudeverbesserung in deiner Bauarbeiterbasis."
"TID_BATTLEPASS_TASK_INFO_START_ANY_UPGRADE","Beginne <num>-mal eine Gebäudeverbesserung in einem deiner Dörfer."
"TID_BATTLEPASS_TASK_INFO_UPGRADE_HOME_WALL","Verbessere <num>-mal ein Mauerteil in deinem Heimatdorf."
"TID_BATTLEPASS_TASK_INFO_UPGRADE_BB_WALL","Verbessere <num>-mal ein Mauerteil in deiner Bauarbeiterbasis."
"TID_BATTLEPASS_TASK_INFO_UPGRADE_ANY_WALL","Verbessere <num>-mal ein Mauerteil in einem deiner Dörfer."
"TID_BATTLEPASS_TASK_INFO_COMPLETE_EVENT","Schließe <num>-mal ein Ereignis im Reiter \qEreignisse\q ab."
"TID_BATTLEPASS_TASK_INFO_GET_CLANGAMES_POINTS","Verdiene in Clanspielen <num> Punkte."
"TID_BATTLEPASS_TASK_INFO_GET_STAR_BONUSES","Erziele den täglichen Sternebonus <num>-mal in deinem Heimatdorf."
"TID_BATTLEPASS_TASK_INFO_GET_BB_LOOT","Erziele den täglichen Sternebonus <num>-mal in deiner Bauarbeiterbasis."
"TID_BP_TASK_AVAILABLE_IN","Herausforderung wird in <time> enthüllt"
"TID_BP_PERK_RESEARCH_BOOST","Forschungsschub"
"TID_BP_PERK_RESEARCH_BOOST_DESC","Für Verbesserungen von Truppen, Zaubern und Belagerungsmaschinen werden im Labor <num> % weniger Ressourcen und Zeit benötigt."
"TID_BP_PERK_INCREASED_SAVINGS","Größer"
"TID_NPC_CHALLENGE_TH6_GIWIWA_GIANT","Entsende einen <c54a0fe>Riesen</c>, um die <c54a0fe>Mauerbrecher</c> abzuschirmen."
"TID_NPC_CHALLENGE_TH6_GIWIWA_WALL_BREAKERS1","Zerstöre die erste Mauerreihe, bevor der <c54a0fe>Riese</c> stirbt."
"TID_NPC_CHALLENGE_TH6_GIWIWA_GIANTS","Beginne den Hauptangriff und entsende deine <c54a0fe>Riesen</c> zuerst, damit sie deine <c54a0fe>Magier</c> beschützen!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_HEAL1","Nutze einen <cffe346>Heilungszauber</c>, um die <c54a0fe>Riesen</c> vor dem <cf70d16>Magierturm</c> zu schützen!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_WIZARDS1","Entsende <c54a0fe>Magier</c>, während die Verteidigungen abgelenkt sind!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_WALL_BREAKERS2","Bahn dir, nachdem die Geschosse des <cf70d16>Minenwerfers</c> eingeschlagen sind, einen Weg durch die zweite Mauerreihe, damit deine Armee zum <cf70d16>Rathaus</c> ziehen kann!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_WIZARDS2","Die Luft ist rein! Entsende mehr <c54a0fe>Magier</c>!"
"TID_NPC_CHALLENGE_TH6_GIWIWA_HEAL2","Wende noch einen <cffe346>Heilungszauber</c> bei deinen <c54a0fe>Riesen</c> an, um ihre Trefferpunkte aufzufüllen!"
"TID_GUIDANCE_WRONG_UNIT","Wähle die richtige Einheit!"
"TID_GUIDANCE_WRONG_LOCATION","Tippe auf die richtige Stelle!"
"TID_NPC_CHALLENGE_LOON_1","Entsende mehrere <c54a0fe>Ballons</c>, um die Verteidigungen zu überwältigen. Deine erste Priorität ist die <cf70d16>Luftabwehr</c>."
"TID_NPC_CHALLENGE_LOON_2","Entsende mehrere Gruppen, um den Flächenschaden durch Fallen und <cf70d16>Magiertürme</c> zu begrenzen."
"TID_NPC_CHALLENGE_LOON_3","Konzentriere dich zuerst darauf, Verteidigungen zu zerstören, die Lufteinheiten angreifen!"
"TID_NPC_CHALLENGE_LOON_4","Zerstöre den letzten <cf70d16>Bogenschützenturm</c> mit deinen restlichen <c54a0fe>Ballons</c>."
"TID_BUTTON_SWAP_SKIN","Skin wechseln"
"TID_POPUP_REMOVE_OTHERS_WAR_DONATION_DESCR","Möchtest du diese gespendete Einheit wirklich aus der Kriegsburg dieses Spielers entfernen?"
"TID_NPC_CHALLENGE_INFO_AIR_SWEEPER","Bleib hinter dem <cf70d16>Luftfeger</c>, während du dich der Basis näherst."
"TID_NPC_CHALLENGE_TH7_DRAGON_LIGHTNING","Zerstöre eine der <cf70d16>Luftabwehreinheiten</c> mit <c38eaff>Blitzzaubern</c>."
"TID_NPC_CHALLENGE_TH7_DRAGON_BARBARIAN_KING","Entsende den <c9916c8>Barbarenkönig</c>, um die <c54a0fe>Drachen</c> vor den <cf70d16>Bogenschützentürmen</c> zu schützen."
"TID_NPC_CHALLENGE_TH7_DRAGON_DRAGONS1","Entsende jeweils einen <c54a0fe>Drachen</c>, um beide Seiten der Basis freizuräumen."
"TID_NPC_CHALLENGE_TH7_DRAGON_DRAGONS2","Entsende noch einen <c54a0fe>Drachen</c>, um die Ecke der Basis freizuräumen. Das wird dir dabei helfen, den Rest deiner Armee weiter in die Mitte zu bringen."
"TID_NPC_CHALLENGE_TH7_DRAGON_DRAGONS3","Entsende die restlichen <c54a0fe>Drachen</c>."
"TID_BUTTON_SELECT_SKIN","Auswählen"
"TID_NPC_CHALLENGE_BOWIGI_HEALERS","Setze deine <c54a0fe>Heiler</c> in der Ecke ein, um den Marsch der Königin zu beginnen."
"TID_NPC_CHALLENGE_BOWIGI_ARCHERQUEEN","Schicke deine <c9916c8>Bogenschützen-Königin</c> vor deine <c54a0fe>Heiler</c>."
"TID_NPC_CHALLENGE_BOWIGI_BALLOON1","<c54a0fe>Ballons</c> sind spitze, um Fallen zu vernichten, die deinen <c54a0fe>Heilern</c> schaden könnten. Entsende gleich einen Ballon!"
"TID_NPC_CHALLENGE_RAGE_THE_HEALERS","Mit einem <cf07bf8>Wutzauber</c> legen sich deine <c54a0fe>Heiler</c> richtig ins Zeug."
"TID_NPC_CHALLENGE_BOWIGI_QUEENABILITY","Nutze die <c9916c8>Fähigkeit deiner Bogenschützen-Königin</c>, falls sie in Schwierigkeiten gerät!"
"TID_NPC_CHALLENGE_BOWIGI_GIANTS","Entsende <c54a0fe>Riesen</c> in die Mitte und nach unten."
"TID_NPC_CHALLENGE_BOWIGI_WALLWRECKER","Schicke einen <c54a0fe>Mauervernichter</c>, <c9916c8>Großen Wächter</c> und <c9916c8>Barbarenkönig</c> hinterher."
"TID_NPC_CHALLENGE_BOWIGI_WITCHES","<c54a0fe>Hexen</c> bieten deinen Truppen Deckung. Entsende sie mit deiner Hauptgruppe."
"TID_NPC_CHALLENGE_BOWIGI_BOWLERS","<c54a0fe>Bowler</c> richten hier den größten Schaden an. Setze sie in der Mitte und unten ein!"
"TID_NPC_CHALLENGE_BOWIGI_FREEZE1","Verwende den <c38eaff>Frostzauber</c> am <cf70d16>Infernoturm</c>, bevor er deinen <c54a0fe>Mauervernichter</c> ausschalten kann!"
"TID_NPC_CHALLENGE_BOWIGI_FREEZE2","Verwende den <c38eaff>Frostzauber</c> am zweiten <cf70d16>Infernoturm</c>!"
"TID_NPC_CHALLENGE_BOWIGI_WALLBREAKERS","Verwende unten <c54a0fe>Mauerbrecher</c>, um deinen <c54a0fe>Bowlern</c> den Weg freizumachen!"
"TID_NPC_CHALLENGE_BOWIGI_RAGE2","Nutze den <cf07bf8>Wutzauber</c>, damit deine Armee in der Mitte und am unteren Rand durchkommt!"
"TID_NPC_CHALLENGE_WARDENABILITY","Aktiviere die <c9916c8>Fähigkeit deines Großen Wächters</c>, um deinen Truppen zu helfen, wenn sie Schutz brauchen!"
"TID_NPC_CHALLENGE_JUMP_TO_CLOSED_COMPARTMENTS","Verwende den <c85ff3b>Sprungzauber</c>, um ummauerte Bereiche zu erreichen!"
"TID_NPC_CHALLENGE_BOWIGI_KINGABILITY","Die Trefferpunkte des <c9916c8>Barbarenkönigs</c> sinken. Aktiviere seine <c9916c8>Fähigkeit</c>!"
"TID_NPC_CHALLENGE_BOWIGI_CLEANUP","Entsende die restlichen Truppen, damit sie beim Aufräumen helfen."
"TID_NPC_CHALLENGE_TH4_GIANT_GIANTS1","Entsende einen <c54a0fe>Riesen</c>, um die <c54a0fe>Mauerbrecher</c> abzuschirmen."
"TID_NPC_CHALLENGE_TH4_GIANT_WALL_BREAKERS","Zerstöre die Mauern schnell, bevor der <c54a0fe>Riese</c> stirbt."
"TID_NPC_CHALLENGE_TH4_GIANT_GIANTS2","Entsende nun <c54a0fe>Riesen</c>, um alle Verteidigungen zu zerstören."
"TID_NPC_CHALLENGE_TH4_GIANT_GOBLINS","Entsende nach der Zerstörung des <cf70d16>Minenwerfers</c> <c54a0fe>Kobolde</c>, um aufzuräumen."
"TID_BATTLEPASS_PURCHASE_TEXT","Schalte Topbelohnungen mit dem Goldpass frei!"
"TID_BP_SEASON_BANK_CURRENT_CAP","Größe: <value>"
"TID_BP_SEASON_BANK_NEXT_CAP","Nächste Größe: <value>"
"TID_BP_SEASON_BANK_MAX_CAP","Max. Größe: <value>"
"TID_BP_SEASON_BANK_CAP_INCREASES","Größenanstiege:"
"TID_BUTTON_TRY_AGAIN","Erneut spielen"
"TID_BUTTON_ENABLE_TUTORIAL","Anleitung aktivieren"
"TID_BUTTON_DISABLE_TUTORIAL","Anleitung verlassen"
"TID_BP_CONFIRM_TIER_UNLOCK","<num> Punkte kaufen, um die nächste Belohnungsstufe zu erreichen?"
"TID_BP_CONFIRM_TIER_UNLOCK_TITLE","Punkte kaufen?"
"TID_BP_SEASON_ENDS","Saison endet:"
"TID_WL_LEADERBOARD_BRACKET_POS1","Gruppensieger"
"TID_WL_LEADERBOARD_BRACKET_POS2","2. Platz der Gruppe"
"TID_WL_LEADERBOARD_BRACKET_POS3","3. Platz der Gruppe"
"TID_WL_LEADERBOARD_BRACKET_POS4","4. Platz der Gruppe"
"TID_WL_LEADERBOARD_BRACKET_POS5","5. Platz der Gruppe"
"TID_WL_LEADERBOARD_BRACKET_POS6","6. Platz der Gruppe"
"TID_WL_LEADERBOARD_BRACKET_POS7","7. Platz der Gruppe"
"TID_WL_LEADERBOARD_BRACKET_POS8","8. Platz der Gruppe"
"TID_DAILY_TASK_1_TITLE","Tägliches Mehrspieler-Spiel"
"TID_DAILY_TASK_1_DESC","Verdiene einen Stern in einem Mehrspieler-Kampf im Heimatdorf."
"TID_DAILY_TASK_2_TITLE","Täglicher Baukampf"
"TID_DAILY_TASK_2_DESC","Verdiene einen Stern in einem Baukampf in der Bauarbeiterbasis."
"TID_BP_REWARDS_LIST_TITLE","Belohnungsliste"
"TID_NPC_CHALLENGE_TH7_HOG_BARBARIAN_KING","Entsende den <c9916c8>Barbarenkönig</c>, damit er sich den feindlichen König vorknöpft, sonst wird er deine <c54a0fe>Schweinereiter</c> plattmachen."
"TID_NPC_CHALLENGE_TH7_HOG_WIZARDS","Entsende <c54a0fe>Magier</c>, um deinem König zu helfen!"
"TID_NPC_CHALLENGE_TH7_HOG_HOGS","Entsende alle <c54a0fe>Schweinereiter</c>, damit sie mit ihrem Angriff beginnen."
"TID_NPC_CHALLENGE_TH7_HOG_HEAL1","Die <c54a0fe>Schweinereiter</c> haben eine Menge Trefferpunkte verloren. Verwende jetzt einen <cffe346>Heilungszauber</c>!"
"TID_NPC_CHALLENGE_TH7_HOG_HEAL2","Nutze die restlichen <cffe346>Heilungszauber</c>, um die <c54a0fe>Schweinereiter</c> am Leben zu halten, während sie die Basis freiräumen."
"TID_BP_SEASON_BANK_INCREASE","Die Größe der Saisonbank wächst folgendermaßen:\nGold: <gold>\nElixier: <elixir>\nDunkles Elixier: <de>"
"TID_NPC_CHALLENGE_TH7_MINION_BALLOONS","Entsende <c54a0fe>Ballons</c> um alle <cf70d16>Luftabwehreinheiten</c> zu zerstören."
"TID_NPC_CHALLENGE_TH7_MINION_RAGE1","Verwende einen <cf07bf8>Wutzauber</c>, um <c54a0fe>Ballons</c> schneller und tödlicher zu machen!"
"TID_NPC_CHALLENGE_TH7_MINION_BARBARIAN_KING","Entsende den <c9916c8>Barbarenkönig</c>, um den <cf70d16>Magierturm</c> abzulenken."
"TID_NPC_CHALLENGE_TH7_MINION_MINIONS","Entsende <c54a0fe>Lakaien</c>, um den <cf70d16>Magierturm</c> auszuschalten und aufzuräumen."
"TID_NPC_CHALLENGE_TH7_MINION_RAGE2","<c54a0fe>Lakaien</c> machen mit einem <cf07bf8>Wutzauber</c> kurzen Prozess aus ihren Zielen."
"TID_BATTLE_PASS_SEASON_END_TITLE","Die Saison ist zu Ende!"
"TID_BATTLE_PASS_SEASON_END_TEXT","Du hast Folgendes erhalten:"
"TID_NPC_DEPLOY_STEPS_OFF_TITLE","Bist du bereit?"
"TID_NPC_DEPLOY_STEPS_OFF_TEXT","Level erneut starten und ohne zusätzliche Hilfe spielen?"
"TID_NPC_DEPLOY_STEPS_ON_TITLE","Du brauchst noch Hilfe?"
"TID_NPC_DEPLOY_STEPS_ON_TEXT","Level erneut starten und mit aktivierter Anleitung spielen?"
"TID_BP_REWARD_LOCKED_NOT_ENOUGH_POINTS","Du brauchst noch <num> Punkte, um diese Belohnung freizuschalten."
"TID_BP_REWARD_LOCKED_NOT_ENOUGH_POINTS_AND_NEED_PREMIUM","Du brauchst noch <num> Punkte und den Goldpass, um diese Belohnung freizuschalten."
"TID_BP_REWARD_LOCKED_NEED_PREMIUM","Du brauchst den Goldpass, um diese Belohnung freizuschalten."
"TID_BP_REWARD_AVAILABLE","Diese Belohnung ist freigeschaltet und kann abgeholt werden."
"TID_BP_REWARD_CLAIMED","Du hast diese Belohnung bereits abgeholt."
"TID_BARBARIAN_KING_GLADIATOR","Gladiatorkönig"
"TID_NPC_CHALLENGE_TH8_GOWIPE_EARTHQUAKE","Verwende einen <ca9561f>Erdbebenzauber</c>, um gruppierte Verteidigungen und Mauern zu schwächen."
"TID_NPC_CHALLENGE_TH8_GOWIPE_FUNNEL_PEKKAS","Entsende <c54a0fe>2 P.E.K.KA.s</c>, um die Seiten des Dorfs freizuräumen."
"TID_NPC_CHALLENGE_TH8_GOWIPE_WIZARDS1","Entsende <c54a0fe>Magier</c> zur Unterstützung."
"TID_NPC_CHALLENGE_TH8_GOWIPE_GOLEM","Dein <c54a0fe>Golem</c> hat eine Menge Trefferpunkte. Entsende ihn vor den anderen Truppen, um sie abzuschirmen."
"TID_NPC_CHALLENGE_TH8_GOWIPE_WALL_BREAKERS","Verwende <c54a0fe>Mauerbrecher</c>, um die Mauer zu zerstören, während die Verteidigungen sich auf deine anderen Truppen konzentrieren."
"TID_NPC_CHALLENGE_TH8_GOWIPE_BARBARIAN_KING","Entsende den <c9916c8>Barbarenkönig</c>. Da die Seiten nun frei sind, zieht er in die Mitte."
"TID_NPC_CHALLENGE_TH8_GOWIPE_SUPPORT_PEKKAS","Entsende <c54a0fe>P.E.K.K.A.s</c>. Sie gehen nun auch in die Mitte."
"TID_NPC_CHALLENGE_TH8_GOWIPE_WIZARDS2","Entsende mehr <c54a0fe>Magier</c>, um deinen <c9916c8>Barbarenkönig</c> und deine <c54a0fe>P.E.K.K.A.s</c> zu unterstützen."
"TID_NPC_CHALLENGE_TH8_GOWIPE_HEAL1","Verwende den <cffe346>Heilungszauber</c> am Eingang, während deine Truppen dort hindurchlaufen."
"TID_NPC_CHALLENGE_TH8_GOWIPE_HEAL2","Halte deine <c54a0fe>Magier</c> mit einem <cffe346>Heilungszauber</c> am Leben!"
"TID_NPC_CHALLENGE_RAGE_ON_ENTRANCE","Setze den <cf07bf8>Wutzauber</c> am Eingang ein, damit die meisten Truppen davon profitieren."
"TID_NPC_CHALLENGE_TH8_GOWIPE_CLEAN_UP","Entsende die restlichen Truppen, damit sie beim Aufräumen helfen."
"TID_NPC_CHALLENGE_FOUR_EARTHQUAKES","Vier <ca9561f>Erdbebenzauber</c> zerstören jede Mauer. Verwende sie, um dir Zugang zur Basis zu verschaffen!"
"TID_NPC_CHALLENGE_TH8_GOWIVA_HOG_RIDER","Entsende einen <c54a0fe>Schweinereiter</c>, um feindliche Truppen aus ihrer <cf70d16>Clanburg</c> zu locken."
"TID_NPC_CHALLENGE_TH8_GOWIVA_ARCHER","Entsende einen <c54a0fe>Bogenschützen</c>, um <cf70d16>verteidigende Truppen</c> aus der Mitte wegzulocken."
"TID_NPC_CHALLENGE_TH8_GOWIVA_POISON","Verwende den <ce98714>Giftzauber</c>, um <cf70d16>feindliche Ballons</c> zu verlangsamen."
"TID_NPC_CHALLENGE_TH8_GOWIVA_GOLEM","Entsende einen <c54a0fe>Golem</c>, um die <cf70d16>feindlichen Ballons</c> abzulenken, während die <c54a0fe>Magier</c> sie ausschalten."
"TID_NPC_CHALLENGE_TH8_GOWIVA_WIZARDS","<c54a0fe>Magier</c> können Lufttruppen angreifen und verursachen eine Menge Schaden."
"TID_NPC_CHALLENGE_DEPLOY_BARBARIAN_KING","Entsende den <c9916c8>Barbarenkönig</c>."
"TID_NPC_CHALLENGE_TH8_GOWIVA_VALKYRIES","Entsende <c54a0fe>Walküren</c>. Sie sind sehr stark gegen Basen, in denen die Gebäude eng beieinander stehen."
"TID_NPC_CHALLENGE_TH8_GOWIVA_HEAL","Wende einen <cffe346>Heilungszauber</c> bei deinen Truppen an, während sie in die Basis einziehen."
"TID_NAME_ALREADY_IN_USE","Du benutzt diesen Namen bereits!"
"TID_BP_BONUSES_INFO","Vorteile werden durch Belohnungen freigeschaltet und sind bis zum Ende der Saison verfügbar."
"TID_TUTORIAL_MODE_TITLE","Anleitungsmodus"
"TID_TUTORIAL_MODE_TEXT","Im Anleitungsmodus sind keine Belohnungen verfügbar."
"TID_NPC_CHALLENGE_TH9_LAVALOON_BARBARIAN_KING_1","Die <cf70d16>feindliche Königin</c> ist eine tödliche Gegnerin für deine <c54a0fe>Ballons</c>. Kümmer dich zuerst um sie!"
"TID_NPC_CHALLENGE_TH9_LAVALOON_BARBARIAN_KING_2","Entsende deinen <c9916c8>Barbarenkönig</c>, um sie anzugreifen, sobald sie über die Mauer springt."
"TID_NPC_CHALLENGE_TH9_LAVALOON_KING_ABILITY","Verwende gleich die Fähigkeit des <c9916c8>Barbarenkönigs</c>, um die feindliche <cf70d16>Königin</c> zu besiegen."
"TID_NPC_CHALLENGE_TH9_LAVALOON_ARCHER_QUEEN","Entsende deine <c9916c8>Bogenschützen-Königin</c>, um den <cf70d16>Magierturm</c>, die <cf70d16>Luftabwehr</c> und den <cf70d16>Bogenschützenturm</c> loszuwerden."
"TID_NPC_CHALLENGE_ACTIVATE_QUEEN_ABILITY","Es wird Zeit, die <c9916c8>Fähigkeit deiner Königin</c> zu aktivieren."
"TID_NPC_CHALLENGE_TH9_LAVALOON_HASTE1","Beschleunige langsame Lufteinheiten mit <cf07bf8>Eilzaubern</c>, damit du den <cf70d16>Luftfeger</c> schnell erreichst."
"TID_NPC_CHALLENGE_TH9_LAVALOON_HOUNDS","Entsende <c54a0fe>Lavahunde</c>, um deine <c3e8cb8>Ballons</c> zu schützen und Fallen in der Basis auszulösen."
"TID_NPC_CHALLENGE_TH9_LAVALOON_BALLOONS","Entsende <c54a0fe>Ballons</c> hinter den <c54a0fe>Lavahunden</c>."
"TID_NPC_CHALLENGE_TH9_LAVALOON_FREEZE","Mach den <cf70d16>Luftfeger</c> mit dem <c38eaff>Frostzauber</c> wirkungslos, während deine Truppen sich nähern."
"TID_NPC_CHALLENGE_TH9_LAVALOON_RAGE1","Verwende den <cf07bf8>Wutzauber</c> an einer Stelle, an der die meisten Truppen davon profitieren."
"TID_NPC_CHALLENGE_TH9_LAVALOON_RAGE2","Verwende noch einen <cf07bf8>Wutzauber</c>, um die restliche <cf70d16>Luftabwehr und den Luftfeger</c> zu besiegen."
"TID_NPC_CHALLENGE_TH9_LAVALOON_HASTE2","Nutze noch einen <cf07bf8>Eilzauber</c>, um deine <c54a0fe>Ballons</c> zu beschleunigen."
"TID_NPC_CHALLENGE_TH9_LAVALOON_CLEAN_UP","Setze die restlichen Truppen und Zauber ein, um die Basis aufzuräumen."
"TID_BP_PURCHASE_BUTTON_PROMPT",",\qشراء التذكرة الذهبية"
"TID_OFFER_SEASON_CHALLENGES_TEXT_1","Neuer Heldenskin!"
"TID_OFFER_SEASON_CHALLENGES_TEXT","Sichere dir 20-fachen Wert in Saison-Herausforderungen!"
"TID_OFFER_SEASON_CHALLENGES_TEXT_2","Magische Gegenstände und Vorteile!"
"TID_OFFER_SEASON_CHALLENGES_TEXT_3","Bis zu 20-facher Wert!"
"TID_OFFER_SEASON_CHALLENGES_TEXT_4","Größere Saisonbank!"
"TID_BP_PERK_NEEDS_PREMIUM","Mit Goldpass freischalten"
"TID_BP_PERK_MAXIMUM","Max. Schub aktiviert"
"TID_BP_PERK_MAXIMUM_QUICK_DONATE","Spenden für 1 Juwel aktiviert"
"TID_BP_PERK_MAXIMUM_SEASON_BANK","Max. Größe freigeschaltet"
"TID_BP_PERK_CURRENT_AMOUNT","Aktiv"
"TID_BP_PERK_NEXT_AMOUNT","Nächste Verbesserung:"
"TID_BP_PERK_NEXT_SCORE","Verfügbar:"
"TID_BP_PERK_NEEDS_PREMIUM_SEASON_BANK","Mit Goldpass verbessern"
"TID_BP_POINTS","Herausforderungspunkte"
"TID_BP_COMPLETED","Geschafft!"
"TID_BP_REWARD_CATEGORY_SKINS","Heldenskins"
"TID_BP_UNLOCKS_TEXT","Saison-Herausforderungen werden auf Rathaus-Level <value> freigeschaltet."
"TID_DOWNLOADING_SKIN","Skin wird heruntergeladen ..."
"TID_BP_BUTTON_REWARDS_LIST","Liste"
"TID_BP_SKIN_TITLE","Heldenskin"
"TID_BP_MULTIPLE_REWARD_FORMAT","<num>x <reward>"
"TID_BP_SKIN_UNLOCKED","<skin> freigeschaltet!"
"TID_BP_SEASON_BANK_EXPANDED","Saisonbankgröße erweitert!"
"TID_BP_PERK_ACTIVATED","<num> % <perk> aktiviert!"
"TID_BP_PERK_GEM_DONATION_COST_DESC_STARTER","Alle schnellen Spenden kosten nur 1 Juwel."
"TID_BP_PERK_BUILDING_BOOST_DESC_STARTER","Für den Bau und die Verbesserung von Gebäuden sowie die Herstellung von Gegenständen in der Schmiede werden weniger Ressourcen und Zeit benötigt."
"TID_BP_PERK_TRAINING_BOOST_DESC_STARTER","Truppenausbildungen, Zauber und Belagerungsmaschinen sind schneller fertig. Helden werden schneller geheilt."
"TID_BP_PERK_RESEARCH_BOOST_DESC_STARTER","Für Verbesserungen von Truppen, Zaubern und Belagerungsmaschinen werden im Labor weniger Ressourcen und Zeit benötigt."
"TID_NPC_KING_HEALTH_LOW","Die Trefferpunkte des <c9916c8>Barbarenkönigs</c> sinken. Aktiviere seine Fähigkeit!"
"TID_NPC_QUEEN_HEALTH_LOW","Die Trefferpunkte der <c9916c8>Bogenschützen-Königin</c> sinken. Aktiviere ihre Fähigkeit!"
"TID_NPC_WARDEN_HEALTH_LOW","Die Trefferpunkte des <c9916c8>Großen Wächters</c> sinken. Aktiviere seine Fähigkeit!"
"TID_AUTOMATED_ALLIANCE_MAIL_SENDER_NAME","Automatische Nachricht"
"TID_LEADER_ROTATION_MAIL_TEXT","Der Anführer dieses Clans ist seit mehr als <daysInactive> Tagen nicht mehr aktiv. Die Position des Anführers wird in <daysToRotation> Tagen an den höchstrangigen Spieler übergeben, der am längsten Mitglied des Clans ist. Damit seine Position nicht vergeben wird, muss sich der Anführer anmelden.\n\nDerzeit wird die Anführerschaft an <newLeader> übertragen."
"TID_NPC_CHALLENGE_PROGRESS_WARNING_TITLE","Gut gemacht!"
"TID_NPC_CHALLENGE_PROGRESS_WARNING_TEXT","Perfekt! Möchtest du jetzt ohne Entsendungshilfe üben?"
"TID_GEM_COMPENSATION_CLAN_GAMES","Hallo Häuptling! Uns ist aufgefallen, dass du deine Belohnungen aus den letzten Clanspielen verloren hast. Leider können wir dir die Ressourcen und magischen Gegenstände nicht geben, also haben wir dir stattdessen 50 Juwelen pro freigeschaltete Belohnungsstufe geschickt. Wir möchten uns aufrichtig für diesen Fehler entschuldigen und wünschen dir viel Spaß mit Clash!"
